Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,29.601989,[23  3] ; [ 5 26],[12.77192982 13.22807018] ; [15.22807018 15.77192982],1
p2,1,0.00013,14.642667,[19  6] ; [ 8 24],[11.84210526 13.15789474] ; [15.15789474 16.84210526],1
n6,1,0.001128,10.605324,[19  6] ; [10 21],[12.94642857 12.05357143] ; [16.05357143 14.94642857],0
r3,1,0.001952,9.594136,[21  4] ; [14 18],[15.35087719  9.64912281] ; [19.64912281 12.35087719],0
p11,1,0.008283,6.971154,[18  8] ; [11 21],[13. 13.] ; [16. 16.],0
p3,1,0.00993,6.647346,[11 15] ; [ 4 28],[ 6.72413793 19.27586207] ; [ 8.27586207 23.72413793],0
p4,1,0.024866,5.033173,[12 14] ; [ 6 26],[ 8.06896552 17.93103448] ; [ 9.93103448 22.06896552],0
p7,1,0.02502,5.022533,[13 13] ; [ 7 25],[ 8.96551724 17.03448276] ; [11.03448276 20.96551724],0
s6,1,0.038667,4.275419,[11 14] ; [ 6 26],[ 7.45614035 17.54385965] ; [ 9.54385965 22.45614035],0
s8,1,0.045178,4.011988,[ 5 21] ; [ 1 31],[ 2.68965517 23.31034483] ; [ 3.31034483 28.68965517],0
n3,1,0.046906,3.948774,[5 1] ; [ 7 12],[2.88 3.12] ; [9.12 9.88],0
a5,1,0.087308,2.923322,[18  8] ; [15 17],[14.79310345 11.20689655] ; [18.20689655 13.79310345],0
s2,1,0.087608,2.917781,[ 8 18] ; [ 4 28],[ 5.37931034 20.62068966] ; [ 6.62068966 25.37931034],0
v2,1,0.094374,2.798144,[11 15] ; [ 7 25],[ 8.06896552 17.93103448] ; [ 9.93103448 22.06896552],0
p5,1,0.10604,2.612273,[ 4 22] ; [ 1 30],[ 2.28070175 23.71929825] ; [ 2.71929825 28.28070175],0
v1,1,0.106322,2.60805,[ 9 17] ; [ 5 26],[ 6.38596491 19.61403509] ; [ 7.61403509 23.38596491],0
n5,1,0.119378,2.425469,[19  7] ; [17 15],[16.13793103  9.86206897] ; [19.86206897 12.13793103],0
s5,1,0.141176,2.165099,[ 7 18] ; [ 4 28],[ 4.8245614 20.1754386] ; [ 6.1754386 25.8245614],0
p6,1,0.146846,2.104708,[ 6 19] ; [ 3 28],[ 4.01785714 20.98214286] ; [ 4.98214286 26.01785714],0
r4,1,0.169973,1.883184,[ 9 17] ; [ 6 26],[ 6.72413793 19.27586207] ; [ 8.27586207 23.72413793],0
u3,1,0.172946,1.85722,[3 8] ; [ 1 13],[1.76 9.24] ; [ 2.24 11.76],0
s7,1,0.175734,1.833333,[ 7 18] ; [ 4 26],[ 5. 20.] ; [ 6. 24.],0
s3,1,0.18197,1.78146,[12 14] ; [ 9 22],[ 9.57894737 16.42105263] ; [11.42105263 19.57894737],0
u2,1,0.199482,1.646161,[4 7] ; [ 2 12],[2.64 8.36] ; [ 3.36 10.64],0
u1,1,0.208556,1.581419,[ 3 23] ; [ 1 31],[ 1.79310345 24.20689655] ; [ 2.20689655 29.79310345],0
b4,1,0.212405,1.554957,[18  8] ; [17 15],[15.68965517 10.31034483] ; [19.31034483 12.68965517],0
n1,1,0.234657,1.412406,[4 3] ; [ 6 13],[2.69230769 4.30769231] ; [ 7.30769231 11.69230769],0
a1,1,0.242895,1.363716,[ 1 25] ; [ 4 28],[ 2.24137931 23.75862069] ; [ 2.75862069 29.24137931],0
b1,1,0.265539,1.239649,[16 10] ; [15 17],[13.89655172 12.10344828] ; [17.10344828 14.89655172],0
p8,1,0.281815,1.158319,[ 7 18] ; [ 5 26],[ 5.35714286 19.64285714] ; [ 6.64285714 24.35714286],0
n2,1,0.352704,0.863705,[4 3] ; [ 7 12],[2.96153846 4.03846154] ; [ 8.03846154 10.96153846],0
a6,1,0.379541,0.772189,[10 16] ; [16 16],[11.65517241 14.34482759] ; [14.34482759 17.65517241],0
d4,1,0.393358,0.728537,[19  7] ; [20 12],[17.48275862  8.51724138] ; [21.51724138 10.48275862],0
a2,1,0.408585,0.682915,[ 1 25] ; [ 3 29],[ 1.79310345 24.20689655] ; [ 2.20689655 29.79310345],0
b2,1,0.432075,0.617239,[ 8 11] ; [ 7 16],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
b3,1,0.432075,0.617239,[ 8 11] ; [ 7 16],[ 6.78571429 12.21428571] ; [ 8.21428571 14.78571429],0
d5,1,0.479416,0.500191,[17  9] ; [18 14],[15.68965517 10.31034483] ; [19.31034483 12.68965517],0
s4,1,0.481384,0.495726,[ 5 21] ; [ 4 28],[ 4.03448276 21.96551724] ; [ 4.96551724 27.03448276],0
s1,1,0.549901,0.357495,[ 2 24] ; [ 4 28],[ 2.68965517 23.31034483] ; [ 3.31034483 28.68965517],0
n4,1,0.591729,0.287652,[18  8] ; [20 12],[17.03448276  8.96551724] ; [20.96551724 11.03448276],0
b5,1,0.597458,0.278846,[12 14] ; [17 15],[13. 13.] ; [16. 16.],0
d3,1,0.635099,0.225209,[13 13] ; [14 18],[12.10344828 13.89655172] ; [14.89655172 17.10344828],0
