Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,38.27887,[236  30] ; [13 16],[224.5220339  41.4779661] ; [24.4779661  4.5220339],1
n5,1,0.0,37.163613,[236  31] ; [13 16],[224.60472973  42.39527027] ; [24.39527027  4.60472973],1
a4,1,0.000423,12.427993,[138 129] ; [ 5 24],[128.98986486 138.01013514] ; [14.01013514 14.98986486],1
r4,1,0.000527,12.018344,[251  16] ; [22  7],[246.25337838  20.74662162] ; [26.74662162  2.25337838],1
d2,1,0.006153,7.504844,[154 113] ; [ 9 20],[147.03040541 119.96959459] ; [15.96959459 13.03040541],0
p4,1,0.00616,7.502893,[186  80] ; [13 16],[179.43728814  86.56271186] ; [19.56271186  9.43728814],0
a3,1,0.006461,7.416964,[227  39] ; [19 10],[221.81694915  44.18305085] ; [24.18305085  4.81694915],0
a2,1,0.008387,6.948927,[ 80 187] ; [ 2 27],[ 73.96621622 193.03378378] ; [ 8.03378378 20.96621622],0
p3,1,0.008494,6.926207,[160 107] ; [10 19],[153.34459459 113.65540541] ; [16.65540541 12.34459459],0
a5,1,0.00881,6.860993,[220  47] ; [18 11],[214.68243243  52.31756757] ; [23.31756757  5.68243243],0
p6,1,0.014406,5.987718,[135 127] ; [ 8 21],[128.74914089 133.25085911] ; [14.25085911 14.74914089],0
r1,1,0.019272,5.476686,[228  38] ; [20  9],[223.62033898  42.37966102] ; [24.37966102  4.62033898],0
v3,1,0.043385,4.080334,[133 125] ; [ 8 18],[128.0915493 129.9084507] ; [12.9084507 13.0915493],0
u1,1,0.046603,3.959661,[ 73 194] ; [ 3 26],[ 68.55405405 198.44594595] ; [ 7.44594595 21.55405405],0
r3,1,0.070518,3.270923,[258   9] ; [26  3],[256.17567568  10.82432432] ; [27.82432432  1.17567568],0
b1,1,0.099223,2.717992,[105 162] ; [16 13],[109.14527027 157.85472973] ; [11.85472973 17.14527027],0
d1,1,0.099261,2.717377,[179  88] ; [15 14],[174.99324324  92.00675676] ; [19.00675676  9.99324324],0
p8,1,0.12757,2.321832,[156 106] ; [13 16],[152.1580756 109.8419244] ; [16.8419244 12.1580756],0
u2,1,0.160037,1.973878,[26 14] ; [8 1],[27.75510204 12.24489796] ; [6.24489796 2.75510204],0
p9,1,0.204672,1.60872,[247  19] ; [25  4],[245.26101695  20.73898305] ; [26.73898305  2.26101695],0
p11,1,0.209562,1.574451,[219  48] ; [21  8],[216.48648649  50.51351351] ; [23.51351351  5.48648649],0
s2,1,0.218129,1.51664,[210  56] ; [20  9],[207.38983051  58.61016949] ; [22.61016949  6.38983051],0
r2,1,0.234351,1.414256,[256   8] ; [25  2],[254.92783505   9.07216495] ; [26.07216495  0.92783505],0
p5,1,0.244505,1.354429,[ 52 211] ; [ 3 25],[ 49.70790378 213.29209622] ; [ 5.29209622 22.70790378],0
n2,1,0.253897,1.301732,[41 15] ; [9 1],[42.42424242 13.57575758] ; [7.57575758 2.42424242],0
p7,1,0.290876,1.115562,[188  71] ; [17 10],[185.64685315  73.35314685] ; [19.35314685  7.64685315],0
s4,1,0.338828,0.91486,[ 53 212] ; [ 8 21],[ 54.9829932 210.0170068] ; [ 6.0170068 22.9829932],0
b3,1,0.385053,0.754507,[ 88 107] ; [ 7 13],[ 86.1627907 108.8372093] ; [ 8.8372093 11.1627907],0
b2,1,0.385053,0.754507,[ 88 107] ; [ 7 13],[ 86.1627907 108.8372093] ; [ 8.8372093 11.1627907],0
a8,1,0.397299,0.716487,[ 44 198] ; [ 3 23],[ 42.44029851 199.55970149] ; [ 4.55970149 21.44029851],0
p2,1,0.425642,0.634685,[226  40] ; [23  6],[224.5220339  41.4779661] ; [24.4779661  4.5220339],0
s5,1,0.448199,0.575203,[123 129] ; [12 17],[121.06761566 130.93238434] ; [13.93238434 15.06761566],0
v2,1,0.451675,0.566446,[163  96] ; [15 12],[161.1958042  97.8041958] ; [16.8041958 10.1958042],0
d5,1,0.460995,0.543478,[225  41] ; [23  6],[223.62033898  42.37966102] ; [24.37966102  4.62033898],0
n3,1,0.468835,0.52472,[40 16] ; [6 4],[39.03030303 16.96969697] ; [6.96969697 3.03030303],0
d3,1,0.539237,0.376955,[188  79] ; [22  7],[189.42567568  77.57432432] ; [20.57432432  8.42567568],0
s3,1,0.559703,0.340219,[212  54] ; [21  7],[210.80952381  55.19047619] ; [22.19047619  5.80952381],0
a1,1,0.575969,0.312796,[ 16 251] ; [ 1 28],[ 15.33445946 251.66554054] ; [ 1.66554054 27.33445946],0
d4,1,0.625868,0.237705,[229  37] ; [24  5],[228.12881356  37.87118644] ; [24.87118644  4.12881356],0
p1,1,0.639073,0.219957,[ 29 237] ; [ 4 25],[ 29.7559322 236.2440678] ; [ 3.2440678 25.7559322],0
p10,1,0.649775,0.206184,[235  29] ; [25  4],[234.2662116  29.7337884] ; [25.7337884  3.2662116],0
s6,1,0.698198,0.150353,[234  30] ; [25  4],[233.36518771  30.63481229] ; [25.63481229  3.36518771],0
s1,1,0.785336,0.074186,[ 12 252] ; [ 1 28],[ 11.71331058 252.28668942] ; [ 1.28668942 27.71331058],0
a6,1,0.792405,0.069268,[177  89] ; [20  9],[177.63389831  88.36610169] ; [19.36610169  9.63389831],0
n1,1,0.833533,0.044172,[29 27] ; [5 4],[29.29230769 26.70769231] ; [4.70769231 4.29230769],0
a7,1,0.865541,0.028671,[180  87] ; [20  9],[180.40540541  86.59459459] ; [19.59459459  9.40540541],0
v1,1,0.888068,0.01981,[163  96] ; [18 10],[163.34146341  95.65853659] ; [17.65853659 10.34146341],0
b5,1,0.922832,0.009383,[159 108] ; [17 12],[158.75675676 108.24324324] ; [17.24324324 11.75675676],0
b4,1,0.959782,0.002543,[146 121] ; [16 13],[146.12837838 120.87162162] ; [15.87162162 13.12837838],0
