Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,29.824136,[140  93] ; [29 75],[116.84569733 116.15430267] ; [52.15430267 51.84569733],1
d3,1,0.002484,9.152335,[200  38] ; [74 32],[189.56976744  48.43023256] ; [84.43023256 21.56976744],0
r3,1,0.005249,7.791552,[233   5] ; [96  9],[228.28571429   9.71428571] ; [100.71428571   4.28571429],0
a6,1,0.00995,6.643802,[193  44] ; [73 33],[183.79591837  53.20408163] ; [82.20408163 23.79591837],0
s7,1,0.012774,6.200133,[128  97] ; [41 57],[117.7244582 107.2755418] ; [51.2755418 46.7244582],0
d1,1,0.01306,6.160925,[166  73] ; [59 47],[155.86956522  83.13043478] ; [69.13043478 36.86956522],0
p11,1,0.029689,4.727219,[198  41] ; [77 29],[190.50724638  48.49275362] ; [84.49275362 21.50724638],0
p6,1,0.029716,4.725661,[113 118] ; [38 67],[103.8125 127.1875] ; [47.1875 57.8125],0
d4,1,0.031007,4.652577,[208  30] ; [83 23],[201.33139535  36.66860465] ; [89.66860465 16.33139535],0
u1,1,0.031414,4.630195,[ 69 170] ; [19 87],[ 60.96231884 178.03768116] ; [27.03768116 78.96231884],0
b1,1,0.045504,3.99985,[ 77 162] ; [46 60],[ 85.20869565 153.79130435] ; [37.79130435 68.20869565],0
a5,1,0.059559,3.54961,[197  42] ; [78 28],[190.50724638  48.49275362] ; [84.49275362 21.50724638],0
s4,1,0.077769,3.110922,[ 30 205] ; [21 83],[ 35.3539823 199.6460177] ; [15.6460177 88.3539823],0
p3,1,0.086449,2.939289,[143  92] ; [54 52],[135.76246334  99.23753666] ; [61.23753666 44.76246334],0
a2,1,0.103296,2.653903,[ 82 157] ; [27 79],[ 75.51014493 163.48985507] ; [33.48985507 72.51014493],0
d2,1,0.109651,2.559243,[125 112] ; [46 60],[118.15451895 118.84548105] ; [52.84548105 53.15451895],0
a3,1,0.111792,2.5287,[182  56] ; [71 33],[176.06432749  61.93567251] ; [76.93567251 27.06432749],0
r1,1,0.112711,2.515794,[206  32] ; [83 21],[201.11695906  36.88304094] ; [87.88304094 16.11695906],0
a4,1,0.126882,2.330244,[121 117] ; [44 61],[114.48979592 123.51020408] ; [50.51020408 54.48979592],0
p7,1,0.174812,1.841187,[161  69] ; [65 39],[155.62874251  74.37125749] ; [70.37125749 33.62874251],0
s8,1,0.258878,1.274747,[117 117] ; [46 60],[112.18235294 121.81764706] ; [50.81764706 55.18235294],0
p12,1,0.272746,1.202882,[ 30 207] ; [ 9 96],[ 27.02631579 209.97368421] ; [11.97368421 93.02631579],0
b4,1,0.279608,1.168992,[150  89] ; [60 46],[145.47826087  93.52173913] ; [64.52173913 41.47826087],0
n1,1,0.340356,0.909091,[16 28] ; [8 8],[17.6 26.4] ; [6.4 9.6],0
n6,1,0.345938,0.888303,[209  27] ; [90 16],[206.32748538  29.67251462] ; [92.67251462 13.32748538],0
p4,1,0.350795,0.870578,[167  68] ; [70 36],[163.32844575  71.67155425] ; [73.67155425 32.32844575],0
b5,1,0.371152,0.799802,[165  74] ; [68 38],[161.4115942  77.5884058] ; [71.5884058 34.4115942],0
v4,1,0.411457,0.674587,[230   7] ; [101   5],[228.70845481   8.29154519] ; [102.29154519   3.70845481],0
r4,1,0.455747,0.55632,[224  15] ; [97  9],[222.37391304  16.62608696] ; [98.62608696  7.37391304],0
p2,1,0.47141,0.518669,[210  27] ; [91 15],[207.97959184  29.02040816] ; [93.02040816 12.97959184],0
r2,1,0.53354,0.387644,[227  10] ; [103   3],[228.01749271   8.98250729] ; [101.98250729   4.01749271],0
s3,1,0.539631,0.376224,[125 106] ; [52 51],[122.41616766 108.58383234] ; [54.58383234 48.41616766],0
n3,1,0.558047,0.343097,[31 13] ; [10  6],[30.06666667 13.93333333] ; [10.93333333  5.06666667],0
a8,1,0.562108,0.336068,[ 35 168] ; [14 82],[ 33.26755853 169.73244147] ; [15.73244147 80.26755853],0
d5,1,0.589393,0.291293,[203  35] ; [88 18],[201.33139535  36.66860465] ; [89.66860465 16.33139535],0
