Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.000831,11.171381,[17 15] ; [20 72],[ 9.5483871 22.4516129] ; [27.4516129 64.5483871],1
p7,1,0.000864,11.098631,[18 14] ; [22 69],[10.40650407 21.59349593] ; [29.59349593 61.40650407],1
p2,1,0.00775,7.090302,[23  9] ; [41 51],[16.51612903 15.48387097] ; [47.48387097 44.51612903],0
v1,1,0.014127,6.022163,[16 16] ; [24 67],[10.40650407 21.59349593] ; [29.59349593 61.40650407],0
p6,1,0.016115,5.790242,[10 19] ; [13 78],[ 5.55833333 23.44166667] ; [17.44166667 73.55833333],0
v4,1,0.035726,4.41015,[29  3] ; [66 25],[24.71544715  7.28455285] ; [70.28455285 20.71544715],0
s2,1,0.039341,4.246077,[ 6 25] ; [ 6 85],[ 3.04918033 27.95081967] ; [ 8.95081967 82.04918033],0
p8,1,0.070949,3.26093,[11 20] ; [18 74],[ 7.30894309 23.69105691] ; [21.69105691 70.30894309],0
s1,1,0.079608,3.072882,[ 3 29] ; [ 2 88],[ 1.31147541 30.68852459] ; [ 3.68852459 86.31147541],0
b1,1,0.082464,3.015651,[21 11] ; [44 48],[16.77419355 15.22580645] ; [48.22580645 43.77419355],0
r3,1,0.101668,2.679179,[28  4] ; [66 24],[24.6557377  7.3442623] ; [69.3442623 20.6557377],0
n2,1,0.143792,2.136903,[8 2] ; [23 19],[5.96153846 4.03846154] ; [25.03846154 16.96153846],0
r4,1,0.150148,2.070751,[24  8] ; [56 36],[20.64516129 11.35483871] ; [59.35483871 32.64516129],0
a6,1,0.195112,1.67859,[16 16] ; [58 34],[19.09677419 12.90322581] ; [54.90322581 37.09677419],0
s8,1,0.206392,1.596554,[ 6 24] ; [10 81],[ 3.96694215 26.03305785] ; [12.03305785 78.96694215],0
n5,1,0.23812,1.391687,[13 19] ; [48 43],[15.8699187 16.1300813] ; [45.1300813 45.8699187],0
n6,1,0.294058,1.100947,[22  9] ; [55 36],[19.56557377 11.43442623] ; [57.43442623 33.56557377],0
s6,1,0.324017,0.972664,[10 20] ; [22 69],[ 7.9338843 22.0661157] ; [24.0661157 66.9338843],0
u1,1,0.364064,0.823827,[ 2 30] ; [11 81],[ 3.35483871 28.64516129] ; [ 9.64516129 82.35483871],0
a7,1,0.376147,0.783257,[21 11] ; [51 39],[18.8852459 13.1147541] ; [53.1147541 36.8852459],0
b4,1,0.392802,0.730251,[16 16] ; [54 38],[18.06451613 13.93548387] ; [51.93548387 40.06451613],0
r2,1,0.397769,0.715059,[28  4] ; [72 17],[26.44628099  5.55371901] ; [73.55371901 15.44628099],0
a4,1,0.400769,0.706016,[11 21] ; [39 52],[13.00813008 18.99186992] ; [36.99186992 54.00813008],0
p1,1,0.466338,0.530641,[ 1 31] ; [ 6 85],[ 1.82113821 30.17886179] ; [ 5.17886179 85.82113821],0
n3,1,0.505587,0.44319,[7 3] ; [24 17],[6.07843137 3.92156863] ; [24.92156863 16.07843137],0
u2,1,0.510358,0.433333,[4 9] ; [16 23],[5. 8.] ; [15. 24.],0
p11,1,0.542267,0.371354,[14 18] ; [46 46],[15.48387097 16.51612903] ; [44.51612903 47.48387097],0
s7,1,0.57391,0.316184,[ 3 25] ; [13 74],[ 3.89565217 24.10434783] ; [12.10434783 74.89565217],0
a8,1,0.582363,0.30243,[ 2 26] ; [ 9 75],[ 2.75 25.25] ; [ 8.25 75.75],0
v3,1,0.606244,0.265681,[ 6 25] ; [21 67],[ 7.03361345 23.96638655] ; [19.96638655 68.03361345],0
a5,1,0.621972,0.243106,[19 13] ; [50 42],[17.80645161 14.19354839] ; [51.19354839 40.80645161],0
u3,1,0.626928,0.23625,[7 7] ; [17 23],[6.22222222 7.77777778] ; [17.77777778 22.22222222],0
a1,1,0.661644,0.191533,[ 2 30] ; [ 8 84],[ 2.58064516 29.41935484] ; [ 7.41935484 84.58064516],0
n4,1,0.673153,0.177936,[20 12] ; [53 38],[18.99186992 13.00813008] ; [54.00813008 36.99186992],0
s4,1,0.681716,0.1682,[ 2 29] ; [ 8 83],[ 2.54098361 28.45901639] ; [ 7.45901639 83.54098361],0
d4,1,0.693457,0.155369,[23  9] ; [62 29],[22.11382114  9.88617886] ; [62.88617886 28.11382114],0
d2,1,0.694884,0.153849,[14 18] ; [43 47],[14.95081967 17.04918033] ; [42.04918033 47.95081967],0
n1,1,0.732833,0.116527,[3 7] ; [15 27],[3.46153846 6.53846154] ; [14.53846154 27.46153846],0
s5,1,0.742644,0.107817,[ 4 26] ; [10 80],[ 3.5 26.5] ; [10.5 79.5],0
r1,1,0.803635,0.061824,[20 12] ; [54 36],[19.40983607 12.59016393] ; [54.59016393 35.40983607],0
v2,1,0.80943,0.058159,[13 19] ; [34 55],[12.42975207 19.57024793] ; [34.57024793 54.42975207],0
a2,1,0.817302,0.053368,[ 6 26] ; [19 73],[ 6.4516129 25.5483871] ; [18.5483871 73.4516129],0
b3,1,0.818441,0.052693,[ 7 14] ; [19 43],[ 6.57831325 14.42168675] ; [19.42168675 42.57831325],0
b2,1,0.818441,0.052693,[ 7 14] ; [19 43],[ 6.57831325 14.42168675] ; [19.42168675 42.57831325],0
p9,1,0.824425,0.049221,[ 9 22] ; [24 65],[ 8.525 22.475] ; [24.475 64.525],0
d5,1,0.887378,0.020057,[22 10] ; [62 30],[21.67741935 10.32258065] ; [62.32258065 29.67741935],0
d3,1,0.893542,0.017909,[18 14] ; [53 39],[18.32258065 13.67741935] ; [52.67741935 39.32258065],0
d1,1,0.904835,0.014294,[15 17] ; [42 50],[14.70967742 17.29032258] ; [42.29032258 49.70967742],0
a3,1,0.930092,0.007696,[18 14] ; [52 39],[18.21138211 13.78861789] ; [51.78861789 39.21138211],0
b5,1,0.956282,0.003005,[20 12] ; [58 34],[20.12903226 11.87096774] ; [57.87096774 34.12903226],0
