Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a4,1,0.0,47.402996,[85 68] ; [13 89],[58.8 94.2] ; [39.2 62.8],1
a3,1,0.0,40.921087,[118  36] ; [37 64],[93.60784314 60.39215686] ; [61.39215686 39.60784314],1
d1,1,0.0,35.171089,[86 69] ; [19 84],[63.08139535 91.91860465] ; [41.91860465 61.08139535],1
d2,1,0.0,32.13429,[84 69] ; [20 83],[62.15625 90.84375] ; [41.84375 61.15625],1
n4,1,0.0,26.744782,[120  34] ; [48 55],[100.6692607  53.3307393] ; [67.3307393 35.6692607],1
a6,1,3e-06,21.883969,[108  46] ; [42 61],[89.88326848 64.11673152] ; [60.11673152 42.88326848],1
d5,1,3e-06,21.831708,[119  35] ; [50 52],[101.6640625  52.3359375] ; [67.3359375 34.6640625],1
r1,1,0.000264,13.306929,[114  39] ; [54 49],[100.40625  52.59375] ; [67.59375 35.40625],1
u1,1,0.000907,11.009343,[ 22 133] ; [  2 101],[ 14.41860465 140.58139535] ; [ 9.58139535 93.41860465],1
n5,1,0.001728,9.818044,[117  38] ; [58 44],[105.54474708  49.45525292] ; [69.45525292 32.54474708],0
d4,1,0.002187,9.38584,[120  34] ; [62 41],[109.05836576  44.94163424] ; [72.94163424 30.05836576],0
d3,1,0.005073,7.853288,[99 55] ; [47 54],[88.17254902 65.82745098] ; [57.82745098 43.17254902],0
r4,1,0.008833,6.856263,[126  29] ; [69 34],[117.15116279  37.84883721] ; [77.84883721 25.15116279],0
p4,1,0.01337,6.119547,[59 95] ; [24 78],[ 49.9296875 104.0703125] ; [33.0703125 68.9296875],0
r2,1,0.031078,4.648673,[138  14] ; [84 19],[132.32941176  19.67058824] ; [89.67058824 13.32941176],0
v1,1,0.032789,4.556781,[57 96] ; [25 77],[ 49.2 103.8] ; [32.8 69.2],0
p5,1,0.046293,3.970908,[ 12 142] ; [ 2 99],[  8.45490196 145.54509804] ; [ 5.54509804 95.45490196],0
n6,1,0.047045,3.943774,[119  35] ; [68 35],[112.05447471  41.94552529] ; [74.94552529 28.05447471],0
v4,1,0.060341,3.52799,[138  16] ; [83 19],[132.9453125  21.0546875] ; [88.0546875 13.9453125],0
s8,1,0.061272,3.502615,[ 51 103] ; [23 80],[ 44.34241245 109.65758755] ; [29.65758755 73.34241245],0
s6,1,0.061627,3.49304,[86 66] ; [46 57],[78.68235294 73.31764706] ; [53.31764706 49.68235294],0
