Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,78.977474,[475 108] ; [44 63],[438.5173913 144.4826087] ; [80.4826087 26.5173913],1
n4,1,0.0,52.136957,[489  94] ; [58 51],[460.83959538 122.16040462] ; [86.16040462 22.83959538],1
p10,1,0.0,28.844917,[485  92] ; [66 41],[464.80555556 112.19444444] ; [86.19444444 20.80555556],1
p9,1,7e-06,20.306218,[498  77] ; [74 33],[482.25806452  92.74193548] ; [89.74193548 17.25806452],1
p6,1,1.3e-05,19.039635,[222 354] ; [17 87],[202.44705882 373.55294118] ; [36.55294118 67.44705882],1
s7,1,0.0001,15.142165,[279 278] ; [29 71],[261.12024353 295.87975647] ; [46.87975647 53.12024353],1
p11,1,0.00077,11.311442,[483 101] ; [75 34],[470.23376623 113.76623377] ; [87.76623377 21.23376623],1
s5,1,0.001037,10.759453,[185 382] ; [17 86],[170.94626866 396.05373134] ; [31.05373134 71.94626866],0
p7,1,0.001483,10.099204,[382 190] ; [52 51],[367.77481481 204.22518519] ; [66.22518519 36.77481481],0
s8,1,0.001878,9.665575,[269 311] ; [33 76],[254.22351234 325.77648766] ; [47.77648766 61.22351234],0
p2,1,0.0036,8.47551,[496  85] ; [80 28],[485.712627  95.287373] ; [90.287373 17.712627],0
s6,1,0.004405,8.10882,[382 192] ; [57 52],[368.93997072 205.06002928] ; [70.06002928 38.93997072],0
p5,1,0.005844,7.597742,[ 76 503] ; [  4 102],[ 67.62043796 511.37956204] ; [12.37956204 93.62043796],0
p4,1,0.007192,7.224277,[357 223] ; [51 56],[344.45414847 235.54585153] ; [63.54585153 43.45414847],0
p3,1,0.013073,6.159203,[302 280] ; [42 66],[290.15652174 291.84347826] ; [53.84347826 54.15652174],0
b2,1,0.015184,5.895027,[155 213] ; [16 46],[146.34418605 221.65581395] ; [24.65581395 37.34418605],0
b3,1,0.015184,5.895027,[155 213] ; [16 46],[146.34418605 221.65581395] ; [24.65581395 37.34418605],0
v3,1,0.01563,5.843987,[248 315] ; [30 67],[237.14242424 325.85757576] ; [40.85757576 56.14242424],0
p8,1,0.022604,5.198675,[315 258] ; [46 61],[304.19558824 268.80441176] ; [56.80441176 50.19558824],0
v1,1,0.022781,5.185095,[320 248] ; [47 59],[309.28189911 258.71810089] ; [57.71810089 48.28189911],0
d2,1,0.028706,4.785135,[293 289] ; [42 66],[282.56521739 299.43478261] ; [52.43478261 55.56521739],0
p12,1,0.032452,4.574478,[ 52 528] ; [  3 103],[ 46.50145773 533.49854227] ; [ 8.49854227 97.50145773],0
u1,1,0.032757,4.558457,[108 476] ; [11 98],[100.28282828 483.71717172] ; [18.71717172 90.28282828],0
u3,1,0.036426,4.377035,[92 72] ; [27  9],[97.58 66.42] ; [21.42 14.58],0
u2,1,0.039843,4.224563,[92 71] ; [27  9],[97.47236181 65.52763819] ; [21.52763819 14.47236181],0
s2,1,0.043163,4.089004,[282 299] ; [41 67],[272.3701016 308.6298984] ; [50.6298984 57.3701016],0
d1,1,0.043422,4.0789,[350 234] ; [54 55],[340.45598846 243.54401154] ; [63.54401154 45.45598846],0
b1,1,0.063407,3.44594,[213 371] ; [50 59],[221.63347763 362.36652237] ; [41.36652237 67.63347763],0
a4,1,0.104763,2.631491,[267 313] ; [41 68],[259.2743106 320.7256894] ; [48.7256894 60.2743106],0
v2,1,0.108458,2.576554,[336 227] ; [50 48],[328.77155825 234.22844175] ; [57.22844175 40.77155825],0
s1,1,0.122666,2.382949,[ 16 560] ; [  6 100],[ 18.58064516 557.41935484] ; [  3.41935484 102.58064516],0
r1,1,0.152303,2.04903,[491  90] ; [97 11],[495.83164006  85.16835994] ; [92.16835994 15.83164006],0
a3,1,0.190374,1.714722,[419 161] ; [72 37],[413.32365747 166.67634253] ; [77.67634253 31.32365747],0
v4,1,0.192156,1.701007,[570  14] ; [103   5],[567.96531792  16.03468208] ; [105.03468208   2.96531792],0
a8,1,0.197314,1.662145,[ 91 438] ; [12 88],[ 86.62480127 442.37519873] ; [16.37519873 83.62480127],0
a2,1,0.211611,1.560368,[145 439] ; [21 88],[139.89033189 444.10966811] ; [26.10966811 82.89033189],0
u4,1,0.229668,1.442915,[ 17 567] ; [  1 108],[ 15.16883117 568.83116883] ; [  2.83116883 106.16883117],0
d5,1,0.262962,1.253096,[475 108] ; [83 25],[470.78726483 112.21273517] ; [87.21273517 20.78726483],0
s3,1,0.289031,1.124131,[312 264] ; [52 55],[306.97510981 269.02489019] ; [57.02489019 49.97510981],0
a1,1,0.343716,0.896522,[ 28 556] ; [  3 106],[ 26.12409812 557.87590188] ; [  4.87590188 104.12409812],0
b5,1,0.364282,0.823076,[348 236] ; [70 39],[352.25396825 231.74603175] ; [65.74603175 43.25396825],0
a7,1,0.391134,0.735413,[434 148] ; [77 32],[430.39363242 151.60636758] ; [80.60636758 28.39363242],0
