Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.00174,9.805895,[57 22] ; [1 6],[53.27906977 25.72093023] ; [4.72093023 2.27906977],0
r3,1,0.007691,7.10409,[71  7] ; [4 3],[68.82352941  9.17647059] ; [6.17647059 0.82352941],0
v4,1,0.020356,5.381061,[74  4] ; [5 2],[72.49411765  5.50588235] ; [6.50588235 0.49411765],0
d3,1,0.023717,5.115221,[55 23] ; [2 5],[52.30588235 25.69411765] ; [4.69411765 2.30588235],0
a5,1,0.034287,4.480324,[54 25] ; [2 5],[51.44186047 27.55813953] ; [4.55813953 2.44186047],0
p10,1,0.035488,4.421536,[62 17] ; [3 4],[59.70930233 19.29069767] ; [5.29069767 1.70930233],0
p9,1,0.037786,4.314611,[61 17] ; [3 4],[58.72941176 19.27058824] ; [5.27058824 1.72941176],0
n2,1,0.054652,3.692673,[23  5] ; [1 2],[21.67741935  6.32258065] ; [2.32258065 0.67741935],0
a3,1,0.060589,3.521192,[51 28] ; [2 5],[48.68604651 30.31395349] ; [4.31395349 2.68604651],0
d5,1,0.061445,3.497944,[59 19] ; [3 4],[56.89411765 21.10588235] ; [5.10588235 1.89411765],0
a7,1,0.076417,3.139499,[49 29] ; [2 5],[46.8 31.2] ; [4.2 2.8],0
s8,1,0.096501,2.762444,[37 42] ; [1 6],[34.90697674 44.09302326] ; [3.09302326 3.90697674],0
d4,1,0.105774,2.616247,[57 22] ; [3 4],[55.11627907 23.88372093] ; [4.88372093 2.11627907],0
n6,1,0.136781,2.213807,[64 15] ; [4 3],[62.46511628 16.53488372] ; [5.53488372 1.46511628],0
p6,1,0.153992,2.032255,[33 46] ; [1 6],[31.23255814 47.76744186] ; [2.76744186 4.23255814],0
d2,1,0.153992,2.032255,[33 46] ; [1 6],[31.23255814 47.76744186] ; [2.76744186 4.23255814],0
v1,1,0.153992,2.032255,[33 46] ; [1 6],[31.23255814 47.76744186] ; [2.76744186 4.23255814],0
s2,1,0.15497,2.022639,[54 24] ; [3 4],[52.30588235 25.69411765] ; [4.69411765 2.30588235],0
u2,1,0.166485,1.914312,[13 15] ; [4 1],[14.42424242 13.57575758] ; [2.57575758 2.42424242],0
b4,1,0.16789,1.901683,[44 35] ; [2 5],[42.25581395 36.74418605] ; [3.74418605 3.25581395],0
u3,1,0.169686,1.885714,[20  8] ; [2 3],[18.66666667  9.33333333] ; [3.33333333 1.66666667],0
s5,1,0.308971,1.03507,[36 38] ; [2 5],[34.71604938 39.28395062] ; [3.28395062 3.71604938],0
p4,1,0.32015,0.988332,[49 30] ; [3 4],[47.76744186 31.23255814] ; [4.23255814 2.76744186],0
n5,1,0.337807,0.918737,[54 25] ; [6 1],[55.11627907 23.88372093] ; [4.88372093 2.11627907],0
b5,1,0.355452,0.853897,[48 31] ; [3 4],[46.84883721 32.15116279] ; [4.15116279 2.84883721],0
a6,1,0.355452,0.853897,[48 31] ; [3 4],[46.84883721 32.15116279] ; [4.15116279 2.84883721],0
s1,1,0.428368,0.627245,[ 5 74] ; [1 6],[ 5.51162791 73.48837209] ; [0.48837209 6.51162791],0
s3,1,0.495394,0.464789,[55 24] ; [4 3],[54.19767442 24.80232558] ; [4.80232558 2.19767442],0
s6,1,0.514757,0.424384,[62 14] ; [5 2],[61.34939759 14.65060241] ; [5.65060241 1.34939759],0
p3,1,0.600755,0.273859,[42 37] ; [3 4],[41.3372093 37.6627907] ; [3.6627907 3.3372093],0
n4,1,0.799033,0.06482,[49 30] ; [4 3],[48.68604651 30.31395349] ; [4.31395349 2.68604651],0
p1,1,0.818965,0.052384,[ 9 70] ; [1 6],[ 9.18604651 69.81395349] ; [0.81395349 6.18604651],0
s7,1,0.827924,0.047248,[46 29] ; [4 3],[45.73170732 29.26829268] ; [4.26829268 2.73170732],0
p8,1,0.839717,0.040907,[42 37] ; [4 3],[42.25581395 36.74418605] ; [3.74418605 3.25581395],0
n1,1,0.840573,0.040466,[11 17] ; [1 2],[10.83870968 17.16129032] ; [1.16129032 1.83870968],0
b1,1,0.85121,0.035184,[31 48] ; [3 4],[31.23255814 47.76744186] ; [2.76744186 4.23255814],0
p2,1,0.881513,0.022216,[66 13] ; [6 1],[66.13953488 12.86046512] ; [5.86046512 1.13953488],0
p7,1,0.893367,0.017968,[46 31] ; [4 3],[45.83333333 31.16666667] ; [4.16666667 2.83333333],0
p11,1,0.975832,0.000918,[56 23] ; [5 2],[56.03488372 22.96511628] ; [4.96511628 2.03488372],0
