Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.0,36.177815,[ 4 19] ; [91 22],[16.06617647  6.93382353] ; [78.93382353 34.06617647],1
r2,1,0.0,31.696346,[12 10] ; [109   5],[19.57352941  2.42647059] ; [101.42647059  12.57352941],1
v4,1,0.0,27.418017,[15  6] ; [112   1],[19.90298507  1.09701493] ; [107.09701493   5.90298507],1
r3,1,1e-06,24.743599,[14  8] ; [110   4],[20.05882353  1.94117647] ; [103.94117647  10.05882353],1
a6,1,0.001604,9.955677,[ 7 16] ; [75 39],[13.76642336  9.23357664] ; [68.23357664 45.76642336],0
v3,1,0.003039,8.783774,[ 1 21] ; [41 71],[ 6.89552239 15.10447761] ; [35.10447761 76.89552239],0
a7,1,0.003763,8.394742,[ 7 16] ; [72 42],[13.26277372  9.73722628] ; [65.73722628 48.26277372],0
p3,1,0.008517,6.921445,[ 5 18] ; [58 54],[10.73333333 12.26666667] ; [52.26666667 59.73333333],0
n6,1,0.034093,4.49004,[15  8] ; [96 18],[18.6350365  4.3649635] ; [92.3649635 21.6350365],0
a5,1,0.051215,3.801213,[ 8 15] ; [65 49],[12.25547445 10.74452555] ; [60.74452555 53.25547445],0
n4,1,0.064532,3.416901,[13 10] ; [86 28],[16.62043796  6.37956204] ; [82.37956204 31.62043796],0
b1,1,0.071911,3.238845,[12 11] ; [37 77],[ 8.22627737 14.77372263] ; [40.77372263 73.22627737],0
n3,1,0.076989,3.127355,[10  3] ; [23  1],[11.59459459  1.40540541] ; [21.40540541  2.59459459],0
n2,1,0.077141,3.124138,[9 4] ; [22  2],[10.89189189  2.10810811] ; [20.10810811  3.89189189],0
a3,1,0.101317,2.684682,[ 8 15] ; [61 53],[11.58394161 11.41605839] ; [57.41605839 56.58394161],0
s7,1,0.115769,2.473642,[ 5 17] ; [43 63],[ 8.25 13.75] ; [39.75 66.25],0
s3,1,0.118792,2.43318,[ 7 15] ; [55 55],[10.33333333 11.66666667] ; [51.66666667 58.33333333],0
s6,1,0.123609,2.370989,[10 13] ; [67 43],[13.31578947  9.68421053] ; [63.68421053 46.31578947],0
d3,1,0.131728,2.27202,[ 3 20] ; [32 82],[ 5.87591241 17.12408759] ; [29.12408759 84.87591241],0
p9,1,0.13565,2.226625,[16  7] ; [93 19],[18.57037037  4.42962963] ; [90.42962963 21.57037037],0
p1,1,0.185058,1.756529,[ 1 21] ; [17 96],[ 2.93333333 19.06666667] ; [15.06666667 97.93333333],0
n5,1,0.188536,1.729022,[15  8] ; [89 25],[17.45985401  5.54014599] ; [86.54014599 27.45985401],0
d5,1,0.237297,1.396577,[ 8 15] ; [55 59],[10.57664234 12.42335766] ; [52.42335766 61.57664234],0
v1,1,0.240865,1.375524,[ 8 15] ; [53 57],[10.54887218 12.45112782] ; [50.45112782 59.54887218],0
v2,1,0.262684,1.254556,[ 8 15] ; [50 55],[10.421875 12.578125] ; [47.578125 57.421875],0
b2,1,0.278382,1.174972,[ 2 12] ; [20 51],[ 3.62352941 10.37647059] ; [18.37647059 52.62352941],0
b3,1,0.278382,1.174972,[ 2 12] ; [20 51],[ 3.62352941 10.37647059] ; [18.37647059 52.62352941],0
u3,1,0.280391,1.165194,[ 5 10] ; [26 27],[6.83823529 8.16176471] ; [24.16176471 28.83823529],0
p5,1,0.284141,1.147174,[ 1 21] ; [14 99],[ 2.44444444 19.55555556] ; [ 12.55555556 100.44444444],0
s4,1,0.304949,1.052424,[ 6 17] ; [19 93],[ 4.25925926 18.74074074] ; [20.74074074 91.25925926],0
u2,1,0.314006,1.013752,[9 6] ; [24 29],[7.27941176 7.72058824] ; [25.72058824 27.27941176],0
p2,1,0.327427,0.959049,[19  3] ; [87 26],[17.27407407  4.72592593] ; [88.72592593 24.27407407],0
s2,1,0.346027,0.887975,[ 6 17] ; [40 70],[ 7.95488722 15.04511278] ; [38.04511278 71.95488722],0
p10,1,0.36223,0.830147,[16  6] ; [91 21],[17.56716418  4.43283582] ; [89.43283582 22.56716418],0
s8,1,0.374916,0.787306,[ 6 17] ; [40 72],[ 7.83703704 15.16296296] ; [38.16296296 73.83703704],0
a8,1,0.381261,0.766631,[ 1 21] ; [11 93],[ 2.0952381 19.9047619] ; [ 9.9047619 94.0952381],0
s5,1,0.448063,0.575546,[ 4 19] ; [27 82],[ 5.40151515 17.59848485] ; [25.59848485 83.40151515],0
b5,1,0.559085,0.341291,[12 11] ; [67 47],[13.26277372  9.73722628] ; [65.73722628 48.26277372],0
n1,1,0.587045,0.294983,[5 8] ; [11 12],[5.77777778 7.22222222] ; [10.22222222 12.77777778],0
a4,1,0.630566,0.231293,[ 5 18] ; [30 83],[ 5.91911765 17.08088235] ; [29.08088235 83.91911765],0
p7,1,0.714686,0.133641,[14  8] ; [66 45],[13.23308271  8.76691729] ; [66.76691729 44.23308271],0
s1,1,0.828858,0.046728,[ 1 22] ; [  6 104],[ 1.21052632 21.78947368] ; [  5.78947368 104.21052632],0
u1,1,0.844808,0.038317,[ 1 22] ; [  4 110],[ 0.83941606 22.16058394] ; [  4.16058394 109.83941606],0
p4,1,0.879663,0.022921,[11 12] ; [56 57],[11.33088235 11.66911765] ; [55.66911765 57.33088235],0
b4,1,0.911786,0.012274,[13 10] ; [63 51],[12.75912409 10.24087591] ; [63.24087591 50.75912409],0
p8,1,0.912125,0.012179,[12 11] ; [56 54],[11.7593985 11.2406015] ; [56.2406015 53.7593985],0
d2,1,0.981854,0.000517,[ 6 17] ; [30 84],[ 6.04379562 16.95620438] ; [29.95620438 84.04379562],0
