Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,81.90615,[227  43] ; [ 6 31],[204.91856678  65.08143322] ; [28.08143322  8.91856678],1
v4,1,0.0,48.560538,[247  21] ; [19 18],[233.73114754  34.26885246] ; [32.26885246  4.73114754],1
r1,1,0.0,27.965758,[201  67] ; [12 25],[187.16065574  80.83934426] ; [25.83934426 11.16065574],1
r3,1,2.2e-05,18.02632,[241  28] ; [23 13],[232.83934426  36.16065574] ; [31.16065574  4.83934426],1
a6,1,0.000394,12.561643,[182  87] ; [14 23],[172.30065359  96.69934641] ; [23.69934641 13.30065359],1
d5,1,0.000593,11.79743,[197  71] ; [17 20],[188.03934426  79.96065574] ; [25.96065574 11.03934426],1
n6,1,0.0007,11.489356,[201  69] ; [17 19],[192.35294118  77.64705882] ; [25.64705882 10.35294118],1
v3,1,0.002159,9.409567,[ 94 166] ; [ 4 33],[ 85.79124579 174.20875421] ; [12.20875421 24.79124579],0
b1,1,0.002532,9.11716,[ 98 172] ; [23 14],[106.41693811 163.58306189] ; [14.58306189 22.41693811],0
s3,1,0.00455,8.050184,[119 150] ; [ 7 29],[111.12786885 157.87213115] ; [14.87213115 21.12786885],0
p9,1,0.00543,7.730519,[190  75] ; [17 18],[182.85  82.15] ; [24.15 10.85],0
p2,1,0.005986,7.554389,[185  84] ; [17 20],[177.5751634  91.4248366] ; [24.4248366 12.5751634],0
p3,1,0.007372,7.179982,[ 58 211] ; [ 1 35],[ 52.03606557 216.96393443] ; [ 6.96393443 29.03606557],0
d1,1,0.008076,7.016524,[128 142] ; [ 9 28],[120.48859935 149.51140065] ; [16.51140065 20.48859935],0
p10,1,0.012066,6.301211,[176  91] ; [16 20],[169.18811881  97.81188119] ; [22.81188119 13.18811881],0
p11,1,0.012556,6.230624,[187  83] ; [18 19],[180.29315961  89.70684039] ; [24.70684039 12.29315961],0
u3,1,0.012666,6.215218,[48 47] ; [ 4 16],[42.95652174 52.04347826] ; [ 9.04347826 10.95652174],0
d3,1,0.013672,6.08002,[165 102] ; [15 22],[158.09210526 108.90789474] ; [21.90789474 15.09210526],0
s2,1,0.015012,5.915037,[ 89 179] ; [ 5 32],[ 82.59672131 185.40327869] ; [11.40327869 25.59672131],0
d4,1,0.022553,5.202585,[200  68] ; [21 16],[194.19016393  73.80983607] ; [26.80983607 10.19016393],0
a4,1,0.022763,5.186486,[102 166] ; [ 7 30],[ 95.77704918 172.22295082] ; [13.22295082 23.77704918],0
v1,1,0.023971,5.096745,[108 156] ; [ 8 29],[101.74086379 162.25913621] ; [14.25913621 22.74086379],0
s6,1,0.030043,4.706855,[123 145] ; [10 27],[116.86557377 151.13442623] ; [16.13442623 20.86557377],0
s1,1,0.036713,4.363678,[  9 257] ; [ 4 33],[ 11.41254125 254.58745875] ; [ 1.58745875 35.41254125],0
a3,1,0.037455,4.329623,[175  94] ; [17 19],[169.33770492  99.66229508] ; [22.66229508 13.33770492],0
a7,1,0.039611,4.234458,[184  85] ; [19 18],[178.45424837  90.54575163] ; [24.54575163 12.45424837],0
a5,1,0.042693,4.107518,[164 106] ; [16 21],[158.30618893 111.69381107] ; [21.69381107 15.30618893],0
n4,1,0.048238,3.90166,[183  87] ; [19 18],[177.65472313  92.34527687] ; [24.34527687 12.65472313],0
p7,1,0.049408,3.861444,[115 146] ; [10 27],[109.47986577 151.52013423] ; [15.52013423 21.47986577],0
v2,1,0.068735,3.312969,[119 136] ; [11 25],[113.91752577 141.08247423] ; [16.08247423 19.91752577],0
b4,1,0.089675,2.880206,[150 120] ; [26 11],[154.78827362 115.21172638] ; [21.21172638 15.78827362],0
