Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.0,35.211821,[80 61] ; [ 63 177],[52.92125984 88.07874016] ; [ 90.07874016 149.92125984],1
r1,1,0.000113,14.913596,[116  28] ; [150  93],[98.97674419 45.02325581] ; [167.02325581  75.97674419],1
r3,1,0.001493,10.087745,[136   7] ; [205  38],[126.32901554  16.67098446] ; [214.67098446  28.32901554],0
a6,1,0.001966,9.580762,[110  34] ; [149  95],[96.12371134 47.87628866] ; [162.87628866  81.12371134],0
n3,1,0.002283,9.306818,[29  4] ; [49 35],[22. 11.] ; [56. 28.],0
u1,1,0.005296,7.775635,[ 27 117] ; [ 22 222],[ 18.18556701 125.81443299] ; [ 30.81443299 213.18556701],0
a5,1,0.009201,6.783365,[105  39] ; [146  98],[93.15463918 50.84536082] ; [157.84536082  86.15463918],0
p6,1,0.009415,6.742342,[49 91] ; [ 55 187],[ 38.11518325 101.88481675] ; [ 65.88481675 176.11518325],0
r4,1,0.012103,6.295702,[122  22] ; [180  64],[112.08247423  31.91752577] ; [189.91752577  54.08247423],0
p4,1,0.013864,6.055407,[85 59] ; [112 131],[73.30232558 70.69767442] ; [123.69767442 119.30232558],0
n2,1,0.017673,5.62829,[26  6] ; [49 36],[20.51282051 11.48717949] ; [54.48717949 30.51282051],0
s6,1,0.018634,5.535519,[83 61] ; [110 133],[71.81395349 72.18604651] ; [121.18604651 121.81395349],0
p9,1,0.032862,4.552971,[113  29] ; [167  73],[104.08376963  37.91623037] ; [175.91623037  64.08376963],0
p11,1,0.03321,4.534918,[113  31] ; [167  77],[103.91752577  40.08247423] ; [176.08247423  67.91752577],0
d3,1,0.039934,4.22068,[99 45] ; [141 101],[89.53367876 54.46632124] ; [150.46632124  91.53367876],0
p3,1,0.040062,4.215241,[62 81] ; [ 80 163],[52.60621762 90.39378238] ; [ 89.39378238 153.60621762],0
a7,1,0.044259,4.046636,[111  33] ; [164  79],[102.3255814  41.6744186] ; [172.6744186  70.3255814],0
p10,1,0.046385,3.967554,[106  37] ; [155  86],[97.1953125 45.8046875] ; [163.8046875  77.1953125],0
d4,1,0.071456,3.249247,[113  31] ; [171  73],[105.40206186  38.59793814] ; [178.59793814  65.40206186],0
s1,1,0.073152,3.210831,[  2 140] ; [ 12 230],[  5.17708333 136.82291667] ; [  8.82291667 233.17708333],0
p7,1,0.080404,3.05671,[85 57] ; [121 118],[76.77690289 65.22309711] ; [129.22309711 109.77690289],0
d5,1,0.081299,3.038735,[113  31] ; [171  72],[105.6744186  38.3255814] ; [178.3255814  64.6744186],0
n4,1,0.096471,2.762943,[105  39] ; [158  86],[97.60824742 46.39175258] ; [165.39175258  78.60824742],0
v4,1,0.101003,2.689639,[131  12] ; [209  34],[125.95854922  17.04145078] ; [214.04145078  28.95854922],0
a3,1,0.123193,2.376245,[97 47] ; [144  98],[89.90673575 54.09326425] ; [151.09326425  90.90673575],0
d1,1,0.135983,2.222839,[75 69] ; [108 136],[67.91752577 76.08247423] ; [115.08247423 128.91752577],0
a2,1,0.170052,1.882488,[ 31 113] ; [ 39 205],[ 25.97938144 118.02061856] ; [ 44.02061856 199.97938144],0
a4,1,0.241777,1.370204,[60 84] ; [ 86 155],[54.60779221 89.39220779] ; [ 91.39220779 149.60779221],0
n6,1,0.247975,1.334674,[114  30] ; [179  63],[109.30569948  34.69430052] ; [183.69430052  58.30569948],0
u3,1,0.284758,1.144239,[27 20] ; [47 51],[23.9862069 23.0137931] ; [50.0137931 47.9862069],0
s2,1,0.319867,0.989491,[53 90] ; [ 78 165],[48.53108808 94.46891192] ; [ 82.46891192 160.53108808],0
d2,1,0.326485,0.962791,[63 81] ; [ 94 149],[58.41860465 85.58139535] ; [ 98.58139535 144.41860465],0
s4,1,0.33214,0.940536,[ 17 127] ; [ 37 204],[ 20.1974026 123.8025974] ; [ 33.8025974 207.1974026],0
n1,1,0.396261,0.719644,[ 9 23] ; [31 54],[10.94017094 21.05982906] ; [29.05982906 55.94017094],0
r2,1,0.416868,0.659128,[126  16] ; [206  34],[123.41361257  18.58638743] ; [208.58638743  31.41361257],0
p2,1,0.424529,0.637745,[113  31] ; [182  61],[109.76744186  34.23255814] ; [185.23255814  57.76744186],0
p8,1,0.427401,0.629876,[68 75] ; [105 137],[64.25714286 78.74285714] ; [108.74285714 133.25714286],0
s8,1,0.459093,0.548104,[ 44 100] ; [ 66 178],[ 40.82474227 103.17525773] ; [ 69.17525773 174.82474227],0
p5,1,0.482259,0.493751,[  6 138] ; [ 14 227],[  7.48051948 136.51948052] ; [ 12.51948052 228.48051948],0
p1,1,0.57742,0.310424,[  8 136] ; [ 17 226],[  9.30232558 134.69767442] ; [ 15.69767442 227.30232558],0
s7,1,0.622138,0.242873,[48 91] ; [ 75 159],[45.83646113 93.16353887] ; [ 77.16353887 156.83646113],0
u2,1,0.676383,0.174226,[25 22] ; [49 50],[23.82191781 23.17808219] ; [50.17808219 48.82191781],0
b4,1,0.721309,0.127242,[80 64] ; [131 113],[78.30927835 65.69072165] ; [132.69072165 111.30927835],0
n5,1,0.731319,0.117904,[95 47] ; [166  76],[96.515625 45.484375] ; [164.484375  77.515625],0
b5,1,0.734903,0.114657,[89 55] ; [155  89],[90.55670103 53.44329897] ; [153.44329897  90.55670103],0
b1,1,0.750287,0.10129,[59 85] ; [104 140],[60.49484536 83.50515464] ; [102.50515464 141.49484536],0
a1,1,0.757265,0.095527,[  5 139] ; [ 10 234],[  5.56701031 138.43298969] ; [  9.43298969 234.56701031],0
a8,1,0.826621,0.047977,[ 16 116] ; [ 26 203],[ 15.35734072 116.64265928] ; [ 26.64265928 202.35734072],0
u4,1,0.893027,0.018084,[  2 142] ; [  3 241],[  1.8556701 142.1443299] ; [  3.1443299 240.8556701],0
b2,1,0.946461,0.004509,[26 56] ; [45 95],[26.22522523 55.77477477] ; [44.77477477 95.22522523],0
b3,1,0.946461,0.004509,[26 56] ; [45 95],[26.22522523 55.77477477] ; [44.77477477 95.22522523],0
p12,1,0.947738,0.004296,[  4 140] ; [  7 235],[  4.10362694 139.89637306] ; [  6.89637306 235.10362694],0
s3,1,0.972276,0.001208,[63 81] ; [105 136],[62.83636364 81.16363636] ; [105.16363636 135.83636364],0
