Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,2e-06,22.337537,[131  24] ; [21 21],[119.59390863  35.40609137] ; [32.40609137  9.59390863],1
r3,1,1e-05,19.600967,[152   5] ; [33 10],[145.225  11.775] ; [39.775  3.225],1
r4,1,1.7e-05,18.546436,[151   7] ; [32 11],[143.85074627  14.14925373] ; [39.14925373  3.85074627],1
p10,1,0.000824,11.186719,[126  28] ; [24 18],[117.85714286  36.14285714] ; [32.14285714  9.85714286],1
r2,1,0.001173,10.532568,[151   5] ; [35  7],[146.54545455   9.45454545] ; [39.45454545  2.54545455],0
b1,1,0.002178,9.393079,[65 93] ; [29 14],[73.89054726 84.10945274] ; [20.10945274 22.89054726],0
p2,1,0.004389,8.115243,[125  30] ; [25 17],[118.02030457  36.97969543] ; [31.97969543 10.02030457],0
a6,1,0.006737,7.341802,[73 85] ; [10 33],[65.24378109 92.75621891] ; [17.75621891 25.24378109],0
s1,1,0.006861,7.3091,[  5 149] ; [ 6 37],[  8.59898477 145.40101523] ; [ 2.40101523 40.59898477],0
n6,1,0.009564,6.714334,[131  25] ; [27 14],[125.11675127  30.88324873] ; [32.88324873  8.11675127],0
p7,1,0.01066,6.521127,[104  49] ; [19 22],[97.00515464 55.99484536] ; [25.99484536 15.00515464],0
v4,1,0.011635,6.36567,[149   8] ; [35  7],[145.16582915  11.83417085] ; [38.83417085  3.16582915],0
a5,1,0.012333,6.262363,[119  39] ; [24 19],[112.4079602  45.5920398] ; [30.5920398 12.4079602],0
p8,1,0.024403,5.06573,[80 74] ; [14 29],[73.4822335 80.5177665] ; [20.5177665 22.4822335],0
s5,1,0.1168,2.459711,[66 85] ; [12 28],[61.66492147 89.33507853] ; [16.33507853 23.66492147],0
n4,1,0.150578,2.066387,[128  29] ; [30 12],[124.65326633  32.34673367] ; [33.34673367  8.65326633],0
v1,1,0.150595,2.066213,[90 63] ; [20 23],[85.86734694 67.13265306] ; [24.13265306 18.86734694],0
n5,1,0.15274,2.044671,[120  35] ; [28 14],[116.44670051  38.55329949] ; [31.55329949 10.44670051],0
b3,1,0.152876,2.043313,[55 51] ; [ 9 16],[51.78625954 54.21374046] ; [12.21374046 12.78625954],0
b2,1,0.152876,2.043313,[55 51] ; [ 9 16],[51.78625954 54.21374046] ; [12.21374046 12.78625954],0
s3,1,0.155587,2.016606,[95 61] ; [21 22],[90.93467337 65.06532663] ; [25.06532663 17.93467337],0
p12,1,0.173833,1.849577,[ 13 140] ; [ 1 41],[ 10.98461538 142.01538462] ; [ 3.01538462 38.98461538],0
n2,1,0.199786,1.643935,[25  7] ; [13  8],[22.94339623  9.05660377] ; [15.05660377  5.94339623],0
p3,1,0.200574,1.638191,[81 76] ; [17 25],[77.31658291 79.68341709] ; [20.68341709 21.31658291],0
u1,1,0.212923,1.551441,[ 12 146] ; [ 1 42],[ 10.21890547 147.78109453] ; [ 2.78109453 40.21890547],0
b4,1,0.260394,1.266661,[84 74] ; [27 16],[87.25373134 70.74626866] ; [23.74626866 19.25373134],0
s7,1,0.292831,1.106561,[85 68] ; [17 20],[82.13684211 70.86315789] ; [19.86315789 17.13684211],0
a2,1,0.31163,1.023754,[ 15 143] ; [ 2 41],[ 13.36318408 144.63681592] ; [ 3.63681592 39.36318408],0
p6,1,0.312947,1.018198,[55 97] ; [12 31],[52.22564103 99.77435897] ; [14.77435897 28.22564103],0
n3,1,0.343542,0.897167,[22  9] ; [11  8],[20.46 10.54] ; [12.54  6.46],0
s8,1,0.351111,0.869439,[80 77] ; [18 24],[77.31658291 79.68341709] ; [20.68341709 21.31658291],0
b5,1,0.381543,0.765724,[69 89] ; [22 21],[71.53233831 86.46766169] ; [19.46766169 23.53233831],0
s6,1,0.462786,0.539149,[102  50] ; [25 16],[100.02072539  51.97927461] ; [26.97927461 14.02072539],0
d2,1,0.483798,0.490291,[75 83] ; [23 20],[77.03482587 80.96517413] ; [20.96517413 22.03482587],0
d5,1,0.498367,0.458412,[121  36] ; [31 12],[119.32  37.68] ; [32.68 10.32],0
d3,1,0.513181,0.427576,[75 83] ; [18 25],[73.10447761 84.89552239] ; [19.89552239 23.10447761],0
v3,1,0.524298,0.40543,[62 91] ; [18 21],[63.75 89.25] ; [16.25 22.75],0
p4,1,0.543247,0.369554,[82 73] ; [20 22],[80.25380711 74.74619289] ; [21.74619289 20.25380711],0
p5,1,0.543914,0.368335,[ 20 134] ; [ 4 38],[ 18.85714286 135.14285714] ; [ 5.14285714 36.85714286],0
s2,1,0.547812,0.361252,[77 79] ; [19 24],[75.25628141 80.74371859] ; [20.74371859 22.25628141],0
u3,1,0.560685,0.338519,[21 22] ; [7 5],[21.89090909 21.10909091] ; [6.10909091 5.89090909],0
a1,1,0.624765,0.239227,[  8 150] ; [ 3 40],[  8.64676617 149.35323383] ; [ 2.35323383 40.64676617],0
d4,1,0.7129,0.135398,[123  34] ; [34  8],[123.86432161  33.13567839] ; [33.13567839  8.86432161],0
p1,1,0.768366,0.086738,[  9 147] ; [ 3 40],[  9.40703518 146.59296482] ; [ 2.59296482 40.40703518],0
u4,1,0.774398,0.082155,[  5 153] ; [ 1 42],[  4.71641791 153.28358209] ; [ 1.28358209 41.71641791],0
n1,1,0.871852,0.02602,[13 19] ; [ 9 12],[13.28301887 18.71698113] ; [ 8.71698113 12.28301887],0
d1,1,0.892448,0.018281,[79 79] ; [21 22],[78.60696517 79.39303483] ; [21.39303483 21.60696517],0
a3,1,0.928117,0.008139,[115  43] ; [31 12],[114.76616915  43.23383085] ; [31.23383085 11.76616915],0
u2,1,0.941368,0.00541,[24 18] ; [7 5],[24.11111111 17.88888889] ; [6.88888889 5.11111111],0
a4,1,0.962708,0.002186,[70 87] ; [19 24],[69.865 87.135] ; [19.135 23.865],0
v2,1,0.969717,0.001441,[76 75] ; [21 21],[75.89119171 75.10880829] ; [21.10880829 20.89119171],0
a8,1,0.972861,0.001157,[ 18 132] ; [ 5 36],[ 18.06282723 131.93717277] ; [ 4.93717277 36.06282723],0
s4,1,0.998225,5e-06,[ 29 127] ; [ 8 35],[ 29.00502513 126.99497487] ; [ 7.99497487 35.00502513],0
