Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,4.5e-05,16.659975,[ 6 62] ; [5 3],[ 9.84210526 58.15789474] ; [1.15789474 6.84210526],1
p4,1,0.000555,11.921569,[13 55] ; [6 2],[17. 51.] ; [2. 6.],1
p3,1,0.110872,2.541746,[10 57] ; [3 5],[11.61333333 55.38666667] ; [1.38666667 6.61333333],0
p11,1,0.111723,2.529674,[23 45] ; [5 3],[25.05263158 42.94736842] ; [2.94736842 5.05263158],0
b1,1,0.235256,1.408799,[36 32] ; [6 2],[37.57894737 30.42105263] ; [4.42105263 3.57894737],0
