Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,37.679676,[116  32] ; [30 50],[94.77192982 53.22807018] ; [51.22807018 28.77192982],1
n6,1,0.000223,13.625047,[119  29] ; [46 34],[107.10526316  40.89473684] ; [57.89473684 22.10526316],1
n1,1,0.013977,6.041002,[23 19] ; [ 6 19],[18.17910448 23.82089552] ; [10.82089552 14.17910448],0
s6,1,0.017724,5.623257,[86 60] ; [33 45],[77.5625 68.4375] ; [41.4375 36.5625],0
p9,1,0.025536,4.987177,[109  37] ; [47 31],[101.67857143  44.32142857] ; [54.32142857 23.67857143],0
p10,1,0.030164,4.69992,[100  46] ; [42 36],[92.55357143 53.44642857] ; [49.44642857 28.55357143],0
p5,1,0.067144,3.351504,[ 16 131] ; [ 3 76],[ 12.35840708 134.64159292] ; [ 6.64159292 72.35840708],0
u3,1,0.0725,3.2255,[30 41] ; [24 16],[34.54054054 36.45945946] ; [19.45945946 20.54054054],0
u2,1,0.091364,2.850175,[29 42] ; [23 17],[33.26126126 37.73873874] ; [18.73873874 21.26126126],0
a6,1,0.097042,2.753501,[86 63] ; [37 43],[80.03056769 68.96943231] ; [42.96943231 37.03056769],0
a8,1,0.109732,2.558076,[ 25 117] ; [ 7 67],[ 21.03703704 120.96296296] ; [10.96296296 63.03703704],0
d4,1,0.11166,2.530567,[73 76] ; [48 32],[78.72925764 70.27074236] ; [42.27074236 37.72925764],0
n2,1,0.143981,2.134884,[33 10] ; [15 10],[30.35294118 12.64705882] ; [17.64705882  7.35294118],0
d2,1,0.14704,2.102688,[ 32 116] ; [11 69],[ 27.9122807 120.0877193] ; [15.0877193 64.9122807],0
a5,1,0.155172,2.020652,[78 71] ; [34 46],[72.87336245 76.12663755] ; [39.12663755 40.87336245],0
p11,1,0.164667,1.930836,[103  46] ; [48 32],[98.2489083 50.7510917] ; [52.7510917 27.2489083],0
d3,1,0.179074,1.805291,[ 45 103] ; [31 48],[49.55066079 98.44933921] ; [26.44933921 52.55066079],0
s7,1,0.179997,1.797648,[54 88] ; [22 54],[49.50458716 92.49541284] ; [26.49541284 49.50458716],0
