Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,56.294758,[49 60] ; [325  77],[79.77690802 29.22309198] ; [294.22309198 107.77690802],1
s3,1,0.479304,0.500447,[61 47] ; [238 157],[64.19880716 43.80119284] ; [234.80119284 160.19880716],0
v4,1,0.501694,0.451351,[108   2] ; [388  12],[106.98039216   3.01960784] ; [389.01960784  10.98039216],0
p1,1,0.513662,0.426599,[14 96] ; [ 42 357],[12.1021611 97.8978389] ; [ 43.8978389 355.1021611],0
p8,1,0.538188,0.378909,[67 42] ; [258 141],[69.73425197 39.26574803] ; [255.26574803 143.73425197],0
p7,1,0.572425,0.318642,[76 31] ; [295 105],[78.29783037 28.70216963] ; [292.70216963 107.29783037],0
p2,1,0.585638,0.297208,[97 13] ; [359  40],[98.54616896 11.45383104] ; [357.45383104  41.54616896],0
s1,1,0.589784,0.290681,[  5 103] ; [ 14 384],[  4.05533597 103.94466403] ; [ 14.94466403 383.05533597],0
n6,1,0.626935,0.23624,[94 15] ; [351  48],[95.48228346 13.51771654] ; [349.51771654  49.48228346],0
a8,1,0.636796,0.222957,[12 89] ; [ 49 309],[13.42265795 87.57734205] ; [ 47.57734205 310.42265795],0
n1,1,0.666245,0.186026,[10 12] ; [29 43],[ 9.12765957 12.87234043] ; [29.87234043 42.12765957],0
p6,1,0.767943,0.087064,[52 56] ; [198 200],[53.35968379 54.64031621] ; [196.64031621 201.35968379],0
r3,1,0.794856,0.067605,[106   3] ; [388  13],[105.58039216   3.41960784] ; [388.41960784  12.58039216],0
u2,1,0.80437,0.061353,[36 24] ; [44 32],[35.29411765 24.70588235] ; [44.70588235 31.29411765],0
b4,1,0.818834,0.052462,[67 43] ; [240 162],[65.95703125 44.04296875] ; [241.04296875 160.95703125],0
n3,1,0.828194,0.047097,[17  5] ; [54 18],[16.61702128  5.38297872] ; [54.38297872 17.61702128],0
n2,1,0.915579,0.011237,[15  6] ; [53 20],[15.19148936  5.80851064] ; [52.80851064 20.19148936],0
s4,1,0.99235,9.2e-05,[19 89] ; [ 70 327],[19.03366337 88.96633663] ; [ 69.96633663 327.03366337],0
