Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.01987,5.42328,[ 8 24] ; [6 3],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
a3,1,0.024846,5.034563,[15 17] ; [8 1],[17.95121951 14.04878049] ; [5.04878049 3.95121951],0
s1,1,0.051944,3.777565,[ 1 31] ; [2 7],[ 2.34146341 29.65853659] ; [0.65853659 8.34146341],0
r2,1,0.090468,2.866028,[17 14] ; [7 1],[19.07692308 11.92307692] ; [4.92307692 3.07692308],0
p11,1,0.099033,2.721056,[13 19] ; [1 8],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
d1,1,0.112786,2.51474,[ 6 26] ; [4 5],[ 7.80487805 24.19512195] ; [2.19512195 6.80487805],0
a5,1,0.119312,2.426329,[12 20] ; [6 3],[14.04878049 17.95121951] ; [3.95121951 5.04878049],0
n6,1,0.137943,2.200751,[16 16] ; [7 2],[17.95121951 14.04878049] ; [5.04878049 3.95121951],0
r4,1,0.153676,2.035379,[ 2 30] ; [2 7],[ 3.12195122 28.87804878] ; [0.87804878 8.12195122],0
s8,1,0.153676,2.035379,[ 2 30] ; [2 7],[ 3.12195122 28.87804878] ; [0.87804878 8.12195122],0
a1,1,0.153676,2.035379,[ 2 30] ; [2 7],[ 3.12195122 28.87804878] ; [0.87804878 8.12195122],0
p2,1,0.154213,2.030075,[17 15] ; [2 6],[15.2 16.8] ; [3.8 4.2],0
v2,1,0.1556,2.016478,[ 4 27] ; [3 6],[ 5.425 25.575] ; [1.575 7.425],0
d5,1,0.166327,1.915745,[13 19] ; [6 3],[14.82926829 17.17073171] ; [4.17073171 4.82926829],0
s6,1,0.176998,1.822654,[ 7 25] ; [4 5],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
n1,1,0.180802,1.791019,[ 5 13] ; [3 2],[ 6.26086957 11.73913043] ; [1.73913043 3.26086957],0
d2,1,0.203749,1.615293,[10 21] ; [5 4],[11.625 19.375] ; [3.375 5.625],0
d4,1,0.224325,1.476488,[14 18] ; [6 3],[15.6097561 16.3902439] ; [4.3902439 4.6097561],0
p8,1,0.236292,1.40258,[ 5 27] ; [3 6],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
p3,1,0.255989,1.290323,[ 6 26] ; [3 5],[ 7.2 24.8] ; [1.8 6.2],0
v4,1,0.293989,1.101265,[15 17] ; [6 3],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
p6,1,0.316445,1.003584,[ 3 28] ; [2 7],[ 3.875 27.125] ; [1.125 7.875],0
b3,1,0.329929,0.949175,[10 13] ; [1 4],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
b2,1,0.329929,0.949175,[10 13] ; [1 4],[ 9.03571429 13.96428571] ; [1.96428571 3.03571429],0
s2,1,0.350413,0.871962,[ 6 26] ; [3 6],[ 7.02439024 24.97560976] ; [1.97560976 7.02439024],0
a6,1,0.393165,0.72913,[12 20] ; [2 7],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
n4,1,0.393165,0.72913,[20 12] ; [7 2],[21.07317073 10.92682927] ; [5.92682927 3.07317073],0
d3,1,0.460848,0.543835,[10 22] ; [4 5],[10.92682927 21.07317073] ; [3.07317073 5.92682927],0
p4,1,0.478812,0.501567,[ 8 24] ; [3 5],[ 8.8 23.2] ; [2.2 5.8],0
a4,1,0.511936,0.430108,[ 7 24] ; [3 6],[ 7.75 23.25] ; [2.25 6.75],0
n2,1,0.537892,0.379461,[ 8 10] ; [3 2],[8.60869565 9.39130435] ; [2.39130435 2.60869565],0
p7,1,0.555126,0.348214,[10 22] ; [3 4],[10.66666667 21.33333333] ; [2.33333333 4.66666667],0
b5,1,0.575217,0.314032,[14 18] ; [3 6],[13.26829268 18.73170732] ; [3.73170732 5.26829268],0
s5,1,0.590536,0.289507,[ 6 26] ; [1 8],[ 5.46341463 26.53658537] ; [1.53658537 7.46341463],0
v1,1,0.618144,0.248485,[ 8 24] ; [3 6],[ 8.58536585 23.41463415] ; [2.41463415 6.58536585],0
b4,1,0.645324,0.211847,[17 15] ; [4 5],[16.3902439 15.6097561] ; [4.6097561 4.3902439],0
p9,1,0.726917,0.121961,[11 18] ; [4 5],[11.44736842 17.55263158] ; [3.55263158 5.44736842],0
s7,1,0.747376,0.10375,[ 5 24] ; [1 7],[ 4.7027027 24.2972973] ; [1.2972973 6.7027027],0
s3,1,0.788843,0.071724,[ 8 22] ; [2 7],[ 7.69230769 22.30769231] ; [2.30769231 6.69230769],0
s4,1,0.81637,0.053925,[ 6 26] ; [2 7],[ 6.24390244 25.75609756] ; [1.75609756 7.24390244],0
b1,1,0.837201,0.04222,[19 13] ; [5 4],[18.73170732 13.26829268] ; [5.26829268 3.73170732],0
n3,1,0.840039,0.040741,[ 8 10] ; [2 2],[8.18181818 9.81818182] ; [1.81818182 2.18181818],0
n5,1,0.86388,0.029391,[24  8] ; [7 2],[24.19512195  7.80487805] ; [6.80487805 2.19512195],0
p10,1,0.89337,0.017967,[13 18] ; [4 5],[13.175 17.825] ; [3.825 5.175],0
