Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,2.8e-05,17.531836,[2 8] ; [52 11],[7.39726027 2.60273973] ; [46.60273973 16.39726027],1
r1,1,0.000646,11.637107,[3 7] ; [51 12],[7.39726027 2.60273973] ; [46.60273973 16.39726027],1
r3,1,0.007552,7.136657,[7 3] ; [59  3],[9.16666667 0.83333333] ; [56.83333333  5.16666667],0
n6,1,0.036809,4.359244,[4 6] ; [46 17],[6.84931507 3.15068493] ; [43.15068493 19.84931507],0
v4,1,0.067301,3.347644,[7 3] ; [57  6],[8.76712329 1.23287671] ; [55.23287671  7.76712329],0
p4,1,0.069752,3.288836,[2 8] ; [32 31],[4.65753425 5.34246575] ; [29.34246575 33.65753425],0
v3,1,0.085614,2.954976,[2 8] ; [30 31],[4.50704225 5.49295775] ; [27.49295775 33.50704225],0
p3,1,0.095066,2.786431,[1 8] ; [25 38],[3.25 5.75] ; [22.75 40.25],0
a5,1,0.129728,2.295757,[4 6] ; [41 22],[6.16438356 3.83561644] ; [38.83561644 24.16438356],0
s8,1,0.15072,2.06495,[1 9] ; [20 42],[2.91666667 7.08333333] ; [18.08333333 43.91666667],0
p2,1,0.158436,1.989093,[4 6] ; [40 23],[6.02739726 3.97260274] ; [37.97260274 25.02739726],0
s7,1,0.159318,1.980686,[1 7] ; [23 38],[2.7826087 5.2173913] ; [21.2173913 39.7826087],0
p7,1,0.172848,1.858065,[3 7] ; [33 29],[5. 5.] ; [31. 31.],0
s4,1,0.23712,1.397632,[2 8] ; [ 5 57],[0.97222222 9.02777778] ; [ 6.02777778 55.97222222],0
n2,1,0.291699,1.111765,[2 2] ; [13  4],[2.85714286 1.14285714] ; [12.14285714  4.85714286],0
b1,1,0.390631,0.736977,[7 3] ; [35 28],[5.75342466 4.24657534] ; [36.24657534 26.75342466],0
p6,1,0.439321,0.598054,[3 6] ; [13 47],[2.08695652 6.91304348] ; [13.91304348 46.08695652],0
n5,1,0.466919,0.529258,[4 6] ; [33 30],[5.06849315 4.93150685] ; [31.93150685 31.06849315],0
b5,1,0.474791,0.510804,[5 5] ; [39 24],[6.02739726 3.97260274] ; [37.97260274 25.02739726],0
a7,1,0.484747,0.488164,[6 4] ; [44 18],[6.94444444 3.05555556] ; [43.05555556 18.94444444],0
a2,1,0.487222,0.482656,[1 9] ; [12 51],[1.78082192 8.21917808] ; [11.21917808 51.78082192],0
s6,1,0.495521,0.464516,[6 4] ; [30 32],[5. 5.] ; [31. 31.],0
a1,1,0.498938,0.457195,[1 9] ; [ 3 60],[0.54794521 9.45205479] ; [ 3.45205479 59.54794521],0
s1,1,0.508481,0.437192,[1 9] ; [ 3 59],[0.55555556 9.44444444] ; [ 3.44444444 58.55555556],0
v1,1,0.52593,0.40225,[4 6] ; [32 31],[4.93150685 5.06849315] ; [31.06849315 31.93150685],0
p8,1,0.558566,0.342193,[3 7] ; [25 38],[3.83561644 6.16438356] ; [24.16438356 38.83561644],0
p10,1,0.572354,0.31876,[2 8] ; [18 45],[2.73972603 7.26027397] ; [17.26027397 45.73972603],0
p1,1,0.671129,0.180285,[1 9] ; [ 4 59],[0.68493151 9.31506849] ; [ 4.31506849 58.68493151],0
d3,1,0.679816,0.170333,[6 4] ; [42 21],[6.57534247 3.42465753] ; [41.42465753 21.57534247],0
n4,1,0.679816,0.170333,[6 4] ; [42 21],[6.57534247 3.42465753] ; [41.42465753 21.57534247],0
d2,1,0.703203,0.145161,[5 5] ; [27 35],[4.44444444 5.55555556] ; [27.55555556 34.44444444],0
n3,1,0.746188,0.104762,[3 1] ; [12  6],[2.72727273 1.27272727] ; [12.27272727  5.72727273],0
u3,1,0.755189,0.097222,[2 2] ; [10 14],[1.71428571 2.28571429] ; [10.28571429 13.71428571],0
a6,1,0.75534,0.097098,[6 4] ; [41 22],[6.43835616 3.56164384] ; [40.56164384 22.43835616],0
d4,1,0.760518,0.092903,[8 2] ; [52 10],[8.33333333 1.66666667] ; [51.66666667 10.33333333],0
d5,1,0.79118,0.070108,[8 2] ; [48 15],[7.67123288 2.32876712] ; [48.32876712 14.67123288],0
p11,1,0.815218,0.054616,[5 5] ; [34 29],[5.34246575 4.65753425] ; [33.65753425 29.34246575],0
d1,1,0.815218,0.054616,[5 5] ; [34 29],[5.34246575 4.65753425] ; [33.65753425 29.34246575],0
a4,1,0.834876,0.043452,[3 7] ; [21 42],[3.28767123 6.71232877] ; [20.71232877 42.28767123],0
a8,1,0.860907,0.030702,[1 8] ; [ 5 49],[0.85714286 8.14285714] ; [ 5.14285714 48.85714286],0
s2,1,0.889786,0.019203,[4 6] ; [23 38],[3.8028169 6.1971831] ; [23.1971831 37.8028169],0
s3,1,0.908284,0.013272,[4 6] ; [26 36],[4.16666667 5.83333333] ; [25.83333333 36.16666667],0
a3,1,0.908384,0.013243,[6 4] ; [39 24],[6.16438356 3.83561644] ; [38.83561644 24.16438356],0
b4,1,0.912079,0.012192,[7 3] ; [43 20],[6.84931507 3.15068493] ; [43.15068493 19.84931507],0
b3,1,0.931671,0.007352,[2 4] ; [12 26],[1.90909091 4.09090909] ; [12.09090909 25.90909091],0
b2,1,0.931671,0.007352,[2 4] ; [12 26],[1.90909091 4.09090909] ; [12.09090909 25.90909091],0
