Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,1.4e-05,18.823714,[25 28] ; [ 8 60],[14.45454545 38.54545455] ; [18.54545455 49.45454545],1
p3,1,4.5e-05,16.668422,[31 22] ; [16 55],[20.08870968 32.91129032] ; [26.91129032 44.08870968],1
a5,1,0.00801,7.031206,[44  9] ; [44 28],[37.312 15.688] ; [50.688 21.312],0
p1,1,0.010956,6.472395,[ 8 44] ; [ 2 70],[ 4.19354839 47.80645161] ; [ 5.80645161 66.19354839],0
u3,1,0.012,6.310916,[12  4] ; [ 7 14],[8.21621622 7.78378378] ; [10.78378378 10.21621622],0
p8,1,0.022147,5.234161,[28 25] ; [23 48],[21.7983871 31.2016129] ; [29.2016129 41.7983871],0
p7,1,0.040308,4.204868,[33 20] ; [31 40],[27.35483871 25.64516129] ; [36.64516129 34.35483871],0
p12,1,0.056538,3.63613,[ 6 47] ; [ 2 69],[ 3.41935484 49.58064516] ; [ 4.58064516 66.41935484],0
p2,1,0.072479,3.225964,[43 10] ; [48 24],[38.584 14.416] ; [52.416 19.584],0
r4,1,0.085791,2.951623,[48  5] ; [57 15],[44.52  8.48] ; [60.48 11.52],0
d1,1,0.105337,2.622814,[37 16] ; [40 32],[32.648 20.352] ; [44.352 27.648],0
s2,1,0.107065,2.597015,[26 27] ; [25 47],[21.624 31.376] ; [29.376 42.624],0
d3,1,0.114921,2.485208,[44  9] ; [51 21],[40.28 12.72] ; [54.72 17.28],0
s6,1,0.158251,1.990863,[34 19] ; [36 34],[30.16260163 22.83739837] ; [39.83739837 30.16260163],0
r1,1,0.194317,1.684579,[44  8] ; [54 18],[41.09677419 10.90322581] ; [56.90322581 15.09677419],0
a2,1,0.204123,1.61263,[12 41] ; [10 62],[ 9.328 43.672] ; [12.672 59.328],0
p5,1,0.217671,1.519659,[ 4 49] ; [ 2 70],[ 2.544 50.456] ; [ 3.456 68.544],0
u1,1,0.222194,1.490146,[10 43] ; [ 8 64],[ 7.632 45.368] ; [10.368 61.632],0
s3,1,0.222985,1.485056,[29 24] ; [31 40],[25.64516129 27.35483871] ; [34.35483871 36.64516129],0
u2,1,0.236294,1.402569,[10  6] ; [ 9 12],[8.21621622 7.78378378] ; [10.78378378 10.21621622],0
n3,1,0.248983,1.329003,[11  2] ; [14  7],[9.55882353 3.44117647] ; [15.44117647  5.55882353],0
s8,1,0.291611,1.112171,[21 32] ; [22 50],[18.232 34.768] ; [24.768 47.232],0
d5,1,0.299986,1.074258,[47  6] ; [59 13],[44.944  8.056] ; [61.056 10.944],0
d2,1,0.303428,1.059069,[27 26] ; [30 42],[24.168 28.832] ; [32.832 39.168],0
s4,1,0.317362,0.999786,[ 8 45] ; [16 56],[10.176 42.824] ; [13.824 58.176],0
b1,1,0.348899,0.877457,[22 31] ; [24 48],[19.504 33.496] ; [26.496 45.504],0
p10,1,0.366226,0.81643,[36 17] ; [42 28],[33.6097561 19.3902439] ; [44.3902439 25.6097561],0
s7,1,0.391853,0.733183,[21 31] ; [23 47],[18.75409836 33.24590164] ; [25.24590164 44.75409836],0
a8,1,0.400131,0.707934,[ 2 48] ; [ 5 59],[ 3.07017544 46.92982456] ; [ 3.92982456 60.07017544],0
s1,1,0.41635,0.660596,[ 3 50] ; [ 2 70],[ 2.12 50.88] ; [ 2.88 69.12],0
a6,1,0.446979,0.578302,[38 15] ; [47 25],[36.04 16.96] ; [48.96 23.04],0
v4,1,0.48817,0.480556,[49  4] ; [63  8],[47.87096774  5.12903226] ; [64.12903226  6.87096774],0
n4,1,0.540176,0.375214,[25 28] ; [30 42],[23.32 29.68] ; [31.68 40.32],0
n1,1,0.598901,0.276657,[4 9] ; [ 5 17],[3.34285714 9.65714286] ; [ 5.65714286 16.34285714],0
s5,1,0.628156,0.23457,[16 35] ; [18 48],[14.82051282 36.17948718] ; [19.17948718 46.82051282],0
a7,1,0.63162,0.229871,[41 12] ; [53 19],[39.856 13.144] ; [54.144 17.856],0
n6,1,0.633207,0.227737,[34 18] ; [50 22],[35.22580645 16.77419355] ; [48.77419355 23.22580645],0
d4,1,0.675825,0.174864,[45  8] ; [63  9],[45.792  7.208] ; [62.208  9.792],0
