Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,84.762456,[399   9] ; [7 7],[392.53080569  15.46919431] ; [13.46919431  0.53080569],1
r3,1,0.0,38.2462,[399   7] ; [10  4],[395.36666667  10.63333333] ; [13.63333333  0.36666667],1
r2,1,0.0,34.60295,[403   4] ; [11  3],[400.2327791   6.7672209] ; [13.7672209  0.2327791],1
p9,1,0.000113,14.913943,[350  53] ; [7 7],[345.01438849  57.98561151] ; [11.98561151  2.01438849],1
p2,1,0.000337,12.853727,[347  59] ; [7 7],[342.2  63.8] ; [11.8  2.2],1
p10,1,0.000719,11.440133,[340  63] ; [7 7],[335.3501199  67.6498801] ; [11.6498801  2.3501199],1
s6,1,0.000961,10.901627,[348  54] ; [7 6],[343.87951807  58.12048193] ; [11.12048193  1.87951807],1
s2,1,0.002915,8.859876,[334  74] ; [7 7],[329.68720379  78.31279621] ; [11.31279621  2.68720379],0
s1,1,0.003051,8.776491,[ 17 386] ; [ 3 11],[ 19.32853717 383.67146283] ; [ 0.67146283 13.32853717],0
a7,1,0.010034,6.628937,[301 106] ; [6 8],[296.79097387 110.20902613] ; [10.20902613  3.79097387],0
d3,1,0.011973,6.314851,[298 108] ; [6 8],[293.86666667 112.13333333] ; [10.13333333  3.86666667],0
d5,1,0.014633,5.960178,[335  70] ; [8 6],[331.53937947  73.46062053] ; [11.46062053  2.53937947],0
s8,1,0.019384,5.46658,[243 163] ; [ 4 10],[238.76666667 167.23333333] ; [8.23333333 5.76666667],0
n6,1,0.031509,4.625003,[344  59] ; [9 5],[341.14868106  61.85131894] ; [11.85131894  2.14868106],0
p4,1,0.032069,4.594789,[258 146] ; [5 9],[254.19138756 149.80861244] ; [8.80861244 5.19138756],0
v1,1,0.043011,4.094959,[221 174] ; [ 4 10],[217.29828851 177.70171149] ; [7.70171149 6.29828851],0
a6,1,0.047338,3.933323,[276 129] ; [6 8],[272.57756563 132.42243437] ; [9.42243437 4.57756563],0
p11,1,0.048817,3.881648,[323  85] ; [8 6],[320.01895735  87.98104265] ; [10.98104265  3.01895735],0
s7,1,0.058154,3.589251,[265 126] ; [5 7],[261.96029777 129.03970223] ; [8.03970223 3.96029777],0
n5,1,0.058464,3.580434,[318  87] ; [8 6],[315.10739857  89.89260143] ; [10.89260143  3.10739857],0
b1,1,0.065472,3.393037,[162 246] ; [9 5],[165.32701422 242.67298578] ; [5.67298578 8.32701422],0
n3,1,0.082853,3.008021,[64 21] ; [2 3],[62.33333333 22.66666667] ; [3.66666667 1.33333333],0
n2,1,0.086332,2.941479,[68 17] ; [3 3],[66.31868132 18.68131868] ; [4.68131868 1.31868132],0
d1,1,0.089943,2.87539,[265 143] ; [6 8],[262.00947867 145.99052133] ; [8.99052133 5.00947867],0
n4,1,0.125927,2.342007,[329  78] ; [9 5],[326.76009501  80.23990499] ; [11.23990499  2.76009501],0
p7,1,0.142238,2.153581,[269 123] ; [7 7],[266.48275862 125.51724138] ; [9.51724138 4.48275862],0
u3,1,0.201162,1.633916,[65 31] ; [2 3],[63.68316832 32.31683168] ; [3.31683168 1.68316832],0
p3,1,0.213942,1.544551,[213 192] ; [5 9],[210.71599045 194.28400955] ; [7.28400955 6.71599045],0
n1,1,0.246175,1.344883,[36 49] ; [4 2],[37.36263736 47.63736264] ; [2.63736264 3.36263736],0
v3,1,0.284314,1.146353,[168 223] ; [ 4 10],[166.05432099 224.94567901] ; [5.94567901 8.05432099],0
a3,1,0.307647,1.040749,[310  97] ; [9 5],[308.39192399  98.60807601] ; [10.60807601  3.39192399],0
a4,1,0.350111,0.873053,[197 210] ; [5 9],[195.28266033 211.71733967] ; [6.71733967 7.28266033],0
a5,1,0.35253,0.864331,[307 101] ; [9 5],[305.51658768 102.48341232] ; [10.48341232  3.51658768],0
u2,1,0.364748,0.82148,[58 38] ; [2 3],[57.02970297 38.97029703] ; [2.97029703 2.02970297],0
p8,1,0.381716,0.765169,[221 183] ; [6 8],[219.39712919 184.60287081] ; [7.60287081 6.39712919],0
a8,1,0.436198,0.606264,[ 59 319] ; [ 1 12],[ 58.00511509 319.99488491] ; [ 1.99488491 11.00511509],0
b4,1,0.509954,0.434161,[240 168] ; [7 7],[238.8056872 169.1943128] ; [8.1943128 5.8056872],0
b5,1,0.559313,0.340895,[236 172] ; [7 7],[234.93838863 173.06161137] ; [8.06161137 5.93838863],0
v2,1,0.565371,0.330489,[224 164] ; [7 7],[222.95522388 165.04477612] ; [8.04477612 5.95522388],0
s5,1,0.602789,0.270809,[167 224] ; [5 9],[166.05432099 224.94567901] ; [5.94567901 8.05432099],0
a1,1,0.666869,0.185287,[ 19 389] ; [ 1 13],[ 19.33649289 388.66350711] ; [ 0.66350711 13.33649289],0
p12,1,0.714456,0.133867,[ 44 360] ; [ 1 12],[ 43.5971223 360.4028777] ; [ 1.4028777 11.5971223],0
