Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,92.204288,[279  36] ; [18 37],[252.85135135  62.14864865] ; [44.14864865 10.85135135],1
n6,1,0.0,32.615248,[288  27] ; [35 20],[274.98648649  40.01351351] ; [48.01351351  6.98648649],1
d2,1,0.00322,8.678163,[185 130] ; [21 35],[174.90566038 140.09433962] ; [31.09433962 24.90566038],0
s7,1,0.006944,7.287416,[181 114] ; [21 30],[172.22543353 122.77456647] ; [29.77456647 21.22543353],0
v3,1,0.008902,6.842367,[156 149] ; [16 35],[147.35955056 157.64044944] ; [24.64044944 26.35955056],0
n1,1,0.024764,5.040295,[21 22] ; [1 9],[17.8490566 25.1509434] ; [4.1509434 5.8490566],0
s2,1,0.02528,5.004611,[178 133] ; [23 33],[170.32970027 140.67029973] ; [30.67029973 25.32970027],0
p10,1,0.028535,4.795468,[279  35] ; [43 12],[274.00542005  39.99457995] ; [47.99457995  7.00542005],0
u1,1,0.031613,4.619387,[ 88 227] ; [ 8 48],[ 81.50943396 233.49056604] ; [14.49056604 41.50943396],0
a4,1,0.034111,4.489129,[166 148] ; [21 35],[158.6972973 155.3027027] ; [28.3027027 27.6972973],0
a8,1,0.035285,4.431351,[ 43 239] ; [ 2 47],[ 38.33836858 243.66163142] ; [ 6.66163142 42.33836858],0
d1,1,0.036834,4.358078,[214 101] ; [30 26],[207.16981132 107.83018868] ; [36.83018868 19.16981132],0
p6,1,0.037717,4.317753,[160 152] ; [19 34],[153.00821918 158.99178082] ; [25.99178082 27.00821918],0
p4,1,0.056081,3.649641,[264  51] ; [41 15],[258.96226415  56.03773585] ; [46.03773585  9.96226415],0
a5,1,0.087471,2.920303,[261  54] ; [41 15],[256.41509434  58.58490566] ; [45.58490566 10.41509434],0
p11,1,0.095767,2.774653,[265  50] ; [42 14],[260.66037736  54.33962264] ; [46.33962264  9.66037736],0
p5,1,0.105969,2.613336,[ 62 251] ; [ 6 50],[ 57.6802168 255.3197832] ; [10.3197832 45.6802168],0
a3,1,0.11186,2.527747,[248  65] ; [39 17],[243.44444444  69.55555556] ; [43.55555556 12.44444444],0
v1,1,0.141736,2.15901,[193 115] ; [27 25],[188.22222222 119.77777778] ; [31.77777778 20.22222222],0
a2,1,0.143777,2.137066,[ 98 217] ; [12 44],[ 93.39622642 221.60377358] ; [16.60377358 39.39622642],0
