Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.000362,12.716672,[35 18] ; [48  3],[42.29807692 10.70192308] ; [40.70192308 10.29807692],1
p8,1,0.000575,11.85641,[11 41] ; [28 24],[19.5 32.5] ; [19.5 32.5],1
p2,1,0.000687,11.524855,[30 23] ; [45  7],[37.85714286 15.14285714] ; [37.14285714 14.85714286],1
p3,1,0.001284,10.365154,[ 9 44] ; [24 28],[16.65714286 36.34285714] ; [16.34285714 35.65714286],0
b2,1,0.002987,8.815116,[14 13] ; [ 6 30],[ 8.57142857 18.42857143] ; [11.42857143 24.57142857],0
b3,1,0.002987,8.815116,[14 13] ; [ 6 30],[ 8.57142857 18.42857143] ; [11.42857143 24.57142857],0
p6,1,0.005356,7.755272,[ 8 44] ; [20 30],[14.2745098 37.7254902] ; [13.7254902 36.2745098],0
p4,1,0.00739,7.175578,[14 39] ; [27 25],[20.6952381 32.3047619] ; [20.3047619 31.6952381],0
s7,1,0.045791,3.989282,[ 9 43] ; [17 32],[13.38613861 38.61386139] ; [12.61386139 36.38613861],0
s8,1,0.048986,3.875822,[ 7 46] ; [15 37],[11.1047619 41.8952381] ; [10.8952381 41.1047619],0
v2,1,0.063815,3.435343,[14 37] ; [23 28],[18.5 32.5] ; [18.5 32.5],0
u2,1,0.084266,2.980645,[12 21] ; [19 14],[15.5 17.5] ; [15.5 17.5],0
r3,1,0.097095,2.752631,[39 14] ; [45  7],[42.4 10.6] ; [41.6 10.4],0
r2,1,0.11143,2.533819,[35 18] ; [40 10],[38.59223301 14.40776699] ; [36.40776699 13.59223301],0
v1,1,0.114155,2.495741,[15 38] ; [22 29],[18.85576923 34.14423077] ; [18.14423077 32.85576923],0
p11,1,0.125723,2.344535,[29 24] ; [36 16],[32.80952381 20.19047619] ; [32.19047619 19.80952381],0
s6,1,0.147356,2.099414,[18 35] ; [24 26],[21.61165049 31.38834951] ; [20.38834951 29.61165049],0
s2,1,0.181308,1.786871,[13 40] ; [19 33],[16.15238095 36.84761905] ; [15.84761905 36.15238095],0
r4,1,0.280405,1.165127,[25 28] ; [30 22],[27.76190476 25.23809524] ; [27.23809524 24.76190476],0
p5,1,0.282037,1.157248,[ 3 50] ; [ 6 46],[ 4.54285714 48.45714286] ; [ 4.45714286 47.54285714],0
s1,1,0.298768,1.079683,[ 1 52] ; [ 3 49],[ 2.01904762 50.98095238] ; [ 1.98095238 50.01904762],0
d4,1,0.382555,0.762475,[31 22] ; [26 26],[28.77142857 24.22857143] ; [28.22857143 23.77142857],0
n3,1,0.403917,0.696635,[10  7] ; [13  5],[11.17142857  5.82857143] ; [11.82857143  6.17142857],0
p10,1,0.420965,0.647619,[28 23] ; [32 19],[30. 21.] ; [30. 21.],0
a8,1,0.460597,0.544444,[ 5 44] ; [ 3 46],[ 4. 45.] ; [ 4. 45.],0
s3,1,0.492479,0.471105,[18 34] ; [21 30],[19.68932039 32.31067961] ; [19.31067961 31.68932039],0
d1,1,0.494505,0.466709,[12 41] ; [ 9 43],[10.6 42.4] ; [10.4 41.6],0
b4,1,0.49761,0.46003,[34 19] ; [30 22],[32.3047619 20.6952381] ; [31.6952381 20.3047619],0
s4,1,0.604489,0.268278,[11 42] ; [13 39],[12.11428571 40.88571429] ; [11.88571429 40.11428571],0
d3,1,0.60714,0.264361,[26 27] ; [22 28],[24.69902913 28.30097087] ; [23.30097087 26.69902913],0
v3,1,0.616907,0.250239,[13 40] ; [15 37],[14.13333333 38.86666667] ; [13.86666667 38.13333333],0
n2,1,0.631259,0.230358,[10  7] ; [12  6],[10.68571429  6.31428571] ; [11.31428571  6.68571429],0
n1,1,0.632124,0.229191,[ 6 11] ; [ 5 13],[ 5.34285714 11.65714286] ; [ 5.65714286 12.34285714],0
b5,1,0.632297,0.228958,[34 19] ; [31 21],[32.80952381 20.19047619] ; [32.19047619 19.80952381],0
a1,1,0.662506,0.190493,[ 3 50] ; [ 2 50],[ 2.52380952 50.47619048] ; [ 2.47619048 49.52380952],0
d5,1,0.691994,0.156935,[27 26] ; [24 27],[25.99038462 27.00961538] ; [25.00961538 25.99038462],0
p1,1,0.705055,0.143267,[ 4 49] ; [ 5 47],[ 4.54285714 48.45714286] ; [ 4.45714286 47.54285714],0
n6,1,0.711126,0.137155,[37 16] ; [38 14],[37.85714286 15.14285714] ; [37.14285714 14.85714286],0
a4,1,0.739136,0.110888,[ 6 47] ; [ 7 45],[ 6.56190476 46.43809524] ; [ 6.43809524 45.56190476],0
n4,1,0.754501,0.097788,[30 23] ; [31 21],[30.79047619 22.20952381] ; [30.20952381 21.79047619],0
d2,1,0.776643,0.080483,[12 41] ; [13 39],[12.61904762 40.38095238] ; [12.38095238 39.61904762],0
