Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.000798,11.246634,[29  2] ; [29 20],[22.475  8.525] ; [35.525 13.475],1
p6,1,0.003449,8.553267,[15 17] ; [ 8 40],[ 9.2 22.8] ; [13.8 34.2],0
s2,1,0.006177,7.49799,[23  9] ; [20 29],[16.98765432 15.01234568] ; [26.01234568 22.98765432],0
s3,1,0.007504,7.148206,[24  8] ; [22 27],[18.17283951 13.82716049] ; [27.82716049 21.17283951],0
s7,1,0.015756,5.829925,[17 13] ; [14 34],[11.92307692 18.07692308] ; [19.07692308 28.92307692],0
p4,1,0.018137,5.582893,[21 11] ; [19 30],[15.80246914 16.19753086] ; [24.19753086 24.80246914],0
a4,1,0.026242,4.94002,[17 15] ; [14 35],[12.24691358 19.75308642] ; [18.75308642 30.24691358],0
p3,1,0.04553,3.998907,[19 13] ; [18 31],[14.61728395 17.38271605] ; [22.38271605 26.61728395],0
b4,1,0.047042,3.943884,[24  8] ; [26 23],[19.75308642 12.24691358] ; [30.24691358 18.75308642],0
a6,1,0.055546,3.665612,[14 18] ; [32 17],[18.17283951 13.82716049] ; [27.82716049 21.17283951],0
d2,1,0.069504,3.294707,[14 18] ; [12 37],[10.27160494 21.72839506] ; [15.72839506 33.27160494],0
b5,1,0.100351,2.699963,[15 17] ; [32 17],[18.56790123 13.43209877] ; [28.43209877 20.56790123],0
p9,1,0.175927,1.831696,[25  6] ; [32 16],[22.36708861  8.63291139] ; [34.63291139 13.36708861],0
r4,1,0.178855,1.807115,[27  5] ; [35 14],[24.49382716  7.50617284] ; [37.50617284 11.49382716],0
p8,1,0.2052,1.604974,[15 16] ; [16 31],[12.32051282 18.67948718] ; [18.67948718 28.32051282],0
d4,1,0.233669,1.418386,[26  6] ; [34 15],[23.7037037  8.2962963] ; [36.2962963 12.7037037],0
r3,1,0.272629,1.203471,[28  3] ; [39  9],[26.29113924  4.70886076] ; [40.70886076  7.29113924],0
a7,1,0.288327,1.127417,[19 13] ; [34 14],[21.2 10.8] ; [31.8 16.2],0
p7,1,0.325181,0.967992,[19 12] ; [24 24],[16.87341772 14.12658228] ; [26.12658228 21.87341772],0
p11,1,0.489793,0.476982,[22 10] ; [30 19],[20.54320988 11.45679012] ; [31.45679012 17.54320988],0
v4,1,0.490153,0.47619,[29  3] ; [41  7],[28.  4.] ; [42.  6.],0
r2,1,0.490153,0.47619,[29  3] ; [41  7],[28.  4.] ; [42.  6.],0
n1,1,0.49205,0.472041,[2 7] ; [ 6 11],[2.76923077 6.23076923] ; [ 5.23076923 11.76923077],0
u3,1,0.524116,0.405785,[8 5] ; [9 9],[7.12903226 5.87096774] ; [9.87096774 8.12903226],0
v3,1,0.52631,0.40151,[ 6 25] ; [12 35],[ 7.15384615 23.84615385] ; [10.84615385 36.15384615],0
d3,1,0.539657,0.376176,[22 10] ; [36 12],[23.2  8.8] ; [34.8 13.2],0
p10,1,0.54512,0.366133,[24  8] ; [33 15],[22.8  9.2] ; [34.2 13.8],0
n5,1,0.588929,0.292021,[19 13] ; [32 17],[20.14814815 11.85185185] ; [30.85185185 18.14814815],0
n3,1,0.648206,0.20817,[5 4] ; [11  6],[5.53846154 3.46153846] ; [10.46153846  6.53846154],0
d1,1,0.656004,0.198414,[14 18] ; [19 30],[13.03703704 18.96296296] ; [19.96296296 29.03703704],0
s1,1,0.675323,0.175439,[ 2 30] ; [ 2 46],[ 1.6 30.4] ; [ 2.4 45.6],0
a5,1,0.724722,0.124013,[19 13] ; [31 18],[19.75308642 12.24691358] ; [30.24691358 18.75308642],0
a3,1,0.724722,0.124013,[19 13] ; [31 18],[19.75308642 12.24691358] ; [30.24691358 18.75308642],0
n6,1,0.732105,0.117188,[25  7] ; [39  9],[25.6  6.4] ; [38.4  9.6],0
u2,1,0.739048,0.110965,[5 8] ; [ 8 10],[5.4516129 7.5483871] ; [ 7.5483871 10.4516129],0
r1,1,0.747886,0.103316,[22 10] ; [32 17],[21.33333333 10.66666667] ; [32.66666667 16.33333333],0
u1,1,0.747886,0.103316,[ 2 30] ; [ 4 45],[ 2.37037037 29.62962963] ; [ 3.62962963 45.37037037],0
a2,1,0.747886,0.103316,[ 4 28] ; [ 5 44],[ 3.55555556 28.44444444] ; [ 5.44444444 43.55555556],0
p1,1,0.758546,0.094489,[ 1 31] ; [ 1 48],[ 0.79012346 31.20987654] ; [ 1.20987654 47.79012346],0
b2,1,0.763598,0.090456,[ 4 15] ; [ 4 19],[ 3.61904762 15.38095238] ; [ 4.38095238 18.61904762],0
b3,1,0.763598,0.090456,[ 4 15] ; [ 4 19],[ 3.61904762 15.38095238] ; [ 4.38095238 18.61904762],0
n4,1,0.778211,0.079328,[18 14] ; [26 23],[17.38271605 14.61728395] ; [26.61728395 22.38271605],0
p2,1,0.791098,0.070164,[24  8] ; [38 11],[24.49382716  7.50617284] ; [37.50617284 11.49382716],0
a1,1,0.823636,0.049671,[ 1 31] ; [ 2 47],[ 1.18518519 30.81481481] ; [ 1.81481481 47.18518519],0
d5,1,0.83564,0.043045,[24  8] ; [35 13],[23.6  8.4] ; [35.4 12.6],0
v2,1,0.853493,0.034101,[14 18] ; [20 28],[13.6 18.4] ; [20.4 27.6],0
b1,1,0.872318,0.025829,[11 21] ; [16 33],[10.66666667 21.33333333] ; [16.33333333 32.66666667],0
v1,1,1.0,0.0,[12 20] ; [18 30],[12. 20.] ; [18. 30.],0
