Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n4,1,0.0,129.284859,[50 68] ; [361  38],[93.8065764 24.1934236] ; [317.1934236  81.8065764],1
n6,1,0.0,37.041681,[82 35] ; [366  33],[101.58139535  15.41860465] ; [346.41860465  52.58139535],1
v1,1,0.0,30.876606,[40 75] ; [250 141],[65.90909091 49.09090909] ; [224.09090909 166.90909091],1
p10,1,1.6e-05,18.611541,[87 30] ; [357  40],[101.06614786  15.93385214] ; [342.93385214  54.06614786],1
p9,1,2.5e-05,17.762775,[91 27] ; [362  34],[103.99610895  14.00389105] ; [349.00389105  46.99610895],1
p4,1,0.000124,14.732006,[67 50] ; [302  98],[83.50676983 33.49323017] ; [285.49323017 114.50676983],1
v3,1,0.000278,13.212777,[32 83] ; [182 206],[48.92644135 66.07355865] ; [165.07355865 222.92644135],1
s6,1,0.000303,13.049619,[66 51] ; [286 101],[81.71428571 35.28571429] ; [270.28571429 116.71428571],1
d5,1,0.001121,10.61681,[84 33] ; [339  60],[95.9127907 21.0872093] ; [327.0872093  71.9127907],0
p8,1,0.001193,10.501921,[67 50] ; [289 107],[81.19298246 35.80701754] ; [274.80701754 121.19298246],0
s7,1,0.001438,10.1565,[47 68] ; [219 160],[61.92307692 53.07692308] ; [204.07692308 174.92307692],0
s2,1,0.001848,9.694698,[46 72] ; [219 177],[60.83657588 57.16342412] ; [204.16342412 191.83657588],0
p5,1,0.002201,9.37408,[  7 111] ; [ 69 330],[ 17.34622824 100.65377176] ; [ 58.65377176 340.34622824],0
s1,1,0.003312,8.626985,[  7 111] ; [  5 389],[  2.765625 115.234375] ; [  9.234375 384.765625],0
p6,1,0.00578,7.617593,[42 70] ; [209 191],[54.90625 57.09375] ; [196.09375 203.90625],0
r1,1,0.007999,7.033703,[88 30] ; [337  59],[97.56809339 20.43190661] ; [327.43190661  68.56809339],0
s8,1,0.008682,6.887051,[45 73] ; [206 191],[57.51067961 60.48932039] ; [193.48932039 203.51067961],0
s5,1,0.009321,6.760207,[32 83] ; [160 228],[43.89662028 71.10337972] ; [148.10337972 239.89662028],0
b3,1,0.011622,6.367567,[18 53] ; [105 146],[27.12111801 43.87888199] ; [ 95.87888199 155.12111801],0
b2,1,0.011622,6.367567,[18 53] ; [105 146],[27.12111801 43.87888199] ; [ 95.87888199 155.12111801],0
r2,1,0.01247,6.242845,[103  12] ; [378  17],[108.46078431   6.53921569] ; [372.53921569  22.46078431],0
p11,1,0.016944,5.702194,[91 27] ; [345  55],[99.32046332 18.67953668] ; [336.67953668  63.32046332],0
n1,1,0.019104,5.491986,[ 6 28] ; [27 39],[11.22 22.78] ; [21.78 44.22],0
p3,1,0.02098,5.328481,[61 57] ; [254 146],[71.75675676 46.24324324] ; [243.24324324 156.75675676],0
v2,1,0.032549,4.569328,[56 57] ; [236 152],[65.86027944 47.13972056] ; [226.13972056 161.86027944],0
r4,1,0.037076,4.346901,[103  15] ; [373  27],[108.43243243   9.56756757] ; [367.56756757  32.43243243],0
a8,1,0.037538,4.325849,[10 98] ; [ 63 296],[16.88222698 91.11777302] ; [ 56.11777302 302.88222698],0
d1,1,0.05679,3.628721,[61 57] ; [246 154],[69.93436293 48.06563707] ; [237.06563707 162.93436293],0
u1,1,0.063885,3.433552,[ 16 102] ; [ 85 315],[23.00772201 94.99227799] ; [ 77.99227799 322.00772201],0
b4,1,0.065902,3.382261,[75 43] ; [216 184],[66.28957529 51.71042471] ; [224.71042471 175.28957529],0
a2,1,0.071831,3.240674,[23 95] ; [111 289],[30.52509653 87.47490347] ; [103.47490347 296.52509653],0
a5,1,0.074319,3.18495,[81 37] ; [307  93],[88.38610039 29.61389961] ; [299.61389961 100.38610039],0
a4,1,0.077481,3.116969,[44 74] ; [185 213],[52.36821705 65.63178295] ; [176.63178295 221.36821705],0
n2,1,0.080343,3.057956,[22 12] ; [54 13],[25.58415842  8.41584158] ; [50.41584158 16.58415842],0
n3,1,0.082304,3.018803,[30  4] ; [49 18],[26.59405941  7.40594059] ; [52.40594059 14.59405941],0
p12,1,0.146003,2.113526,[  6 112] ; [ 37 361],[  9.83333333 108.16666667] ; [ 33.16666667 364.83333333],0
v4,1,0.154715,2.025138,[111   6] ; [386  10],[113.35087719   3.64912281] ; [383.64912281  12.35087719],0
s3,1,0.182815,1.774587,[61 54] ; [237 158],[67.19607843 47.80392157] ; [230.80392157 164.19607843],0
d3,1,0.221119,1.497092,[90 27] ; [284 115],[84.80232558 32.19767442] ; [289.19767442 109.80232558],0
a3,1,0.250303,1.321614,[82 35] ; [300  98],[86.78446602 30.21553398] ; [295.21553398 102.78446602],0
a6,1,0.251224,1.316482,[75 43] ; [276 123],[80.11218569 37.88781431] ; [270.88781431 128.11218569],0
b5,1,0.299935,1.074484,[73 45] ; [226 174],[68.11196911 49.88803089] ; [230.88803089 169.11196911],0
d4,1,0.311569,1.024014,[94 24] ; [333  65],[97.64728682 20.35271318] ; [329.35271318  68.64728682],0
r3,1,0.359722,0.838863,[112   6] ; [384  13],[113.64660194   4.35339806] ; [382.35339806  14.64660194],0
d2,1,0.38119,0.766862,[53 65] ; [198 202],[57.17760618 60.82239382] ; [193.82239382 206.17760618],0
a7,1,0.392107,0.732398,[88 29] ; [284 115],[84.34883721 32.65116279] ; [287.65116279 111.34883721],0
p1,1,0.495354,0.464875,[  9 108] ; [ 39 360],[ 10.88372093 106.11627907] ; [ 37.11627907 361.88372093],0
a1,1,0.601009,0.273477,[  8 110] ; [ 22 378],[  6.83397683 111.16602317] ; [ 23.16602317 376.83397683],0
b1,1,0.693051,0.155802,[49 69] ; [158 242],[47.15444015 70.84555985] ; [159.84555985 240.15444015],0
u3,1,0.695191,0.153523,[19 15] ; [52 48],[18.01492537 15.98507463] ; [52.98507463 47.01492537],0
s4,1,0.952267,0.003583,[21 97] ; [ 69 324],[20.78277886 97.21722114] ; [ 69.21722114 323.78277886],0
u2,1,0.964485,0.001983,[20 15] ; [57 42],[20.1119403 14.8880597] ; [56.8880597 42.1119403],0
