Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,0.005677,7.650046,[31  8] ; [21 21],[25.03703704 13.96296296] ; [26.96296296 15.03703704],0
p11,1,0.025908,4.96214,[33  6] ; [27 16],[28.53658537 10.46341463] ; [31.46341463 11.53658537],0
a8,1,0.032802,4.556074,[ 9 27] ; [ 3 38],[ 5.61038961 30.38961039] ; [ 6.38961039 34.61038961],0
s5,1,0.063152,3.452597,[ 9 26] ; [19 22],[12.89473684 22.10526316] ; [15.10526316 25.89473684],0
d2,1,0.075023,3.169563,[24 15] ; [18 25],[19.97560976 19.02439024] ; [22.02439024 20.97560976],0
s2,1,0.086682,2.934939,[21 18] ; [31 12],[24.73170732 14.26829268] ; [27.26829268 15.73170732],0
r4,1,0.11549,2.47744,[38  1] ; [38  5],[36.14634146  2.85365854] ; [39.85365854  3.14634146],0
v2,1,0.139294,2.18574,[25 14] ; [18 20],[21.77922078 17.22077922] ; [21.22077922 16.77922078],0
a5,1,0.165048,1.927359,[30  9] ; [27 16],[27.1097561 11.8902439] ; [29.8902439 13.1097561],0
s4,1,0.195807,1.673376,[ 7 32] ; [13 30],[ 9.51219512 29.48780488] ; [10.48780488 32.51219512],0
a4,1,0.204122,1.612637,[19 20] ; [15 28],[16.17073171 22.82926829] ; [17.82926829 25.17073171],0
s3,1,0.210903,1.565216,[23 16] ; [31 12],[25.68292683 13.31707317] ; [28.31707317 14.68292683],0
p1,1,0.219898,1.505038,[ 3 36] ; [ 7 35],[ 4.81481481 34.18518519] ; [ 5.18518519 36.81481481],0
s1,1,0.259872,1.269437,[ 3 36] ; [ 1 42],[ 1.90243902 37.09756098] ; [ 2.09756098 40.90243902],0
a3,1,0.260909,1.26393,[29 10] ; [27 16],[26.63414634 12.36585366] ; [29.36585366 13.63414634],0
u3,1,0.270673,1.213333,[7 3] ; [14  2],[8.07692308 1.92307692] ; [12.92307692  3.07692308],0
r1,1,0.285811,1.139251,[32  7] ; [31 12],[29.96341463  9.03658537] ; [33.03658537  9.96341463],0
p7,1,0.28835,1.127307,[26 13] ; [22 18],[23.69620253 15.30379747] ; [24.30379747 15.69620253],0
v3,1,0.295857,1.092778,[15 23] ; [11 28],[12.83116883 25.16883117] ; [13.16883117 25.83116883],0
b4,1,0.297719,1.084381,[27 12] ; [25 18],[24.73170732 14.26829268] ; [27.26829268 15.73170732],0
u2,1,0.307434,1.041667,[9 1] ; [11  4],[8. 2.] ; [12.  3.],0
n3,1,0.32179,0.981658,[8 1] ; [10  4],[7.04347826 1.95652174] ; [10.95652174  3.04347826],0
p6,1,0.335162,0.928851,[15 22] ; [13 30],[12.95 24.05] ; [15.05 27.95],0
p12,1,0.341948,0.903115,[ 1 38] ; [ 3 39],[ 1.92592593 37.07407407] ; [ 2.07407407 39.92592593],0
d5,1,0.369069,0.806798,[33  6] ; [33 10],[31.3902439  7.6097561] ; [34.6097561  8.3902439],0
a6,1,0.426614,0.632023,[23 16] ; [29 14],[24.73170732 14.26829268] ; [27.26829268 15.73170732],0
n2,1,0.435366,0.608466,[5 4] ; [10  4],[5.86956522 3.13043478] ; [9.13043478 4.86956522],0
p5,1,0.45039,0.56967,[ 2 37] ; [ 4 38],[ 2.88888889 36.11111111] ; [ 3.11111111 38.88888889],0
p10,1,0.465068,0.533671,[29  9] ; [34  7],[30.30379747  7.69620253] ; [32.69620253  8.30379747],0
p4,1,0.492859,0.470279,[22 17] ; [21 22],[20.45121951 18.54878049] ; [22.54878049 20.45121951],0
r2,1,0.545111,0.36615,[33  4] ; [40  3],[33.7625  3.2375] ; [39.2375  3.7625],0
a1,1,0.565459,0.330339,[ 3 36] ; [ 2 41],[ 2.37804878 36.62195122] ; [ 2.62195122 40.37804878],0
d1,1,0.599253,0.276123,[24 15] ; [24 19],[22.82926829 16.17073171] ; [25.17073171 17.82926829],0
a2,1,0.617844,0.248909,[ 9 30] ; [ 8 35],[ 8.08536585 30.91463415] ; [ 8.91463415 34.08536585],0
p2,1,0.620431,0.245263,[31  8] ; [36  7],[31.86585366  7.13414634] ; [35.13414634  7.86585366],0
d4,1,0.698753,0.149772,[33  6] ; [35  8],[32.34146341  6.65853659] ; [35.65853659  7.34146341],0
p8,1,0.772614,0.083496,[16 23] ; [19 24],[16.64634146 22.35365854] ; [18.35365854 24.64634146],0
b3,1,0.773322,0.082963,[13 22] ; [ 7 14],[12.5 22.5] ; [ 7.5 13.5],0
b2,1,0.773322,0.082963,[13 22] ; [ 7 14],[12.5 22.5] ; [ 7.5 13.5],0
d3,1,0.788855,0.071715,[28 11] ; [32 11],[28.53658537 10.46341463] ; [31.46341463 11.53658537],0
p9,1,0.81386,0.055436,[34  5] ; [35  6],[33.6375  5.3625] ; [35.3625  5.6375],0
p3,1,0.824994,0.048897,[20 19] ; [21 22],[19.5 19.5] ; [21.5 21.5],0
u1,1,0.827624,0.047415,[ 8 31] ; [ 8 35],[ 7.6097561 31.3902439] ; [ 8.3902439 34.6097561],0
s7,1,0.857869,0.032072,[23 15] ; [25 15],[23.38461538 14.61538462] ; [24.61538462 15.38461538],0
s6,1,0.878811,0.023249,[32  7] ; [35  7],[32.25925926  6.74074074] ; [34.74074074  7.25925926],0
b1,1,0.901973,0.015171,[14 25] ; [16 27],[14.26829268 24.73170732] ; [15.73170732 27.26829268],0
b5,1,0.901973,0.015171,[25 14] ; [27 16],[24.73170732 14.26829268] ; [27.26829268 15.73170732],0
v4,1,0.944252,0.00489,[38  1] ; [42  1],[38.04878049  0.95121951] ; [41.95121951  1.04878049],0
v1,1,0.972089,0.001224,[17 20] ; [19 22],[17.07692308 19.92307692] ; [18.92307692 22.07692308],0
a7,1,0.99507,3.8e-05,[29 10] ; [32 11],[29.01219512  9.98780488] ; [31.98780488 11.01219512],0
