Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,35.925069,[66 36] ; [ 9 49],[47.8125 54.1875] ; [27.1875 30.8125],1
s7,1,1e-06,25.154595,[56 44] ; [ 8 47],[41.29032258 58.70967742] ; [22.70967742 32.29032258],1
s3,1,1e-06,24.091502,[64 38] ; [13 45],[49.0875 52.9125] ; [27.9125 30.0875],1
p4,1,0.000247,13.432765,[61 43] ; [17 42],[49.76687117 54.23312883] ; [28.23312883 30.76687117],1
s8,1,0.000865,11.095328,[48 55] ; [12 47],[38.14814815 64.85185185] ; [21.85185185 37.14814815],1
s5,1,0.002425,9.196,[33 67] ; [ 6 49],[25.16129032 74.83870968] ; [13.83870968 41.16129032],0
p3,1,0.014833,5.936196,[41 63] ; [12 46],[34.02469136 69.97530864] ; [18.97530864 39.02469136],0
p12,1,0.026772,4.905438,[15 89] ; [ 2 57],[10.84662577 93.15337423] ; [ 6.15337423 52.84662577],0
v1,1,0.066423,3.369279,[61 38] ; [27 31],[55.49044586 43.50955414] ; [32.50955414 25.49044586],0
p9,1,0.070377,3.274205,[85 18] ; [40 17],[80.46875 22.53125] ; [44.53125 12.46875],0
r4,1,0.094897,2.789276,[90 14] ; [45 14],[86.13496933 17.86503067] ; [48.86503067 10.13496933],0
r1,1,0.106514,2.605203,[86 17] ; [43 16],[82.01851852 20.98148148] ; [46.98148148 12.01851852],0
a8,1,0.119471,2.424242,[10 80] ; [ 2 52],[ 7.5 82.5] ; [ 4.5 49.5],0
u3,1,0.13057,2.285714,[20 10] ; [ 8 10],[17.5 12.5] ; [10.5  7.5],0
p10,1,0.131844,2.270656,[78 26] ; [37 21],[73.82716049 30.17283951] ; [41.17283951 16.82716049],0
n6,1,0.160869,1.966036,[87 17] ; [44 15],[83.58282209 20.41717791] ; [47.41717791 11.58282209],0
n5,1,0.186766,1.742945,[70 34] ; [33 25],[66.12345679 37.87654321] ; [36.87654321 21.12345679],0
p1,1,0.189729,1.71972,[ 5 99] ; [ 6 53],[ 7.01840491 96.98159509] ; [ 3.98159509 55.01840491],0
v4,1,0.196333,1.669444,[95  9] ; [50  9],[92.51533742 11.48466258] ; [52.48466258  6.51533742],0
