Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,1e-06,23.731811,[108  50] ; [13 33],[93.71568627 64.28431373] ; [27.28431373 18.71568627],1
p7,1,3e-06,21.976701,[122  32] ; [20 26],[109.34  44.66] ; [32.66 13.34],1
p9,1,5.2e-05,16.375985,[152   6] ; [35 10],[145.54679803  12.45320197] ; [41.45320197  3.54679803],1
b1,1,0.000114,14.897541,[ 44 118] ; [27 20],[ 55.03349282 106.96650718] ; [15.96650718 31.03349282],1
n6,1,0.000238,13.500806,[150   9] ; [35 11],[143.48780488  15.51219512] ; [41.51219512  4.48780488],1
p2,1,0.000922,10.977183,[146  15] ; [33 13],[139.22222222  21.77777778] ; [39.77777778  6.22222222],1
p10,1,0.00696,7.2833,[150  11] ; [35  9],[145.29268293  15.70731707] ; [39.70731707  4.29268293],0
p3,1,0.008798,6.863395,[98 63] ; [18 28],[90.22222222 70.77777778] ; [25.77777778 20.22222222],0
p4,1,0.011367,6.40696,[117  43] ; [24 21],[110.04878049  49.95121951] ; [30.95121951 14.04878049],0
p5,1,0.012343,6.26087,[ 42 119] ; [ 4 42],[ 35.77777778 125.22222222] ; [10.22222222 35.77777778],0
r3,1,0.013917,6.048701,[157   4] ; [41  5],[154.   7.] ; [44.  2.],0
n5,1,0.021854,5.257345,[128  32] ; [30 17],[122.12560386  37.87439614] ; [35.87439614 11.12560386],0
v4,1,0.028431,4.80174,[155   3] ; [43  4],[152.60487805   5.39512195] ; [45.39512195  1.60487805],0
p12,1,0.03328,4.531321,[ 27 135] ; [ 2 44],[ 22.58653846 139.41346154] ; [ 6.41346154 39.58653846],0
u3,1,0.050892,3.811835,[27 10] ; [4 6],[24.40425532 12.59574468] ; [6.59574468 3.40425532],0
d1,1,0.064907,3.407344,[113  49] ; [26 21],[107.74162679  54.25837321] ; [31.25837321 15.74162679],0
s4,1,0.116993,2.457117,[ 33 125] ; [15 32],[ 36.99512195 121.00487805] ; [11.00487805 35.99512195],0
r4,1,0.154307,2.029147,[154   8] ; [42  5],[151.92344498  10.07655502] ; [44.07655502  2.92344498],0
s3,1,0.167358,1.906451,[112  43] ; [29 18],[108.19306931  46.80693069] ; [32.80693069 14.19306931],0
n4,1,0.212968,1.551133,[127  35] ; [32 14],[123.83653846  38.16346154] ; [35.16346154 10.83653846],0
p6,1,0.2808,1.163212,[77 83] ; [18 28],[73.78640777 86.21359223] ; [21.21359223 24.78640777],0
d5,1,0.305327,1.050783,[134  27] ; [42  5],[136.23076923  24.76923077] ; [39.76923077  7.23076923],0
b5,1,0.308055,1.038996,[97 65] ; [32 15],[99.99043062 62.00956938] ; [29.00956938 17.99043062],0
u4,1,0.349064,0.876857,[  1 161] ; [ 1 46],[  1.55023923 160.44976077] ; [ 0.44976077 46.55023923],0
u2,1,0.383666,0.758923,[20 16] ; [4 6],[18.7826087 17.2173913] ; [5.2173913 4.7826087],0
d2,1,0.410439,0.67753,[81 79] ; [27 20],[83.47826087 76.52173913] ; [24.52173913 22.47826087],0
b4,1,0.429172,0.625064,[100  62] ; [26 21],[97.66507177 64.33492823] ; [28.33492823 18.66507177],0
v2,1,0.487457,0.482134,[99 58] ; [27 20],[96.97058824 60.02941176] ; [29.02941176 17.97058824],0
b2,1,0.494179,0.467415,[43 61] ; [ 7 14],[41.6 62.4] ; [ 8.4 12.6],0
b3,1,0.494179,0.467415,[43 61] ; [ 7 14],[41.6 62.4] ; [ 8.4 12.6],0
s6,1,0.50035,0.454195,[142  18] ; [40  7],[140.6763285  19.3236715] ; [41.3236715  5.6763285],0
n3,1,0.503233,0.448113,[23  6] ; [12  5],[22.06521739  6.93478261] ; [12.93478261  4.06521739],0
s1,1,0.505913,0.442511,[  7 152] ; [ 1 44],[  6.23529412 152.76470588] ; [ 1.76470588 43.23529412],0
a8,1,0.515,0.423894,[ 20 125] ; [ 7 32],[ 21.27717391 123.72282609] ; [ 5.72282609 33.27717391],0
a5,1,0.532093,0.390392,[134  28] ; [37 10],[132.54545455  29.45454545] ; [38.45454545  8.54545455],0
d3,1,0.532971,0.388724,[130  31] ; [36 11],[128.49038462  32.50961538] ; [37.50961538  9.49038462],0
s8,1,0.534142,0.386506,[90 69] ; [29 18],[91.84951456 67.15048544] ; [27.15048544 19.84951456],0
a2,1,0.59309,0.285545,[ 55 107] ; [14 33],[ 53.48325359 108.51674641] ; [15.51674641 31.48325359],0
