Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,60.930438,[21 31] ; [83  1],[39.76470588 12.23529412] ; [64.23529412 19.76470588],1
r1,1,0.0,55.230964,[14 38] ; [75  9],[34.02941176 17.97058824] ; [54.97058824 29.02941176],1
v4,1,0.0,36.872959,[24 28] ; [77  6],[38.9037037 13.0962963] ; [62.0962963 20.9037037],1
r2,1,0.0,33.329393,[29 22] ; [82  3],[41.625  9.375] ; [69.375 15.625],1
p2,1,3.1e-05,17.369143,[18 32] ; [61 23],[29.47761194 20.52238806] ; [49.52238806 34.47761194],1
a1,1,0.000428,12.407196,[ 9 43] ; [ 1 84],[ 3.79562044 48.20437956] ; [ 6.20437956 78.79562044],1
u3,1,0.000906,11.011114,[ 5 17] ; [19  8],[10.7755102 11.2244898] ; [13.2244898 13.7755102],1
p11,1,0.001042,10.751084,[15 37] ; [49 36],[24.2919708 27.7080292] ; [39.7080292 45.2919708],0
p8,1,0.006344,7.449886,[ 8 41] ; [32 50],[14.96183206 34.03816794] ; [25.03816794 56.96183206],0
d4,1,0.006474,7.413415,[30 22] ; [66 17],[36.97777778 15.02222222] ; [59.02222222 23.97777778],0
p4,1,0.007255,7.208763,[10 41] ; [35 48],[17.12686567 33.87313433] ; [27.87313433 55.12686567],0
b3,1,0.011669,6.360549,[12 17] ; [ 6 35],[ 7.45714286 21.54285714] ; [10.54285714 30.45714286],0
b2,1,0.011669,6.360549,[12 17] ; [ 6 35],[ 7.45714286 21.54285714] ; [10.54285714 30.45714286],0
p3,1,0.014338,5.995996,[ 8 42] ; [30 54],[14.17910448 35.82089552] ; [23.82089552 60.17910448],0
n3,1,0.015319,5.879447,[14 14] ; [19  4],[18.11764706  9.88235294] ; [14.88235294  8.11764706],0
b1,1,0.023522,5.129526,[33 19] ; [37 48],[26.56934307 25.43065693] ; [43.43065693 41.56934307],0
a6,1,0.02633,4.93424,[26 26] ; [58 26],[32.11764706 19.88235294] ; [51.88235294 32.11764706],0
p10,1,0.027982,4.829164,[17 33] ; [44 38],[23.10606061 26.89393939] ; [37.89393939 44.10606061],0
s6,1,0.030345,4.689623,[12 40] ; [35 50],[17.83941606 34.16058394] ; [29.16058394 55.83941606],0
a5,1,0.032947,4.548528,[24 28] ; [55 30],[29.98540146 22.01459854] ; [49.01459854 35.98540146],0
d3,1,0.040962,4.177606,[23 28] ; [53 31],[28.71111111 22.28888889] ; [47.28888889 36.71111111],0
b5,1,0.046246,3.972593,[24 28] ; [54 31],[29.60583942 22.39416058] ; [48.39416058 36.60583942],0
p9,1,0.05364,3.723882,[23 28] ; [51 31],[28.37593985 22.62406015] ; [45.62406015 36.37593985],0
