Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a6,1,0.0,88.04527,[424 110] ; [ 79 106],[373.57719054 160.42280946] ; [129.42280946  55.57719054],1
d3,1,0.0,80.005091,[430 105] ; [ 85 100],[382.67361111 152.32638889] ; [132.32638889  52.67361111],1
a2,1,0.0,37.625833,[173 364] ; [ 17 168],[141.31578947 395.68421053] ; [ 48.68421053 136.31578947],1
u1,1,0.0,29.967026,[136 401] ; [ 12 173],[110.07756233 426.92243767] ; [ 37.92243767 147.07756233],1
b5,1,7e-06,20.255303,[345 192] ; [ 84 101],[319.07617729 217.92382271] ; [109.92382271  75.07617729],1
d1,1,0.000447,12.322754,[351 186] ; [94 91],[330.97645429 206.02354571] ; [114.02354571  70.97645429],1
b2,1,0.001488,10.09373,[106 207] ; [61 60],[120.44009217 192.55990783] ; [46.55990783 74.44009217],0
b3,1,0.001488,10.09373,[106 207] ; [61 60],[120.44009217 192.55990783] ; [46.55990783 74.44009217],0
p2,1,0.009828,6.665739,[458  76] ; [142  41],[446.86192469  87.13807531] ; [153.13807531  29.86192469],0
b1,1,0.010359,6.572017,[187 350] ; [ 84 101],[201.56094183 335.43905817] ; [ 69.43905817 115.56094183],0
p4,1,0.014177,6.015982,[336 195] ; [97 86],[322.0210084 208.9789916] ; [110.9789916  72.0210084],0
s5,1,0.014433,5.984355,[168 350] ; [ 75 101],[181.37463977 336.62536023] ; [ 61.62536023 114.37463977],0
v2,1,0.014986,5.918165,[320 191] ; [93 85],[306.30333817 204.69666183] ; [106.69666183  71.30333817],0
d5,1,0.042147,4.129303,[451  84] ; [143  41],[441.98887344  93.01112656] ; [152.01112656  31.98887344],0
d4,1,0.046013,3.98113,[460  75] ; [146  37],[451.545961  83.454039] ; [154.454039  28.545961],0
p9,1,0.063524,3.442914,[449  79] ; [144  38],[440.9915493  87.0084507] ; [152.0084507  29.9915493],0
u3,1,0.065051,3.403679,[96 47] ; [28 25],[90.46938776 52.53061224] ; [33.53061224 19.46938776],0
s7,1,0.078498,3.095719,[249 261] ; [100  77],[259.08296943 250.91703057] ; [89.91703057 87.08296943],0
a5,1,0.108596,2.574533,[420 117] ; [134  51],[412.04709141 124.95290859] ; [141.95290859  43.04709141],0
s8,1,0.114629,2.489212,[236 296] ; [94 90],[245.19553073 286.80446927] ; [84.80446927 99.19553073],0
n1,1,0.129649,2.296707,[32 71] ; [19 24],[35.97945205 67.02054795] ; [15.02054795 27.97945205],0
p1,1,0.141949,2.156701,[ 47 485] ; [ 10 174],[ 42.35195531 489.64804469] ; [ 14.64804469 169.35195531],0
v4,1,0.168141,1.899442,[521  15] ; [174   9],[518.10848401  17.89151599] ; [176.89151599   6.10848401],0
p10,1,0.194964,1.679705,[436  94] ; [141  40],[430.11251758  99.88748242] ; [146.88748242  34.11251758],0
n6,1,0.222077,1.490899,[452  82] ; [147  35],[446.74022346  87.25977654] ; [152.25977654  29.74022346],0
p8,1,0.243021,1.362984,[287 240] ; [90 92],[280.22425952 246.77574048] ; [96.77574048 85.22425952],0
r2,1,0.24971,1.324926,[523  12] ; [176   7],[520.84261838  14.15738162] ; [178.15738162   4.84261838],0
r4,1,0.256283,1.288723,[525  12] ; [178   7],[522.86842105  14.13157895] ; [180.13157895   4.86842105],0
b4,1,0.271806,1.207612,[318 219] ; [101  84],[311.63850416 225.36149584] ; [107.36149584  77.63850416],0
s4,1,0.298501,1.080878,[ 80 446] ; [ 34 150],[ 84.45633803 441.54366197] ; [ 29.54366197 154.45633803],0
s3,1,0.319054,0.992819,[298 228] ; [112  72],[303.74647887 222.25352113] ; [106.25352113  77.74647887],0
a1,1,0.323106,0.97633,[ 20 517] ; [ 10 175],[ 22.31301939 514.68698061] ; [  7.68698061 177.31301939],0
p11,1,0.323212,0.975906,[423 114] ; [152  33],[427.66620499 109.33379501] ; [147.33379501  37.66620499],0
u4,1,0.355314,0.854387,[ 11 526] ; [  6 179],[ 12.64404432 524.35595568] ; [  4.35595568 180.64404432],0
n2,1,0.420355,0.649323,[73 31] ; [33 10],[74.99319728 29.00680272] ; [31.00680272 11.99319728],0
p5,1,0.433229,0.614152,[ 56 476] ; [ 23 159],[ 58.8627451 473.1372549] ; [ 20.1372549 161.8627451],0
a8,1,0.441007,0.59366,[ 73 401] ; [ 23 154],[ 69.89861751 404.10138249] ; [ 26.10138249 150.89861751],0
s1,1,0.457947,0.550908,[ 17 511] ; [  8 174],[ 18.5915493 509.4084507] ; [  6.4084507 175.5915493],0
a4,1,0.505678,0.443,[257 279] ; [ 83 101],[253.11111111 282.88888889] ; [86.88888889 97.11111111],0
n3,1,0.51535,0.42319,[79 25] ; [29 12],[77.46206897 26.53793103] ; [30.53793103 10.46206897],0
p12,1,0.549032,0.359054,[ 46 486] ; [ 13 167],[ 44.08426966 487.91573034] ; [ 14.91573034 165.08426966],0
n4,1,0.552149,0.353481,[417 119] ; [147  37],[419.86666667 116.13333333] ; [144.13333333  39.86666667],0
s6,1,0.558955,0.341518,[369 160] ; [120  58],[365.8854314 163.1145686] ; [123.1145686  54.8854314],0
v1,1,0.562619,0.33519,[291 233] ; [105  76],[294.33191489 229.66808511] ; [101.66808511  79.33191489],0
a3,1,0.613091,0.255698,[392 143] ; [132  53],[389.36111111 145.63888889] ; [134.63888889  50.36111111],0
d2,1,0.61887,0.247458,[274 260] ; [91 94],[271.08484006 262.91515994] ; [93.91515994 91.08484006],0
s2,1,0.685957,0.163497,[278 251] ; [93 90],[275.64466292 253.35533708] ; [95.35533708 87.64466292],0
u2,1,0.691615,0.157343,[87 56] ; [30 22],[85.8 57.2] ; [31.2 20.8],0
