Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.000422,12.430227,[2 6] ; [98 25],[6.10687023 1.89312977] ; [93.89312977 29.10687023],1
r4,1,0.000707,11.471079,[4 4] ; [112  12],[7.03030303 0.96969697] ; [108.96969697  15.03030303],1
r3,1,0.001091,10.666837,[5 3] ; [115   7],[7.38461538 0.61538462] ; [112.61538462   9.38461538],0
s3,1,0.012513,6.236732,[1 7] ; [70 51],[4.40310078 3.59689922] ; [66.59689922 54.40310078],0
a7,1,0.014725,5.94911,[2 6] ; [83 40],[5.19083969 2.80916031] ; [79.80916031 43.19083969],0
p5,1,0.023676,5.118175,[4 4] ; [ 21 100],[1.5503876 6.4496124] ; [23.4496124 97.5503876],0
n6,1,0.033166,4.537208,[5 3] ; [109  14],[6.96183206 1.03816794] ; [107.03816794  15.96183206],0
p1,1,0.034427,4.473357,[3 5] ; [ 14 108],[1.04615385 6.95384615] ; [ 15.95384615 106.04615385],0
a5,1,0.054563,3.695392,[3 5] ; [87 37],[5.45454545 2.54545455] ; [84.54545455 39.45454545],0
v4,1,0.056256,3.644463,[6 2] ; [115   8],[7.38931298 0.61068702] ; [113.61068702   9.38931298],0
s2,1,0.067803,3.335418,[2 6] ; [72 52],[4.48484848 3.51515152] ; [69.51515152 54.48484848],0
d3,1,0.080293,3.058954,[3 5] ; [84 40],[5.27272727 2.72727273] ; [81.72727273 42.27272727],0
p9,1,0.14534,2.120494,[5 3] ; [98 20],[6.53968254 1.46031746] ; [96.46031746 21.53968254],0
b5,1,0.170276,1.880515,[2 6] ; [62 62],[3.87878788 4.12121212] ; [60.12121212 63.87878788],0
a4,1,0.198926,1.650245,[2 6] ; [60 64],[3.75757576 4.24242424] ; [58.24242424 65.75757576],0
u2,1,0.230346,1.438726,[3 1] ; [17 22],[1.86046512 2.13953488] ; [18.13953488 20.86046512],0
v3,1,0.231596,1.431034,[1 7] ; [40 82],[2.52307692 5.47692308] ; [38.47692308 83.52307692],0
p3,1,0.231916,1.429075,[6 2] ; [65 57],[4.36923077 3.63076923] ; [66.63076923 55.36923077],0
p10,1,0.240105,1.379978,[5 3] ; [96 24],[6.3125 1.6875] ; [94.6875 25.3125],0
d5,1,0.244955,1.351848,[5 3] ; [99 25],[6.3030303 1.6969697] ; [97.6969697 26.3030303],0
a3,1,0.285672,1.139909,[4 4] ; [84 39],[5.3740458 2.6259542] ; [82.6259542 40.3740458],0
s6,1,0.293384,1.104027,[5 3] ; [95 26],[6.20155039 1.79844961] ; [93.79844961 27.20155039],0
d1,1,0.296039,1.091951,[3 5] ; [70 54],[4.42424242 3.57575758] ; [68.57575758 55.42424242],0
s4,1,0.390696,0.736776,[3 5] ; [29 92],[1.98449612 6.01550388] ; [30.01550388 90.98449612],0
v2,1,0.412132,0.672642,[3 5] ; [64 58],[4.12307692 3.87692308] ; [62.87692308 59.12307692],0
p4,1,0.434625,0.610433,[6 2] ; [74 47],[4.96124031 3.03875969] ; [75.03875969 45.96124031],0
b2,1,0.477653,0.504217,[1 4] ; [26 47],[1.73076923 3.26923077] ; [25.26923077 47.73076923],0
b3,1,0.477653,0.504217,[1 4] ; [26 47],[1.73076923 3.26923077] ; [25.26923077 47.73076923],0
a1,1,0.510652,0.43273,[1 7] ; [  8 116],[0.54545455 7.45454545] ; [  8.45454545 115.54545455],0
n4,1,0.538374,0.378562,[5 3] ; [90 34],[5.75757576 2.24242424] ; [89.24242424 34.75757576],0
s7,1,0.593399,0.285068,[2 5] ; [46 73],[2.66666667 4.33333333] ; [45.33333333 73.66666667],0
b4,1,0.721849,0.126728,[5 3] ; [85 39],[5.45454545 2.54545455] ; [84.54545455 39.45454545],0
n5,1,0.725765,0.123036,[6 2] ; [85 38],[5.55725191 2.44274809] ; [85.44274809 37.55725191],0
a6,1,0.737817,0.112054,[5 3] ; [70 54],[4.54545455 3.45454545] ; [70.45454545 53.54545455],0
p2,1,0.764977,0.089372,[7 1] ; [101  20],[6.69767442 1.30232558] ; [101.30232558  19.69767442],0
u3,1,0.772783,0.083368,[2 2] ; [23 17],[2.27272727 1.72727273] ; [22.72727273 17.27272727],0
b1,1,0.796454,0.066532,[3 5] ; [41 83],[2.66666667 5.33333333] ; [41.33333333 82.66666667],0
p12,1,0.807767,0.059199,[1 7] ; [ 12 110],[0.8 7.2] ; [ 12.2 109.8],0
v1,1,0.821778,0.050742,[4 4] ; [56 66],[3.69230769 4.30769231] ; [56.30769231 65.69230769],0
d4,1,0.868078,0.027589,[7 1] ; [105  18],[6.83969466 1.16030534] ; [105.16030534  17.83969466],0
p6,1,0.962239,0.002241,[3 5] ; [44 76],[2.9375 5.0625] ; [44.0625 75.9375],0
d2,1,0.964168,0.002018,[4 4] ; [60 62],[3.93846154 4.06153846] ; [60.06153846 61.93846154],0
p7,1,0.990433,0.000144,[5 3] ; [74 44],[5.01587302 2.98412698] ; [73.98412698 44.01587302],0
p8,1,1.0,0.0,[4 4] ; [60 60],[4. 4.] ; [60. 60.],0
