Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,108.72339,[354  15] ; [68 48],[321.06804124  47.93195876] ; [100.93195876  15.06804124],1
r2,1,0.0,42.382137,[355  11] ; [89 24],[339.25678497  26.74321503] ; [104.74321503   8.25678497],1
d3,1,0.0,33.076756,[274  94] ; [52 62],[248.89626556 119.10373444] ; [77.10373444 36.89626556],1
d1,1,0.0,30.032697,[228 141] ; [38 78],[202.37938144 166.62061856] ; [63.62061856 52.37938144],1
a5,1,0.0,26.574666,[283  86] ; [60 56],[260.9628866 108.0371134] ; [82.0371134 33.9628866],1
v2,1,1e-06,25.068349,[215 132] ; [40 74],[191.94143167 155.05856833] ; [63.05856833 50.94143167],1
v4,1,1e-06,24.25995,[359  10] ; [98 17],[348.41528926  20.58471074] ; [108.58471074   6.41528926],1
d4,1,2e-06,22.492504,[310  58] ; [74 42],[291.96694215  76.03305785] ; [92.03305785 23.96694215],1
a7,1,1.6e-05,18.578947,[289  79] ; [67 48],[271.23809524  96.76190476] ; [84.76190476 30.23809524],1
d5,1,1.7e-05,18.466667,[306  62] ; [74 41],[289.52380952  78.47619048] ; [90.47619048 24.52380952],1
u1,1,2.1e-05,18.125721,[ 69 300] ; [  3 113],[ 54.77938144 314.22061856] ; [17.22061856 98.77938144],1
a6,1,8e-05,15.569717,[274  94] ; [64 52],[256.99173554 111.00826446] ; [81.00826446 34.99173554],1
r3,1,0.000658,11.605355,[357  12] ; [102  13],[349.94008264  19.05991736] ; [109.05991736   5.94008264],1
s6,1,0.001343,10.282138,[228 139] ; [52 63],[213.19502075 153.80497925] ; [66.80497925 48.19502075],0
a2,1,0.001744,9.801673,[ 92 277] ; [ 13 103],[ 79.88659794 289.11340206] ; [25.11340206 90.88659794],0
a3,1,0.001878,9.665173,[268  99] ; [67 49],[254.54451346 112.45548654] ; [80.45548654 35.54451346],0
v1,1,0.002587,9.07797,[199 159] ; [44 68],[185.09361702 172.90638298] ; [57.90638298 54.09361702],0
a4,1,0.003159,8.713333,[171 196] ; [36 80],[157.28571429 209.71428571] ; [49.71428571 66.28571429],0
u3,1,0.004084,8.246104,[58 41] ; [16 32],[49.83673469 49.16326531] ; [24.16326531 23.83673469],0
d2,1,0.005123,7.835648,[175 193] ; [38 78],[161.95041322 206.04958678] ; [51.04958678 64.95041322],0
s8,1,0.005897,7.581578,[154 214] ; [32 84],[141.4214876 226.5785124] ; [44.5785124 71.4214876],0
s7,1,0.007067,7.255853,[160 195] ; [34 77],[147.78969957 207.21030043] ; [46.21030043 64.78969957],0
p4,1,0.016805,5.716643,[221 147] ; [54 60],[209.95850622 158.04149378] ; [65.04149378 48.95850622],0
n4,1,0.018299,5.567248,[288  81] ; [78 38],[278.46185567  90.53814433] ; [87.53814433 28.46185567],0
u2,1,0.022576,5.200872,[62 37] ; [21 28],[55.52027027 43.47972973] ; [27.47972973 21.52027027],0
p10,1,0.023202,5.153328,[333  36] ; [94 20],[326.2173913  42.7826087] ; [100.7826087  13.2173913],0
v3,1,0.0427,4.107231,[140 209] ; [34 81],[130.875 218.125] ; [43.125 71.875],0
s3,1,0.050799,3.81488,[186 180] ; [46 68],[176.9 189.1] ; [55.1 58.9],0
p7,1,0.051749,3.783881,[228 132] ; [60 53],[219.19661734 140.80338266] ; [68.80338266 44.19661734],0
s2,1,0.055867,3.656012,[154 214] ; [37 79],[145.2231405 222.7768595] ; [45.7768595 70.2231405],0
p8,1,0.057746,3.600964,[193 170] ; [49 65],[184.16352201 178.83647799] ; [57.83647799 56.16352201],0
n6,1,0.065454,3.393504,[309  58] ; [89 27],[302.41407867  64.58592133] ; [95.58592133 20.41407867],0
p2,1,0.076353,3.140864,[317  49] ; [91 23],[311.1  54.9] ; [96.9 17.1],0
b5,1,0.090965,2.857206,[229 140] ; [82 34],[236.61649485 132.38350515] ; [74.38350515 41.61649485],0
n3,1,0.093499,2.813079,[55 24] ; [28  5],[58.54464286 20.45535714] ; [24.45535714  8.54464286],0
a1,1,0.177877,1.815271,[ 12 357] ; [  7 109],[ 14.4556701 354.5443299] ; [  4.5443299 111.4556701],0
n1,1,0.17883,1.807317,[25 53] ; [15 18],[28.10810811 49.89189189] ; [11.89189189 21.10810811],0
p6,1,0.187164,1.739804,[122 243] ; [30 82],[116.31027254 248.68972746] ; [35.68972746 76.31027254],0
u4,1,0.200022,1.642213,[ 11 358] ; [  1 115],[  9.12989691 359.87010309] ; [  2.87010309 113.12989691],0
p3,1,0.228228,1.45187,[174 194] ; [47 68],[168.38095238 199.61904762] ; [52.61904762 62.38095238],0
n2,1,0.265167,1.24158,[54 25] ; [26  7],[56.42857143 22.57142857] ; [23.57142857  9.42857143],0
p1,1,0.26683,1.232972,[ 21 346] ; [ 10 106],[ 23.55486542 343.44513458] ; [  7.44513458 108.55486542],0
b1,1,0.279353,1.170233,[126 243] ; [46 70],[130.86185567 238.13814433] ; [41.13814433 74.86185567],0
a8,1,0.441435,0.59255,[ 49 283] ; [13 97],[ 46.57013575 285.42986425] ; [15.42986425 94.57013575],0
s1,1,0.455609,0.55666,[ 11 354] ; [  2 114],[  9.86486486 355.13513514] ; [  3.13513514 112.86486486],0
b2,1,0.490478,0.475478,[ 78 139] ; [22 48],[ 75.6097561 141.3902439] ; [24.3902439 45.6097561],0
b3,1,0.490478,0.475478,[ 78 139] ; [22 48],[ 75.6097561 141.3902439] ; [24.3902439 45.6097561],0
s4,1,0.492383,0.471314,[ 39 328] ; [ 15 101],[ 41.0310559 325.9689441] ; [ 12.9689441 103.0310559],0
b4,1,0.703251,0.145112,[211 158] ; [64 52],[209.22680412 159.77319588] ; [65.77319588 50.22680412],0
p11,1,0.750046,0.101492,[310  59] ; [96 20],[308.89484536  60.10515464] ; [97.10515464 18.89484536],0
n5,1,0.751705,0.100104,[279  87] ; [86 29],[277.73388773  88.26611227] ; [87.26611227 27.73388773],0
p12,1,0.775485,0.081344,[ 22 346] ; [  6 108],[ 21.37759336 346.62240664] ; [  6.62240664 107.37759336],0
p5,1,0.886369,0.02042,[ 24 341] ; [  8 107],[ 24.33333333 340.66666667] ; [  7.66666667 107.33333333],0
