Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,7.2e-05,15.746962,[28 33] ; [42  9],[38.125 22.875] ; [31.875 19.125],1
a8,1,0.17607,1.830488,[ 7 50] ; [ 2 42],[ 5.07920792 51.92079208] ; [ 3.92079208 40.07920792],0
s5,1,0.207152,1.59122,[ 6 54] ; [ 9 40],[ 8.25688073 51.74311927] ; [ 6.74311927 42.25688073],0
p6,1,0.209289,1.576336,[10 50] ; [13 36],[12.66055046 47.33944954] ; [10.33944954 38.66055046],0
v4,1,0.215206,1.536055,[50 11] ; [46  5],[52.28571429  8.71428571] ; [43.71428571  7.28571429],0
d4,1,0.236047,1.40405,[52  9] ; [39 12],[49.5625 11.4375] ; [41.4375  9.5625],0
v1,1,0.269981,1.216843,[19 42] ; [21 30],[21.78571429 39.21428571] ; [18.21428571 32.78571429],0
n5,1,0.273313,1.200043,[32 29] ; [32 19],[34.85714286 26.14285714] ; [29.14285714 21.85714286],0
n2,1,0.288256,1.127751,[13 11] ; [12  5],[14.63414634  9.36585366] ; [10.36585366  6.63414634],0
n3,1,0.300299,1.072866,[13 10] ; [13  5],[14.58536585  8.41463415] ; [11.41463415  6.58536585],0
d1,1,0.308171,1.038499,[30 31] ; [30 21],[32.67857143 28.32142857] ; [27.32142857 23.67857143],0
d2,1,0.342773,0.900032,[28 33] ; [28 23],[30.5 30.5] ; [25.5 25.5],0
n1,1,0.349898,0.873828,[11 12] ; [ 6 12],[ 9.53658537 13.46341463] ; [ 7.46341463 10.53658537],0
v2,1,0.382114,0.763889,[25 35] ; [25 25],[27.27272727 32.72727273] ; [22.72727273 27.27272727],0
a6,1,0.411498,0.674468,[45 16] ; [34 17],[43.02678571 17.97321429] ; [35.97321429 15.02678571],0
r3,1,0.430191,0.622308,[52  9] ; [46  5],[53.375  7.625] ; [44.625  6.375],0
u3,1,0.522387,0.409178,[11  6] ; [12 10],[10.02564103  6.97435897] ; [12.97435897  9.02564103],0
a2,1,0.565768,0.329816,[16 45] ; [11 40],[14.70535714 46.29464286] ; [12.29464286 38.70535714],0
v3,1,0.569005,0.324351,[17 43] ; [17 34],[18.37837838 41.62162162] ; [15.62162162 35.37837838],0
b2,1,0.57948,0.307076,[10 19] ; [11 28],[ 8.95588235 20.04411765] ; [12.04411765 26.95588235],0
b3,1,0.57948,0.307076,[10 19] ; [11 28],[ 8.95588235 20.04411765] ; [12.04411765 26.95588235],0
a1,1,0.635771,0.224316,[ 5 56] ; [ 3 48],[ 4.35714286 56.64285714] ; [ 3.64285714 47.35714286],0
a4,1,0.659274,0.194407,[24 37] ; [18 33],[22.875 38.125] ; [19.125 31.875],0
p10,1,0.707763,0.140521,[16 45] ; [15 36],[16.88392857 44.11607143] ; [14.11607143 36.88392857],0
r1,1,0.754363,0.097902,[47 14] ; [38 13],[46.29464286 14.70535714] ; [38.70535714 12.29464286],0
b4,1,0.7557,0.096803,[40 21] ; [32 19],[39.21428571 21.78571429] ; [32.78571429 18.21428571],0
s1,1,0.865472,0.028701,[ 4 56] ; [ 3 48],[ 3.78378378 56.21621622] ; [ 3.21621622 47.78378378],0
b1,1,0.904859,0.014286,[34 27] ; [29 22],[34.3125 26.6875] ; [28.6875 22.3125],0
b5,1,0.932377,0.0072,[39 22] ; [33 18],[39.21428571 21.78571429] ; [32.78571429 18.21428571],0
n4,1,0.951175,0.003749,[41 20] ; [34 17],[40.84821429 20.15178571] ; [34.15178571 16.84821429],0
