Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,84.431828,[135   6] ; [19 34],[111.92783505  29.07216495] ; [42.07216495 10.92783505],1
v4,1,0.0,64.506879,[136   4] ; [27 27],[117.62886598  22.37113402] ; [45.37113402  8.62886598],1
r2,1,0.0,57.772118,[138   3] ; [29 23],[122.00518135  18.99481865] ; [44.99481865  7.00518135],1
r1,1,0.0,37.254472,[106  35] ; [15 39],[87.49230769 53.50769231] ; [33.50769231 20.49230769],1
s6,1,0.0,34.153542,[83 56] ; [ 7 47],[64.81865285 74.18134715] ; [25.18134715 28.81865285],1
p11,1,1e-06,23.330876,[98 43] ; [17 37],[83.15384615 57.84615385] ; [31.84615385 22.15384615],1
b5,1,8.8e-05,15.386709,[98 43] ; [21 33],[86.04615385 54.95384615] ; [32.95384615 21.04615385],1
s2,1,0.000112,14.93101,[62 77] ; [ 8 46],[50.41450777 88.58549223] ; [19.58549223 34.41450777],1
a1,1,0.000148,14.402914,[  2 139] ; [ 8 46],[  7.23076923 133.76923077] ; [ 2.76923077 51.23076923],1
u3,1,0.00051,12.080367,[35 16] ; [ 7 19],[27.81818182 23.18181818] ; [14.18181818 11.81818182],1
s3,1,0.001238,10.432384,[70 69] ; [13 40],[60.08854167 78.91145833] ; [22.91145833 30.08854167],0
n6,1,0.002064,9.491994,[111  30] ; [30 23],[102.47938144  38.52061856] ; [38.52061856 14.47938144],0
a7,1,0.002394,9.219858,[96 45] ; [24 30],[86.76923077 54.23076923] ; [33.23076923 20.76923077],0
p9,1,0.003142,8.722868,[101  38] ; [26 26],[92.42408377 46.57591623] ; [34.57591623 17.42408377],0
p4,1,0.004649,8.011209,[56 84] ; [10 44],[47.62886598 92.37113402] ; [18.37113402 35.62886598],0
u2,1,0.004866,7.928406,[29 22] ; [ 6 20],[23.18181818 27.81818182] ; [11.81818182 14.18181818],0
a6,1,0.00502,7.872224,[96 45] ; [25 29],[87.49230769 53.50769231] ; [33.50769231 20.49230769],0
p2,1,0.00607,7.529551,[93 48] ; [24 30],[84.6 56.4] ; [32.4 21.6],0
s8,1,0.007407,7.171583,[45 96] ; [ 7 47],[ 37.6 103.4] ; [14.4 39.6],0
d5,1,0.014154,6.018851,[104  37] ; [30 24],[96.89230769 44.10769231] ; [37.10769231 16.89230769],0
p10,1,0.019031,5.498647,[90 49] ; [25 29],[82.8238342 56.1761658] ; [32.1761658 21.8238342],0
n2,1,0.020594,5.360806,[33 13] ; [12 15],[28.35616438 17.64383562] ; [16.64383562 10.35616438],0
p6,1,0.041572,4.152549,[ 20 121] ; [ 2 51],[ 15.98969072 125.01030928] ; [ 6.01030928 46.98969072],0
