Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r3,1,0.0,84.431828,[135   6] ; [19 34],[111.92783505  29.07216495] ; [42.07216495 10.92783505],1
b1,1,0.051537,3.790719,[54 87] ; [29 25],[60.01538462 80.98461538] ; [22.98461538 31.01538462],0
d3,1,0.051537,3.790719,[87 54] ; [25 29],[80.98461538 60.01538462] ; [31.01538462 22.98461538],0
d4,1,0.052056,3.773965,[106  35] ; [33 21],[100.50769231  40.49230769] ; [38.49230769 15.50769231],0
s5,1,0.053606,3.724926,[35 98] ; [ 7 46],[ 30.03225806 102.96774194] ; [11.96774194 41.03225806],0
b2,1,0.068355,3.322098,[25 57] ; [16 17],[29.23478261 52.76521739] ; [11.76521739 21.23478261],0
b3,1,0.068355,3.322098,[25 57] ; [16 17],[29.23478261 52.76521739] ; [11.76521739 21.23478261],0
n3,1,0.071447,3.249467,[27 16] ; [11 16],[23.34285714 19.65714286] ; [14.65714286 12.34285714],0
p3,1,0.087537,2.919085,[43 97] ; [10 44],[ 38.24742268 101.75257732] ; [14.75257732 39.24742268],0
a5,1,0.10404,2.642503,[91 50] ; [28 26],[86.04615385 54.95384615] ; [32.95384615 21.04615385],0
u1,1,0.107173,2.595423,[ 23 118] ; [ 4 50],[ 19.52307692 121.47692308] ; [ 7.47692308 46.52307692],0
d1,1,0.120643,2.408951,[67 74] ; [19 35],[62.18461538 78.81538462] ; [23.81538462 30.18461538],0
a2,1,0.123622,2.370821,[ 29 112] ; [ 6 48],[ 25.30769231 115.69230769] ; [ 9.69230769 44.30769231],0
a4,1,0.140457,2.172949,[64 76] ; [18 35],[59.48186528 80.51813472] ; [22.51813472 30.48186528],0
a3,1,0.145057,2.123479,[90 50] ; [28 25],[85.59585492 54.40414508] ; [32.40414508 20.59585492],0
p8,1,0.180591,1.792754,[ 33 107] ; [ 8 46],[ 29.58762887 110.41237113] ; [11.41237113 42.58762887],0
v1,1,0.22671,1.461385,[46 91] ; [13 40],[42.54210526 94.45789474] ; [16.45789474 36.54210526],0
n4,1,0.240564,1.377287,[101  40] ; [34 20],[97.61538462 43.38461538] ; [37.38461538 16.61538462],0
a8,1,0.255726,1.291748,[ 15 118] ; [ 3 49],[ 12.94054054 120.05945946] ; [ 5.05945946 46.94054054],0
d2,1,0.277606,1.178773,[65 75] ; [20 33],[61.65803109 78.34196891] ; [23.34196891 29.65803109],0
s7,1,0.28117,1.161427,[48 86] ; [14 37],[44.90810811 89.09189189] ; [17.09189189 33.90810811],0
v3,1,0.302984,1.061014,[ 26 109] ; [ 7 47],[ 23.57142857 111.42857143] ; [ 9.42857143 44.57142857],0
p1,1,0.343177,0.898528,[ 14 126] ; [ 8 46],[ 15.87628866 124.12371134] ; [ 6.12371134 47.87628866],0
s4,1,0.393568,0.727891,[ 28 111] ; [ 8 46],[ 25.92746114 113.07253886] ; [10.07253886 43.92746114],0
s1,1,0.678373,0.171963,[ 13 127] ; [ 4 50],[ 12.26804124 127.73195876] ; [ 4.73195876 49.26804124],0
b4,1,0.685583,0.163909,[88 53] ; [32 22],[86.76923077 54.23076923] ; [33.23076923 20.76923077],0
p12,1,0.704878,0.143447,[  4 136] ; [ 1 52],[  3.62694301 136.37305699] ; [ 1.37305699 51.62694301],0
n5,1,0.758087,0.094861,[96 45] ; [38 16],[96.89230769 44.10769231] ; [37.10769231 16.89230769],0
n1,1,0.901757,0.015238,[19 26] ; [11 16],[18.75 26.25] ; [11.25 15.75],0
p5,1,0.906128,0.013906,[ 11 128] ; [ 4 50],[ 10.80310881 128.19689119] ; [ 4.19689119 49.80310881],0
