Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.064889,3.40781,[2 2] ; [100  18],[3.3442623 0.6557377] ; [98.6557377 19.3442623],0
p12,1,0.096206,2.767339,[1 3] ; [  6 110],[0.23333333 3.76666667] ; [  6.76666667 109.23333333],0
b4,1,0.127452,2.323265,[1 3] ; [74 44],[2.45901639 1.54098361] ; [72.54098361 45.45901639],0
p8,1,0.13134,2.276596,[3 1] ; [44 73],[1.55371901 2.44628099] ; [45.44628099 71.55371901],0
v1,1,0.152811,2.043963,[3 1] ; [44 68],[1.62068966 2.37931034] ; [45.37931034 66.62068966],0
b3,1,0.160692,1.967702,[2 1] ; [18 45],[0.90909091 2.09090909] ; [19.09090909 43.90909091],0
b2,1,0.160692,1.967702,[2 1] ; [18 45],[0.90909091 2.09090909] ; [19.09090909 43.90909091],0
s1,1,0.170366,1.879723,[1 3] ; [  8 110],[0.29508197 3.70491803] ; [  8.70491803 109.29508197],0
p3,1,0.188256,1.731213,[3 1] ; [49 68],[1.71900826 2.28099174] ; [50.28099174 66.71900826],0
r1,1,0.195194,1.677974,[2 2] ; [91 26],[3.07438017 0.92561983] ; [89.92561983 27.07438017],0
s6,1,0.235122,1.409602,[2 2] ; [89 28],[3.00826446 0.99173554] ; [87.99173554 29.00826446],0
p4,1,0.249058,1.32858,[3 1] ; [54 64],[1.86885246 2.13114754] ; [55.13114754 62.86885246],0
v3,1,0.301109,1.069277,[2 2] ; [30 83],[1.09401709 2.90598291] ; [30.90598291 82.09401709],0
s2,1,0.33797,0.918115,[2 2] ; [85 33],[2.85245902 1.14754098] ; [84.14754098 33.85245902],0
d1,1,0.341786,0.903722,[3 1] ; [60 58],[2.06557377 1.93442623] ; [60.93442623 57.06557377],0
v2,1,0.352253,0.865326,[3 1] ; [57 54],[2.08695652 1.91304348] ; [57.91304348 53.08695652],0
d2,1,0.411783,0.673647,[1 3] ; [54 64],[1.80327869 2.19672131] ; [53.19672131 64.80327869],0
a5,1,0.50504,0.44433,[2 2] ; [78 40],[2.62295082 1.37704918] ; [77.37704918 40.62295082],0
n6,1,0.520843,0.412224,[3 1] ; [69 48],[2.38016529 1.61983471] ; [69.61983471 47.38016529],0
n4,1,0.52932,0.395697,[1 3] ; [48 70],[1.60655738 2.39344262] ; [47.39344262 70.60655738],0
a3,1,0.538825,0.377722,[2 2] ; [76 41],[2.5785124 1.4214876] ; [75.4214876 41.5785124],0
a6,1,0.555107,0.348248,[2 2] ; [76 42],[2.55737705 1.44262295] ; [75.44262295 42.55737705],0
b1,1,0.735868,0.113792,[1 3] ; [39 79],[1.31147541 2.68852459] ; [38.68852459 79.31147541],0
p7,1,0.769023,0.086232,[2 2] ; [66 49],[2.28571429 1.71428571] ; [65.71428571 49.28571429],0
s8,1,0.787909,0.072376,[2 2] ; [51 67],[1.73770492 2.26229508] ; [51.26229508 66.73770492],0
d3,1,0.868283,0.027503,[3 1] ; [84 34],[2.85245902 1.14754098] ; [84.14754098 33.85245902],0
s7,1,0.943013,0.00511,[2 2] ; [53 57],[1.92982456 2.07017544] ; [53.07017544 56.92982456],0
