Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,111.99542,[ 49 238] ; [233 175],[116.45179856 170.54820144] ; [165.54820144 242.45179856],1
v1,1,0.0,51.823623,[115 171] ; [277 132],[161.31223022 124.68776978] ; [230.68776978 178.31223022],1
r1,1,6.6e-05,15.913526,[213  80] ; [354  63],[233.98732394  59.01267606] ; [333.01267606  83.98732394],1
a5,1,0.000215,13.697637,[200  94] ; [336  83],[221.01542777  72.98457223] ; [314.98457223 104.01542777],1
a3,1,0.000767,11.318867,[193  99] ; [324  94],[212.62535211  79.37464789] ; [304.37464789 113.62535211],1
d5,1,0.001025,10.78249,[221  70] ; [358  60],[237.64315938  53.35684062] ; [341.35684062  76.64315938],0
d1,1,0.001467,10.120063,[156 138] ; [272 147],[176.48246844 117.51753156] ; [251.51753156 167.48246844],0
d2,1,0.003309,8.628733,[121 171] ; [220 198],[140.24225352 151.75774648] ; [200.75774648 217.24225352],0
p3,1,0.014275,6.003768,[139 155] ; [236 181],[155.06329114 138.93670886] ; [219.93670886 197.06329114],0
a7,1,0.016221,5.778808,[199  94] ; [318 100],[213.05344585  79.94655415] ; [303.94655415 114.05344585],0
p7,1,0.019399,5.465186,[177 110] ; [289 123],[191.33333333  95.66666667] ; [274.66666667 137.33333333],0
p12,1,0.026687,4.910975,[ 18 274] ; [ 46 372],[ 26.32112676 265.67887324] ; [ 37.67887324 380.32112676],0
u1,1,0.030443,4.684101,[ 43 251] ; [ 88 331],[ 54.01683029 239.98316971] ; [ 76.98316971 342.01683029],0
d4,1,0.031936,4.601936,[233  59] ; [359  59],[243.47042254  48.52957746] ; [348.52957746  69.47042254],0
r2,1,0.033488,4.520662,[270  21] ; [398  15],[276.11931818  14.88068182] ; [391.88068182  21.11931818],0
d3,1,0.034117,4.488825,[190 101] ; [304 114],[202.75599436  88.24400564] ; [291.24400564 126.75599436],0
s7,1,0.038912,4.264694,[135 150] ; [222 179],[148.31632653 136.68367347] ; [208.68367347 192.31632653],0
n4,1,0.040074,4.214753,[218  75] ; [338  80],[229.12517581  63.87482419] ; [326.87482419  91.12517581],0
s4,1,0.054142,3.708301,[ 60 230] ; [ 63 354],[ 50.45261669 239.54738331] ; [ 72.54738331 344.45261669],0
b1,1,0.058205,3.587807,[112 182] ; [131 288],[100.19915849 193.80084151] ; [142.80084151 276.19915849],0
s8,1,0.059078,3.563087,[128 166] ; [211 205],[140.37464789 153.62535211] ; [198.62535211 217.37464789],0
s1,1,0.08298,3.005552,[ 12 278] ; [  8 406],[  8.23863636 281.76136364] ; [ 11.76136364 402.23863636],0
a2,1,0.104298,2.638562,[ 61 233] ; [109 310],[ 70.09817672 223.90182328] ; [ 99.90182328 319.09817672],0
a1,1,0.118609,2.435592,[ 10 284] ; [ 25 394],[ 14.43197756 279.56802244] ; [ 20.56802244 398.43197756],0
p10,1,0.122847,2.380643,[258  33] ; [384  33],[263.87288136  27.12711864] ; [378.12711864  38.87288136],0
a6,1,0.152862,2.043452,[191 102] ; [293 124],[199.73521127  93.26478873] ; [284.26478873 132.73521127],0
p11,1,0.1652,1.925969,[239  55] ; [357  62],[245.75596073  48.24403927] ; [350.24403927  68.75596073],0
n5,1,0.171641,1.868549,[218  74] ; [328  87],[225.5049505  66.4950495] ; [320.4950495  94.5049505],0
u4,1,0.182131,1.780153,[  4 290] ; [ 12 407],[  6.59747546 287.40252454] ; [  9.40252454 409.59747546],0
n1,1,0.190219,1.715917,[28 40] ; [24 54],[24.21917808 43.78082192] ; [27.78082192 50.21917808],0
n3,1,0.213343,1.548596,[48 20] ; [62 16],[51.23287671 16.76712329] ; [58.76712329 19.23287671],0
n6,1,0.217616,1.520021,[249  44] ; [365  49],[254.4582744  38.5417256] ; [359.5417256  54.4582744],0
b5,1,0.233908,1.41694,[187 107] ; [248 171],[179.36886396 114.63113604] ; [255.63113604 163.36886396],0
p4,1,0.28712,1.133077,[177 116] ; [267 148],[183.74576271 109.25423729] ; [260.25423729 154.74576271],0
r4,1,0.297841,1.083838,[269  25] ; [392  27],[272.55820477  21.44179523] ; [388.44179523  30.55820477],0
p8,1,0.318962,0.993198,[155 138] ; [233 178],[161.48295455 131.51704545] ; [226.51704545 184.48295455],0
a4,1,0.343457,0.897484,[128 166] ; [197 221],[134.1994382 159.8005618] ; [190.8005618 227.1994382],0
s5,1,0.343541,0.897173,[ 97 186] ; [152 250],[102.87153285 180.12846715] ; [146.12846715 255.87153285],0
p6,1,0.369508,0.80532,[110 181] ; [170 243],[115.73863636 175.26136364] ; [164.26136364 248.73863636],0
b4,1,0.370742,0.801174,[162 132] ; [245 174],[167.82328191 126.17671809] ; [239.17671809 179.82328191],0
s2,1,0.405381,0.692308,[149 143] ; [226 191],[154.44287729 137.55712271] ; [220.55712271 196.44287729],0
s6,1,0.423058,0.641804,[196  91] ; [293 119],[200.77682403  86.22317597] ; [288.22317597 123.77682403],0
u2,1,0.544047,0.36809,[58 42] ; [51 44],[55.8974359 44.1025641] ; [53.1025641 41.8974359],0
u3,1,0.633133,0.227836,[55 44] ; [56 39],[56.6443299 42.3556701] ; [54.3556701 40.6443299],0
p1,1,0.641372,0.216952,[ 26 267] ; [ 33 385],[ 24.31364276 268.68635724] ; [ 34.68635724 383.31364276],0
n2,1,0.671905,0.179382,[51 18] ; [60 18],[52.10204082 16.89795918] ; [58.89795918 19.10204082],0
a8,1,0.701816,0.14659,[ 39 233] ; [ 58 318],[ 40.71604938 231.28395062] ; [ 56.28395062 319.71604938],0
s3,1,0.707915,0.140368,[165 128] ; [239 175],[167.42857143 125.57142857] ; [236.57142857 177.42857143],0
b3,1,0.870171,0.026713,[ 66 105] ; [102 157],[ 66.80930233 104.19069767] ; [101.19069767 157.80930233],0
b2,1,0.870171,0.026713,[ 66 105] ; [102 157],[ 66.80930233 104.19069767] ; [101.19069767 157.80930233],0
p5,1,0.925902,0.008649,[ 36 254] ; [ 53 366],[ 36.40338505 253.59661495] ; [ 52.59661495 366.40338505],0
p2,1,0.93886,0.005883,[253  39] ; [363  55],[253.34084507  38.65915493] ; [362.65915493  55.34084507],0
v4,1,0.995233,3.6e-05,[281  12] ; [399  17],[281.01551481  11.98448519] ; [398.98448519  17.01551481],0
