Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.00011,14.964914,[67  4] ; [18 10],[60.95959596 10.04040404] ; [24.04040404  3.95959596],1
s7,1,0.002746,8.969104,[33 34] ; [ 4 22],[26.65591398 40.34408602] ; [10.34408602 15.65591398],0
n4,1,0.004284,8.159387,[53 18] ; [13 16],[46.86 24.14] ; [19.14  9.86],0
n5,1,0.009358,6.753242,[47 24] ; [11 18],[41.18 29.82] ; [16.82 12.18],0
s8,1,0.021408,5.293288,[26 44] ; [ 4 25],[21.21212121 48.78787879] ; [ 8.78787879 20.21212121],0
p4,1,0.021552,5.281626,[37 33] ; [ 8 21],[31.81818182 38.18181818] ; [13.18181818 15.81818182],0
p11,1,0.021629,5.275369,[40 31] ; [ 9 20],[34.79 36.21] ; [14.21 14.79],0
s2,1,0.023867,5.104238,[31 38] ; [ 6 23],[26.05102041 42.94897959] ; [10.94897959 18.05102041],0
n2,1,0.033895,4.5,[20 10] ; [ 5 10],[16.66666667 13.33333333] ; [8.33333333 6.66666667],0
r3,1,0.050946,3.810037,[65  5] ; [23  6],[62.22222222  7.77777778] ; [25.77777778  3.22222222],0
p8,1,0.059002,3.565219,[28 41] ; [ 6 23],[23.93877551 45.06122449] ; [10.06122449 18.93877551],0
u1,1,0.097693,2.742812,[24 47] ; [ 5 24],[20.59 50.41] ; [ 8.41 20.59],0
p6,1,0.108694,2.573101,[21 47] ; [ 4 23],[17.89473684 50.10526316] ; [ 7.10526316 19.89473684],0
s6,1,0.118545,2.436443,[41 29] ; [12 17],[37.47474747 32.52525253] ; [15.52525253 13.47474747],0
p2,1,0.126144,2.339323,[46 25] ; [14 15],[42.6 28.4] ; [17.4 11.6],0
p9,1,0.146775,2.105447,[29 38] ; [ 8 21],[25.82291667 41.17708333] ; [11.17708333 17.82291667],0
r4,1,0.161633,1.95888,[56 15] ; [19 10],[53.25 17.75] ; [21.75  7.25],0
r2,1,0.168461,1.896585,[65  4] ; [24  4],[63.30927835  5.69072165] ; [25.69072165  2.30927835],0
v3,1,0.208485,1.581914,[22 46] ; [ 5 21],[19.53191489 48.46808511] ; [ 7.46808511 18.53191489],0
s1,1,0.230456,1.438043,[ 3 67] ; [ 3 25],[ 4.28571429 65.71428571] ; [ 1.71428571 26.28571429],0
a3,1,0.311833,1.022895,[52 19] ; [24  5],[53.96 17.04] ; [22.04  6.96],0
u2,1,0.32179,0.981658,[10  8] ; [4 1],[10.95652174  7.04347826] ; [3.04347826 1.95652174],0
b1,1,0.358873,0.841833,[32 39] ; [16 13],[34.08 36.92] ; [13.92 15.08],0
b4,1,0.471674,0.518051,[41 30] ; [19 10],[42.6 28.4] ; [17.4 11.6],0
a4,1,0.478027,0.50336,[43 27] ; [20  9],[44.54545455 25.45454545] ; [18.45454545 10.54545455],0
d4,1,0.479741,0.499451,[69  1] ; [26  1],[68.55670103  1.44329897] ; [26.44329897  0.55670103],0
s5,1,0.490652,0.475096,[14 55] ; [ 4 24],[12.80412371 56.19587629] ; [ 5.19587629 22.80412371],0
u4,1,0.492275,0.47155,[ 5 66] ; [ 1 28],[ 4.26 66.74] ; [ 1.74 27.26],0
a8,1,0.498379,0.458387,[ 5 57] ; [ 1 24],[ 4.27586207 57.72413793] ; [ 1.72413793 23.27586207],0
u3,1,0.549185,0.358779,[14  5] ; [3 2],[13.45833333  5.54166667] ; [3.54166667 1.45833333],0
a6,1,0.555595,0.34739,[49 22] ; [21  7],[50.2020202 20.7979798] ; [19.7979798  8.2020202],0
v1,1,0.571779,0.319716,[28 41] ; [10 19],[26.75510204 42.24489796] ; [11.24489796 17.75510204],0
r1,1,0.730846,0.118336,[53 17] ; [21  8],[52.32323232 17.67676768] ; [21.67676768  7.32323232],0
d2,1,0.784421,0.074836,[55 14] ; [23  5],[55.48453608 13.51546392] ; [22.51546392  5.48453608],0
a2,1,0.797094,0.066105,[25 46] ; [11 18],[25.56 45.44] ; [10.44 18.56],0
v2,1,0.799325,0.064628,[35 34] ; [15 13],[35.56701031 33.43298969] ; [14.43298969 13.56701031],0
a7,1,0.810199,0.057681,[49 21] ; [21  8],[49.49494949 20.50505051] ; [20.50505051  8.49494949],0
d3,1,0.830883,0.045612,[62  9] ; [24  4],[61.67676768  9.32323232] ; [24.32323232  3.67676768],0
s4,1,0.839992,0.040765,[ 8 60] ; [ 3 26],[ 7.71134021 60.28865979] ; [ 3.28865979 25.71134021],0
d5,1,0.843636,0.038905,[69  2] ; [27  1],[68.84848485  2.15151515] ; [27.15151515  0.84848485],0
s3,1,0.848012,0.036732,[30 39] ; [12 17],[29.57142857 39.42857143] ; [12.42857143 16.57142857],0
b5,1,0.901914,0.015189,[45 26] ; [18 11],[44.73 26.27] ; [18.27 10.73],0
a5,1,0.912259,0.012142,[57 14] ; [23  6],[56.8 14.2] ; [23.2  5.8],0
b2,1,0.927161,0.008357,[17 30] ; [ 7 13],[16.8358209 30.1641791] ; [ 7.1641791 12.8358209],0
b3,1,0.927161,0.008357,[17 30] ; [ 7 13],[16.8358209 30.1641791] ; [ 7.1641791 12.8358209],0
p1,1,0.94144,0.005396,[ 7 64] ; [ 3 26],[ 7.1 63.9] ; [ 2.9 26.1],0
n1,1,0.951226,0.003741,[11 19] ; [5 9],[10.90909091 19.09090909] ; [5.09090909 8.90909091],0
n3,1,0.953788,0.003358,[18 13] ; [8 6],[17.91111111 13.08888889] ; [8.08888889 5.91111111],0
p3,1,0.968061,0.001603,[20 51] ; [ 8 20],[20.08080808 50.91919192] ; [ 7.91919192 20.08080808],0
p7,1,0.977291,0.00081,[24 45] ; [10 19],[23.93877551 45.06122449] ; [10.06122449 18.93877551],0
a1,1,0.979327,0.000671,[ 5 66] ; [ 2 27],[ 4.97 66.03] ; [ 2.03 26.97],0
