Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,45.455168,[133  24] ; [46 56],[108.50579151  48.49420849] ; [70.49420849 31.50579151],1
p2,1,0.0,25.485407,[152  10] ; [74 30],[137.63909774  24.36090226] ; [88.36090226 15.63909774],1
p4,1,2e-06,22.904037,[134  28] ; [58 46],[116.93233083  45.06766917] ; [75.06766917 28.93233083],1
b5,1,6e-06,20.502526,[83 79] ; [82 22],[100.4887218  61.5112782] ; [64.5112782 39.4887218],1
p3,1,7e-06,20.206788,[119  43] ; [48 56],[101.70676692  60.29323308] ; [65.29323308 38.70676692],1
p5,1,4.6e-05,16.625672,[ 37 125] ; [ 4 96],[ 25.35114504 136.64885496] ; [15.64885496 84.35114504],1
p6,1,6.7e-05,15.887227,[94 66] ; [35 69],[78.18181818 81.81818182] ; [50.81818182 53.18181818],1
u1,1,0.000761,11.33507,[ 37 125] ; [44 60],[ 49.33082707 112.66917293] ; [31.66917293 72.33082707],1
p11,1,0.001322,10.310907,[141  21] ; [74 30],[130.93984962  31.06015038] ; [84.06015038 19.93984962],0
d2,1,0.004341,8.135318,[112  50] ; [88 16],[121.80451128  40.19548872] ; [78.19548872 25.80451128],0
a2,1,0.005056,7.859178,[ 46 116] ; [47 57],[ 56.63909774 105.36090226] ; [36.36090226 67.63909774],0
v1,1,0.005259,7.788269,[109  50] ; [49 47],[98.51764706 60.48235294] ; [59.48235294 36.51764706],0
a4,1,0.015088,5.906112,[83 79] ; [69 35],[92.57142857 69.42857143] ; [59.42857143 44.57142857],0
n5,1,0.036476,4.374731,[138  23] ; [77 25],[131.61596958  29.38403042] ; [83.38403042 18.61596958],0
a6,1,0.079636,3.072305,[106  55] ; [79 25],[112.39622642  48.60377358] ; [72.60377358 31.39622642],0
s5,1,0.104633,2.633463,[80 75] ; [39 56],[73.78 81.22] ; [45.22 49.78],0
s7,1,0.111774,2.528956,[113  42] ; [80 18],[118.24110672  36.75889328] ; [74.75889328 23.24110672],0
s6,1,0.127559,2.32196,[129  30] ; [90 12],[133.4137931  25.5862069] ; [85.5862069 16.4137931],0
n6,1,0.130544,2.286025,[145  15] ; [87 16],[141.14068441  18.85931559] ; [90.85931559 12.14068441],0
d3,1,0.149409,2.078279,[144  18] ; [86 18],[140.07518797  21.92481203] ; [89.92481203 14.07518797],0
r4,1,0.155148,2.020893,[156   6] ; [96  8],[153.47368421   8.52631579] ; [98.52631579  5.47368421],0
u3,1,0.207024,1.592119,[19  9] ; [16  3],[20.85106383  7.14893617] ; [14.14893617  4.85106383],0
p12,1,0.21873,1.512685,[ 24 137] ; [10 93],[ 20.73484848 140.26515152] ; [13.26515152 89.73484848],0
r1,1,0.225182,1.471035,[143  18] ; [87 17],[139.73584906  21.26415094] ; [90.26415094 13.73584906],0
p10,1,0.242634,1.365223,[145  16] ; [87 15],[142.02281369  18.97718631] ; [89.97718631 12.02281369],0
n3,1,0.269154,1.221053,[17 12] ; [21  8],[19. 10.] ; [19. 10.],0
