Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,0.001892,9.651577,[6 9] ; [10 89],[ 2.10526316 12.89473684] ; [13.89473684 85.10526316],0
v3,1,0.002087,9.470961,[8 7] ; [18 83],[ 3.36206897 11.63793103] ; [22.63793103 78.36206897],0
s2,1,0.002339,9.262821,[ 5 11] ; [ 7 97],[ 1.6 14.4] ; [10.4 93.6],0
s6,1,0.003712,8.419528,[9 7] ; [23 82],[ 4.23140496 11.76859504] ; [27.76859504 77.23140496],0
r4,1,0.007187,7.225531,[15  1] ; [62 43],[10.18181818  5.81818182] ; [66.81818182 38.18181818],0
u2,1,0.007762,7.087486,[6 1] ; [14 29],[2.8 4.2] ; [17.2 25.8],0
v1,1,0.023166,5.156019,[9 7] ; [29 75],[ 5.06666667 10.93333333] ; [32.93333333 71.06666667],0
p9,1,0.034681,4.46083,[8 8] ; [25 77],[ 4.47457627 11.52542373] ; [28.52542373 73.47457627],0
p8,1,0.035869,4.403327,[7 9] ; [21 84],[ 3.70247934 12.29752066] ; [24.29752066 80.70247934],0
u1,1,0.048064,3.907753,[ 4 12] ; [ 9 96],[ 1.71900826 14.28099174] ; [11.28099174 93.71900826],0
d1,1,0.052993,3.74415,[11  5] ; [45 60],[7.40495868 8.59504132] ; [48.59504132 56.40495868],0
n4,1,0.053554,3.726535,[13  3] ; [58 46],[9.46666667 6.53333333] ; [61.53333333 42.46666667],0
p4,1,0.057198,3.616819,[8 8] ; [28 77],[ 4.76033058 11.23966942] ; [31.23966942 73.76033058],0
r1,1,0.058511,3.5791,[13  3] ; [58 45],[9.54621849 6.45378151] ; [61.45378151 41.54621849],0
d2,1,0.0617,3.491092,[11  5] ; [45 58],[7.52941176 8.47058824] ; [48.47058824 54.52941176],0
v4,1,0.082659,3.011825,[15  1] ; [77 27],[12.26666667  3.73333333] ; [79.73333333 24.26666667],0
d4,1,0.088054,2.909601,[14  2] ; [69 35],[11.06666667  4.93333333] ; [71.93333333 32.06666667],0
n6,1,0.090959,2.857319,[13  3] ; [61 42],[9.94957983 6.05042017] ; [64.05042017 38.94957983],0
r3,1,0.091493,2.847914,[15  1] ; [77 26],[12.3697479  3.6302521] ; [79.6302521 23.3697479],0
a8,1,0.094198,2.801128,[ 3 10] ; [ 8 89],[ 1.3 11.7] ; [ 9.7 87.3],0
p6,1,0.117931,2.444592,[ 5 10] ; [17 86],[ 2.79661017 12.20338983] ; [19.20338983 83.79661017],0
d3,1,0.135903,2.22374,[12  4] ; [58 47],[9.25619835 6.74380165] ; [60.74380165 44.25619835],0
p3,1,0.206392,1.596554,[ 6 10] ; [24 81],[ 3.96694215 12.03305785] ; [26.03305785 78.96694215],0
d5,1,0.215485,1.534188,[13  3] ; [69 36],[10.84297521  5.15702479] ; [71.15702479 33.84297521],0
a5,1,0.220595,1.500496,[11  5] ; [55 50],[8.72727273 7.27272727] ; [57.27272727 47.72727273],0
p11,1,0.237875,1.393143,[10  6] ; [49 56],[7.80165289 8.19834711] ; [51.19834711 53.80165289],0
p7,1,0.264379,1.24568,[7 9] ; [31 73],[ 5.06666667 10.93333333] ; [32.93333333 71.06666667],0
b4,1,0.309135,1.034369,[11  5] ; [58 47],[9.12396694 6.87603306] ; [59.87603306 45.12396694],0
v2,1,0.331125,0.944492,[8 8] ; [38 64],[6.23728814 9.76271186] ; [39.76271186 62.23728814],0
a6,1,0.364541,0.82219,[8 8] ; [65 40],[9.65289256 6.34710744] ; [63.34710744 41.65289256],0
a1,1,0.508916,0.436296,[ 2 14] ; [ 8 97],[ 1.32231405 14.67768595] ; [ 8.67768595 96.32231405],0
b5,1,0.549474,0.358261,[11  5] ; [64 41],[9.91735537 6.08264463] ; [65.08264463 39.91735537],0
s5,1,0.629188,0.233164,[ 1 13] ; [12 93],[ 1.52941176 12.47058824] ; [11.47058824 93.52941176],0
b1,1,0.666893,0.185258,[9 7] ; [53 52],[8.19834711 7.80165289] ; [53.80165289 51.19834711],0
n2,1,0.730823,0.118357,[2 1] ; [26 20],[1.71428571 1.28571429] ; [26.28571429 19.71428571],0
a4,1,0.742234,0.108173,[7 9] ; [41 63],[6.4 9.6] ; [41.6 62.4],0
a7,1,0.748075,0.103155,[10  6] ; [60 43],[9.41176471 6.58823529] ; [60.58823529 42.41176471],0
b3,1,0.781863,0.076669,[ 4 10] ; [22 46],[4.43902439 9.56097561] ; [21.56097561 46.43902439],0
b2,1,0.781863,0.076669,[ 4 10] ; [22 46],[4.43902439 9.56097561] ; [21.56097561 46.43902439],0
a2,1,0.907014,0.013644,[ 3 13] ; [21 84],[ 3.17355372 12.82644628] ; [20.82644628 84.17355372],0
a3,1,0.913483,0.011804,[9 7] ; [60 44],[9.2 6.8] ; [59.8 44.2],0
p2,1,0.91519,0.011341,[8 8] ; [54 51],[8.19834711 7.80165289] ; [53.80165289 51.19834711],0
n5,1,0.942903,0.00513,[8 8] ; [51 53],[7.86666667 8.13333333] ; [51.13333333 52.86666667],0
n1,1,0.979311,0.000672,[1 2] ; [15 31],[0.97959184 2.02040816] ; [15.02040816 30.97959184],0
