Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.001388,10.221183,[16  2] ; [3 7],[12.21428571  5.78571429] ; [6.78571429 3.21428571],0
s6,1,0.006072,7.528889,[16  2] ; [4 6],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
p2,1,0.018581,5.540526,[18  1] ; [6 4],[15.72413793  3.27586207] ; [8.27586207 1.72413793],0
b5,1,0.023189,5.154309,[14  5] ; [3 7],[11.13793103  7.86206897] ; [5.86206897 4.13793103],0
p7,1,0.052539,3.758523,[13  5] ; [3 6],[10.66666667  7.33333333] ; [5.33333333 3.66666667],0
r1,1,0.061369,3.5,[ 3 15] ; [5 5],[ 5.14285714 12.85714286] ; [2.85714286 7.14285714],0
p5,1,0.066328,3.371632,[ 1 18] ; [3 7],[ 2.62068966 16.37931034] ; [1.37931034 8.62068966],0
r2,1,0.086828,2.932224,[11  5] ; [3 6],[8.96 7.04] ; [5.04 3.96],0
v2,1,0.089423,2.884737,[12  7] ; [3 7],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
p6,1,0.128872,2.306043,[10  9] ; [2 7],[ 8.14285714 10.85714286] ; [3.85714286 5.14285714],0
r3,1,0.147569,2.097198,[16  3] ; [6 4],[14.4137931  4.5862069] ; [7.5862069 2.4137931],0
s5,1,0.18598,1.749177,[ 6 11] ; [1 8],[ 4.57692308 12.42307692] ; [2.42307692 6.57692308],0
s7,1,0.186978,1.741272,[17  2] ; [7 3],[15.72413793  3.27586207] ; [8.27586207 1.72413793],0
d1,1,0.244092,1.356807,[10  9] ; [3 7],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
s4,1,0.302557,1.062891,[ 5 14] ; [1 9],[ 3.93103448 15.06896552] ; [2.06896552 7.93103448],0
a5,1,0.331171,0.944312,[13  6] ; [5 5],[11.79310345  7.20689655] ; [6.20689655 3.79310345],0
a4,1,0.331171,0.944312,[ 6 13] ; [5 5],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
p4,1,0.331171,0.944312,[13  6] ; [5 5],[11.79310345  7.20689655] ; [6.20689655 3.79310345],0
v3,1,0.351425,0.868304,[ 7 12] ; [2 8],[ 5.89655172 13.10344828] ; [3.10344828 6.89655172],0
a7,1,0.359339,0.840201,[ 8 11] ; [6 4],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
p3,1,0.36671,0.814783,[ 9 10] ; [3 7],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
p11,1,0.369219,0.806293,[16  3] ; [7 3],[15.06896552  3.93103448] ; [7.93103448 2.06896552],0
d4,1,0.369219,0.806293,[16  3] ; [7 3],[15.06896552  3.93103448] ; [7.93103448 2.06896552],0
n5,1,0.410004,0.678788,[15  3] ; [7 3],[14.14285714  3.85714286] ; [7.85714286 2.14285714],0
n3,1,0.428537,0.626786,[2 3] ; [5 3],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
n1,1,0.428537,0.626786,[2 3] ; [5 3],[2.69230769 2.30769231] ; [4.30769231 3.69230769],0
d5,1,0.448984,0.573216,[14  5] ; [6 4],[13.10344828  5.89655172] ; [6.89655172 3.10344828],0
n6,1,0.45426,0.56,[12  6] ; [8 2],[12.85714286  5.14285714] ; [7.14285714 2.85714286],0
v4,1,0.455924,0.555882,[14  3] ; [7 3],[13.22222222  3.77777778] ; [7.77777778 2.22222222],0
b4,1,0.517613,0.418647,[ 9 10] ; [6 4],[9.82758621 9.17241379] ; [5.17241379 4.82758621],0
u3,1,0.598161,0.277778,[4 2] ; [2 2],[3.6 2.4] ; [2.4 1.6],0
u1,1,0.632305,0.228947,[ 1 18] ; [1 9],[ 1.31034483 17.68965517] ; [0.68965517 9.31034483],0
a3,1,0.650198,0.205651,[13  6] ; [6 4],[12.44827586  6.55172414] ; [6.55172414 3.44827586],0
p9,1,0.667378,0.184684,[16  3] ; [9 1],[16.37931034  2.62068966] ; [8.62068966 1.37931034],0
b1,1,0.704507,0.143826,[ 9 10] ; [4 6],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
a6,1,0.704507,0.143826,[ 9 10] ; [4 6],[ 8.51724138 10.48275862] ; [4.48275862 5.51724138],0
n2,1,0.715388,0.132955,[4 1] ; [7 1],[4.23076923 0.76923077] ; [6.76923077 1.23076923],0
v1,1,0.882577,0.021816,[8 9] ; [5 5],[8.18518519 8.81481481] ; [4.81481481 5.18518519],0
p8,1,0.892772,0.01817,[ 9 10] ; [5 5],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
d3,1,0.892772,0.01817,[ 9 10] ; [5 5],[9.17241379 9.82758621] ; [4.82758621 5.17241379],0
d2,1,0.912875,0.011971,[ 8 11] ; [4 6],[ 7.86206897 11.13793103] ; [4.13793103 5.86206897],0
n4,1,0.930386,0.007632,[13  6] ; [7 3],[13.10344828  5.89655172] ; [6.89655172 3.10344828],0
a2,1,0.964716,0.001957,[ 2 17] ; [1 9],[ 1.96551724 17.03448276] ; [1.03448276 8.96551724],0
b3,1,0.967162,0.001695,[ 5 12] ; [2 5],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
b2,1,0.967162,0.001695,[ 5 12] ; [2 5],[ 4.95833333 12.04166667] ; [2.04166667 4.95833333],0
u2,1,1.0,0.0,[3 3] ; [2 2],[3. 3.] ; [2. 2.],0
