Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b5,1,0.028994,4.767991,[39 22] ; [26 33],[33.04166667 27.95833333] ; [31.95833333 27.04166667],0
n3,1,0.074457,3.181918,[14  1] ; [13  6],[11.91176471  3.08823529] ; [15.08823529  3.91176471],0
p1,1,0.086907,2.930751,[13 47] ; [ 6 53],[ 9.57983193 50.42016807] ; [ 9.42016807 49.57983193],0
a5,1,0.098002,2.737762,[43 18] ; [33 26],[38.63333333 22.36666667] ; [37.36666667 21.63333333],0
s5,1,0.112251,2.522237,[12 46] ; [19 37],[15.77192982 42.22807018] ; [15.22807018 40.77192982],0
p12,1,0.129872,2.294033,[ 2 58] ; [ 6 52],[ 4.06779661 55.93220339] ; [ 3.93220339 54.06779661],0
r4,1,0.130316,2.288731,[59  2] ; [53  6],[56.93333333  4.06666667] ; [55.06666667  3.93333333],0
u2,1,0.150086,2.071375,[13 11] ; [10 19],[10.41509434 13.58490566] ; [12.58490566 16.41509434],0
v2,1,0.156575,2.007001,[33 26] ; [23 31],[29.23893805 29.76106195] ; [26.76106195 27.23893805],0
n4,1,0.162741,1.948574,[50 11] ; [42 17],[46.76666667 14.23333333] ; [45.23333333 13.76666667],0
n2,1,0.173617,1.851429,[14  1] ; [16  5],[12.5  2.5] ; [17.5  3.5],0
d3,1,0.215791,1.532144,[23 38] ; [16 43],[19.825 41.175] ; [19.175 39.825],0
r2,1,0.224711,1.474029,[59  2] ; [54  5],[57.44166667  3.55833333] ; [55.55833333  3.44166667],0
s8,1,0.230239,1.439383,[25 35] ; [18 40],[21.86440678 38.13559322] ; [21.13559322 36.86440678],0
a2,1,0.247491,1.337409,[ 8 53] ; [ 4 55],[ 6.1 54.9] ; [ 5.9 53.1],0
p6,1,0.26253,1.255369,[22 37] ; [16 42],[19.16239316 39.83760684] ; [18.83760684 39.16239316],0
s7,1,0.262883,1.253509,[28 30] ; [20 33],[25.08108108 32.91891892] ; [22.91891892 30.08108108],0
a7,1,0.27392,1.197008,[43 18] ; [36 23],[40.15833333 20.84166667] ; [38.84166667 20.15833333],0
a3,1,0.275737,1.187982,[37 23] ; [30 28],[34.06779661 25.93220339] ; [32.93220339 25.06779661],0
a4,1,0.295629,1.093808,[18 41] ; [13 46],[15.5 43.5] ; [15.5 43.5],0
r3,1,0.31383,1.014488,[57  4] ; [52  7],[55.40833333  5.59166667] ; [53.59166667  5.40833333],0
p4,1,0.315211,1.008713,[35 25] ; [29 30],[32.26890756 27.73109244] ; [31.73109244 27.26890756],0
n6,1,0.315235,1.008614,[51 10] ; [45 14],[48.8 12.2] ; [47.2 11.8],0
p9,1,0.317261,1.000205,[46 14] ; [39 18],[43.58974359 16.41025641] ; [41.41025641 15.58974359],0
p11,1,0.334952,0.929658,[49 12] ; [43 16],[46.76666667 14.23333333] ; [45.23333333 13.76666667],0
a8,1,0.356589,0.849872,[ 8 46] ; [ 5 50],[ 6.44036697 47.55963303] ; [ 6.55963303 48.44036697],0
p2,1,0.369339,0.805886,[47 13] ; [42 17],[44.87394958 15.12605042] ; [44.12605042 14.87394958],0
p10,1,0.375425,0.785628,[45 14] ; [40 18],[42.86324786 16.13675214] ; [42.13675214 15.86324786],0
d1,1,0.379014,0.773899,[ 2 59] ; [ 4 55],[ 3.05 57.95] ; [ 2.95 56.05],0
v3,1,0.386887,0.748704,[27 34] ; [20 35],[24.71551724 36.28448276] ; [22.28448276 32.71551724],0
v4,1,0.390315,0.737961,[58  2] ; [55  4],[56.97478992  3.02521008] ; [56.02521008  2.97478992],0
b3,1,0.42916,0.625096,[12 32] ; [ 6 25],[10.56 33.44] ; [ 7.44 23.56],0
b2,1,0.42916,0.625096,[12 32] ; [ 6 25],[10.56 33.44] ; [ 7.44 23.56],0
s4,1,0.430772,0.620742,[10 50] ; [13 45],[11.69491525 48.30508475] ; [11.30508475 46.69491525],0
