Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,37.855478,[116  29] ; [60 75],[91.14285714 53.85714286] ; [84.85714286 50.14285714],1
p4,1,0.0,31.865363,[112  35] ; [61 79],[88.6097561 58.3902439] ; [84.3902439 55.6097561],1
p2,1,4e-06,21.075702,[138   9] ; [103  36],[123.87062937  23.12937063] ; [117.12937063  21.87062937],1
p3,1,1.5e-05,18.700951,[92 55] ; [51 87],[73.75789474 73.24210526] ; [69.24210526 68.75789474],1
p6,1,6.4e-05,15.993231,[66 80] ; [ 31 106],[50.04240283 95.95759717] ; [46.95759717 90.04240283],1
p9,1,0.000969,10.886095,[131  14] ; [106  34],[120.57894737  24.42105263] ; [116.42105263  23.57894737],1
d1,1,0.001269,10.387236,[94 53] ; [63 77],[80.41463415 66.58536585] ; [76.58536585 63.41463415],0
a5,1,0.002297,9.295404,[119  28] ; [91 49],[107.56097561  39.43902439] ; [102.43902439  37.56097561],0
r4,1,0.003189,8.695781,[136  11] ; [113  27],[127.53658537  19.46341463] ; [121.46341463  18.53658537],0
p10,1,0.00465,8.01068,[125  21] ; [100  39],[115.26315789  30.73684211] ; [109.73684211  29.26315789],0
a7,1,0.007769,7.085933,[117  29] ; [92 47],[107.06666667  38.93333333] ; [101.93333333  37.06666667],0
d4,1,0.008187,6.992158,[124  23] ; [100  40],[114.73170732  32.26829268] ; [109.26829268  30.73170732],0
s2,1,0.014214,6.011426,[ 45 101] ; [62 76],[55.00704225 90.99295775] ; [51.99295775 86.00704225],0
d3,1,0.014739,5.947406,[110  37] ; [86 54],[100.3902439  46.6097561] ; [95.6097561 44.3902439],0
p11,1,0.015275,5.884485,[126  21] ; [104  36],[117.80487805  29.19512195] ; [112.19512195  27.80487805],0
s8,1,0.015445,5.864967,[64 82] ; [42 98],[54.11188811 91.88811189] ; [51.88811189 88.11188811],0
p12,1,0.020712,5.350891,[ 14 133] ; [  4 135],[  9.25174825 137.74825175] ; [  8.74825175 130.25174825],0
n6,1,0.023885,5.10298,[128  19] ; [106  32],[120.69473684  26.30526316] ; [113.30526316  24.69473684],0
v4,1,0.073405,3.205195,[140   6] ; [125  13],[136.23239437   9.76760563] ; [128.76760563   9.23239437],0
