Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000785,11.277291,[9 5] ; [ 7 34],[4.07272727 9.92727273] ; [11.92727273 29.07272727],1
p4,1,0.000785,11.277291,[9 5] ; [ 7 34],[4.07272727 9.92727273] ; [11.92727273 29.07272727],1
p6,1,0.000785,11.27694,[5 9] ; [ 1 38],[ 1.58490566 12.41509434] ; [ 4.41509434 34.58490566],1
v2,1,0.002136,9.428844,[9 5] ; [ 8 32],[4.40740741 9.59259259] ; [12.59259259 27.40740741],0
s8,1,0.002799,8.934249,[5 9] ; [ 2 39],[ 1.78181818 12.21818182] ; [ 5.21818182 35.78181818],0
r1,1,0.003021,8.794933,[10  4] ; [11 30],[5.34545455 8.65454545] ; [15.65454545 25.34545455],0
r3,1,0.005256,7.7893,[12  2] ; [17 23],[7.51851852 6.48148148] ; [21.48148148 18.51851852],0
p2,1,0.008068,7.01826,[9 5] ; [10 30],[4.92592593 9.07407407] ; [14.07407407 25.92592593],0
n6,1,0.018234,5.573571,[10  4] ; [14 26],[6.22222222 7.77777778] ; [17.77777778 22.22222222],0
d5,1,0.033044,4.543476,[12  2] ; [22 19],[8.65454545 5.34545455] ; [25.34545455 15.65454545],0
p3,1,0.048845,3.880662,[5 9] ; [ 5 36],[ 2.54545455 11.45454545] ; [ 7.45454545 33.54545455],0
u3,1,0.050681,3.818782,[2 3] ; [ 1 16],[0.68181818 4.31818182] ; [ 2.31818182 14.68181818],0
p8,1,0.054291,3.703734,[5 9] ; [ 5 35],[ 2.59259259 11.40740741] ; [ 7.40740741 32.59259259],0
p5,1,0.067973,3.331312,[ 3 11] ; [ 2 38],[ 1.2962963 12.7037037] ; [ 3.7037037 36.2962963],0
p7,1,0.073405,3.205184,[7 7] ; [10 31],[4.32727273 9.67272727] ; [12.67272727 28.32727273],0
s5,1,0.092279,2.834161,[ 4 10] ; [ 4 36],[ 2.07407407 11.92592593] ; [ 5.92592593 34.07407407],0
d3,1,0.101226,2.686121,[9 5] ; [16 25],[6.36363636 7.63636364] ; [18.63636364 22.36363636],0
p11,1,0.101226,2.686121,[9 5] ; [16 25],[6.36363636 7.63636364] ; [18.63636364 22.36363636],0
p10,1,0.103556,2.649907,[8 6] ; [13 27],[5.44444444 8.55555556] ; [15.55555556 24.44444444],0
s7,1,0.107626,2.588733,[5 9] ; [ 6 33],[ 2.90566038 11.09433962] ; [ 8.09433962 30.90566038],0
p9,1,0.134775,2.236622,[9 5] ; [16 23],[6.60377358 7.39622642] ; [18.39622642 20.60377358],0
u2,1,0.150164,2.070588,[2 3] ; [ 2 15],[0.90909091 4.09090909] ; [ 3.09090909 13.90909091],0
n1,1,0.161178,1.963141,[1 4] ; [11  9],[2.4 2.6] ; [ 9.6 10.4],0
b5,1,0.187773,1.735005,[9 5] ; [18 23],[6.87272727 7.12727273] ; [20.12727273 20.87272727],0
n3,1,0.192582,1.697755,[4 1] ; [ 9 10],[2.70833333 2.29166667] ; [10.29166667  8.70833333],0
s3,1,0.236553,1.401018,[5 9] ; [ 8 32],[ 3.37037037 10.62962963] ; [ 9.62962963 30.37037037],0
a7,1,0.246219,1.344632,[9 5] ; [19 22],[7.12727273 6.87272727] ; [20.87272727 20.12727273],0
s4,1,0.257871,1.280151,[ 3 11] ; [ 4 37],[ 1.78181818 12.21818182] ; [ 5.21818182 35.78181818],0
d1,1,0.291797,1.11131,[7 7] ; [14 27],[5.34545455 8.65454545] ; [15.65454545 25.34545455],0
d4,1,0.2967,1.088968,[11  3] ; [26 15],[9.41818182 4.58181818] ; [27.58181818 13.41818182],0
b1,1,0.309024,1.034843,[6 8] ; [24 17],[7.63636364 6.36363636] ; [22.36363636 18.63636364],0
v1,1,0.331525,0.942934,[5 9] ; [ 9 31],[ 3.62962963 10.37037037] ; [10.37037037 29.62962963],0
v3,1,0.335869,0.926136,[ 3 10] ; [ 5 36],[ 1.92592593 11.07407407] ; [ 6.07407407 34.92592593],0
n5,1,0.376371,0.78252,[7 7] ; [26 15],[8.4 5.6] ; [24.6 16.4],0
a5,1,0.39659,0.718641,[9 5] ; [21 20],[7.63636364 6.36363636] ; [22.36363636 18.63636364],0
p12,1,0.41692,0.65898,[ 1 13] ; [ 1 40],[ 0.50909091 13.49090909] ; [ 1.49090909 39.50909091],0
d2,1,0.433855,0.61248,[8 6] ; [18 22],[6.74074074 7.25925926] ; [19.25925926 20.74074074],0
n4,1,0.448756,0.573792,[8 6] ; [28 13],[9.16363636 4.83636364] ; [26.83636364 14.16363636],0
r2,1,0.452929,0.563312,[9 5] ; [20 18],[7.80769231 6.19230769] ; [21.19230769 16.80769231],0
a8,1,0.500432,0.454021,[ 3 10] ; [ 6 34],[ 2.20754717 10.79245283] ; [ 6.79245283 33.20754717],0
b2,1,0.523593,0.40681,[3 7] ; [12 17],[3.84615385 6.15384615] ; [11.15384615 17.84615385],0
b3,1,0.523593,0.40681,[3 7] ; [12 17],[3.84615385 6.15384615] ; [11.15384615 17.84615385],0
a2,1,0.638798,0.220318,[ 2 12] ; [ 4 37],[ 1.52727273 12.47272727] ; [ 4.47272727 36.52727273],0
n2,1,0.688921,0.160256,[2 3] ; [10 10],[2.4 2.6] ; [ 9.6 10.4],0
a4,1,0.723428,0.125232,[6 8] ; [15 25],[5.44444444 8.55555556] ; [15.55555556 24.44444444],0
u1,1,0.747312,0.103804,[ 1 13] ; [ 2 39],[ 0.76363636 13.23636364] ; [ 2.23636364 38.76363636],0
a3,1,0.777096,0.080148,[9 5] ; [24 16],[8.55555556 5.44444444] ; [24.44444444 15.55555556],0
a6,1,0.821154,0.051103,[6 8] ; [19 22],[6.36363636 7.63636364] ; [18.63636364 22.36363636],0
b4,1,0.953351,0.003422,[9 5] ; [26 15],[8.90909091 5.09090909] ; [26.09090909 14.90909091],0
p1,1,0.97453,0.001019,[ 2 12] ; [ 6 35],[ 2.03636364 11.96363636] ; [ 5.96363636 35.03636364],0
