Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,5.4e-05,16.30777,[165  14] ; [6 5],[161.1  17.9] ; [9.9 1.1],1
r3,1,0.001542,10.027242,[173   8] ; [8 3],[170.63020833  10.36979167] ; [10.36979167  0.63020833],0
r4,1,0.008323,6.962531,[154  27] ; [6 5],[150.83333333  30.16666667] ; [9.16666667 1.83333333],0
a6,1,0.035336,4.428865,[122  59] ; [4 7],[118.78125  62.21875] ; [7.21875 3.78125],0
p10,1,0.091355,2.850334,[125  54] ; [5 6],[122.47368421  56.52631579] ; [7.52631579 3.47368421],0
d1,1,0.096864,2.756427,[96 85] ; [3 8],[93.328125 87.671875] ; [5.671875 5.328125],0
s2,1,0.126531,2.334551,[ 75 106] ; [2 9],[ 72.58854167 108.41145833] ; [4.41145833 6.58854167],0
n6,1,0.163418,1.942309,[119  61] ; [5 6],[116.85863874  63.14136126] ; [7.14136126 3.85863874],0
b3,1,0.172864,1.857926,[27 72] ; [4 4],[28.68224299 70.31775701] ; [2.31775701 5.68224299],0
b2,1,0.172864,1.857926,[27 72] ; [4 4],[28.68224299 70.31775701] ; [2.31775701 5.68224299],0
a5,1,0.185258,1.754934,[118  63] ; [5 6],[115.953125  65.046875] ; [7.046875 3.953125],0
b1,1,0.213872,1.54502,[ 65 116] ; [6 5],[ 66.93229167 114.06770833] ; [4.06770833 6.93229167],0
s8,1,0.230981,1.434811,[ 65 116] ; [2 9],[ 63.16145833 117.83854167] ; [3.83854167 7.16145833],0
a7,1,0.235742,1.405874,[142  38] ; [7 4],[140.41884817  39.58115183] ; [8.58115183 2.41884817],0
p3,1,0.271222,1.210557,[ 80 101] ; [3 8],[ 78.24479167 102.75520833] ; [4.75520833 6.24479167],0
p9,1,0.302658,1.062447,[139  41] ; [7 4],[137.59162304  42.40837696] ; [8.40837696 2.59162304],0
v2,1,0.370401,0.802318,[87 86] ; [4 7],[85.55978261 87.44021739] ; [5.44021739 5.55978261],0
d5,1,0.376306,0.782735,[136  44] ; [7 4],[134.76439791  45.23560209] ; [8.23560209 2.76439791],0
a4,1,0.425541,0.634961,[ 61 120] ; [5 6],[ 62.21875 118.78125] ; [3.78125 7.21875],0
d3,1,0.428597,0.626623,[134  46] ; [7 4],[132.87958115  47.12041885] ; [8.12041885 2.87958115],0
r1,1,0.428597,0.626623,[134  46] ; [7 4],[132.87958115  47.12041885] ; [8.12041885 2.87958115],0
p6,1,0.434687,0.610267,[ 51 124] ; [2 9],[ 49.8655914 125.1344086] ; [3.1344086 7.8655914],0
d4,1,0.455735,0.55635,[148  33] ; [8 3],[147.0625  33.9375] ; [8.9375 2.0625],0
p4,1,0.461594,0.542027,[86 94] ; [4 7],[84.81675393 95.18324607] ; [5.18324607 5.81675393],0
b4,1,0.470525,0.520743,[112  69] ; [8 3],[113.125  67.875] ; [6.875 4.125],0
n2,1,0.481115,0.496334,[35 17] ; [2 2],[34.35714286 17.64285714] ; [2.64285714 1.35714286],0
a3,1,0.506161,0.441995,[113  67] ; [8 3],[114.03141361  65.96858639] ; [6.96858639 4.03141361],0
p11,1,0.531359,0.391792,[131  50] ; [7 4],[130.09375  50.90625] ; [7.90625 3.09375],0
s6,1,0.537156,0.380837,[99 81] ; [5 6],[98.0104712 81.9895288] ; [5.9895288 5.0104712],0
a2,1,0.538741,0.377878,[ 29 152] ; [ 1 10],[ 28.28125 152.71875] ; [1.71875 9.28125],0
p7,1,0.604519,0.268234,[111  67] ; [6 5],[110.19047619  67.80952381] ; [6.80952381 4.19047619],0
p5,1,0.621217,0.244161,[ 10 171] ; [ 1 10],[ 10.36979167 170.63020833] ; [ 0.63020833 10.36979167],0
s5,1,0.632687,0.228434,[ 47 128] ; [2 8],[ 46.35135135 128.64864865] ; [2.64864865 7.35135135],0
b5,1,0.65449,0.200286,[111  70] ; [6 5],[110.296875  70.703125] ; [6.703125 4.296875],0
n4,1,0.713296,0.135008,[ 76 105] ; [4 7],[ 75.41666667 105.58333333] ; [4.58333333 6.41666667],0
s7,1,0.753481,0.098629,[ 61 114] ; [3 7],[ 60.54054054 114.45945946] ; [3.45945946 6.54054054],0
s3,1,0.756076,0.096496,[90 89] ; [5 6],[89.5 89.5] ; [5.5 5.5],0
p8,1,0.783647,0.075388,[82 98] ; [5 5],[82.42105263 97.57894737] ; [4.57894737 5.42105263],0
a8,1,0.814988,0.054754,[ 13 151] ; [1 9],[ 13.1954023 150.8045977] ; [0.8045977 9.1954023],0
d2,1,0.822058,0.05058,[ 72 109] ; [4 7],[ 71.64583333 109.35416667] ; [4.35416667 6.64583333],0
s4,1,0.889547,0.019287,[ 30 151] ; [2 9],[ 30.16666667 150.83333333] ; [1.83333333 9.16666667],0
v1,1,0.898718,0.016201,[ 67 108] ; [4 7],[ 66.80107527 108.19892473] ; [4.19892473 6.80107527],0
