Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,35.980942,[210  91] ; [104 132],[176.00372439 124.99627561] ; [137.99627561  98.00372439],1
v3,1,0.0,28.64987,[147 152] ; [ 64 177],[116.83148148 182.16851852] ; [ 94.16851852 146.83148148],1
n5,1,1.7e-05,18.542193,[248  59] ; [156  86],[225.91621129  81.08378871] ; [178.08378871  63.91621129],1
p3,1,6.3e-05,16.00472,[184 125] ; [104 141],[160.63537906 148.36462094] ; [127.36462094 117.63537906],1
p4,1,0.000266,13.297434,[224  84] ; [142 103],[203.84810127 104.15189873] ; [162.15189873  82.84810127],1
a5,1,0.000423,12.427718,[250  59] ; [167  79],[232.16756757  76.83243243] ; [184.83243243  61.16756757],1
n4,1,0.000637,11.663537,[252  56] ; [170  75],[235.03797468  72.96202532] ; [186.96202532  58.03797468],1
p6,1,0.000845,11.139348,[139 163] ; [ 78 166],[120.02564103 181.97435897] ; [ 96.97435897 147.02564103],1
s8,1,0.001798,9.744649,[151 155] ; [ 88 156],[132.97090909 173.02909091] ; [106.02909091 137.97090909],0
p12,1,0.002684,9.010589,[ 36 272] ; [ 11 233],[ 26.22463768 281.77536232] ; [ 20.77536232 223.22463768],0
d1,1,0.004809,7.949764,[207 102] ; [136 110],[190.96756757 118.03243243] ; [152.03243243  93.96756757],0
p8,1,0.005149,7.826288,[192 111] ; [124 117],[176.00735294 126.99264706] ; [139.99264706 101.00735294],0
u1,1,0.006977,7.278903,[ 81 228] ; [ 41 205],[ 67.92432432 241.07567568] ; [ 54.07567568 191.92432432],0
a2,1,0.008648,6.894127,[103 206] ; [ 57 189],[ 89.08108108 219.91891892] ; [ 70.91891892 175.08108108],0
p5,1,0.012785,6.198662,[ 45 264] ; [ 19 226],[ 35.6967509 273.3032491] ; [ 28.3032491 216.6967509],0
a4,1,0.01758,5.637494,[150 158] ; [ 95 151],[136.20938628 171.79061372] ; [108.79061372 137.20938628],0
p9,1,0.018945,5.5066,[275  30] ; [201  40],[265.8974359  39.1025641] ; [210.1025641  30.8974359],0
d5,1,0.019635,5.444061,[271  38] ; [198  48],[261.11891892  47.88108108] ; [207.88108108  38.11891892],0
p10,1,0.026222,4.941336,[265  40] ; [194  49],[255.46532847  49.53467153] ; [203.53467153  39.46532847],0
n6,1,0.028467,4.799541,[271  36] ; [200  45],[261.95108696  45.04891304] ; [209.04891304  35.95108696],0
a3,1,0.02912,4.760528,[234  73] ; [167  79],[222.61663653  84.38336347] ; [178.38336347  67.61663653],0
s5,1,0.047049,3.943622,[109 188] ; [ 68 170],[ 98.25981308 198.74018692] ; [ 78.74018692 159.25981308],0
s6,1,0.051714,3.784986,[217  85] ; [155  87],[206.51470588  95.48529412] ; [165.48529412  76.51470588],0
r1,1,0.062851,3.460497,[263  43] ; [196  49],[254.90744102  51.09255898] ; [204.09255898  40.90744102],0
r4,1,0.081966,3.025477,[291  18] ; [222  24],[285.61621622  23.38378378] ; [227.38378378  18.61621622],0
b5,1,0.083847,2.98871,[209 100] ; [149  97],[199.31891892 109.68108108] ; [158.68108108  87.31891892],0
s7,1,0.083861,2.988446,[152 140] ; [105 131],[142.12878788 149.87121212] ; [114.87121212 121.12878788],0
d2,1,0.1097,2.558543,[155 153] ; [107 139],[145.66064982 162.33935018] ; [116.33935018 129.66064982],0
p1,1,0.11253,2.518325,[ 32 276] ; [ 16 228],[ 26.7826087 281.2173913] ; [ 21.2173913 222.7826087],0
u2,1,0.130101,2.291294,[45 28] ; [38 39],[40.39333333 32.60666667] ; [42.60666667 34.39333333],0
a8,1,0.138475,2.194822,[ 46 222] ; [ 28 198],[ 40.14574899 227.85425101] ; [ 33.85425101 192.14574899],0
p7,1,0.157357,1.999445,[212  89] ; [154  84],[204.38961039  96.61038961] ; [161.61038961  76.38961039],0
d4,1,0.169099,1.890909,[268  41] ; [203  43],[262.23243243  46.76756757] ; [208.76756757  37.23243243],0
s4,1,0.189518,1.72136,[ 44 261] ; [ 45 197],[ 49.62522852 255.37477148] ; [ 39.37477148 202.62522852],0
d3,1,0.20071,1.637197,[252  57] ; [189  56],[245.97292419  63.02707581] ; [195.02707581  49.97292419],0
s3,1,0.217945,1.517848,[160 141] ; [142 101],[167.09926471 133.90073529] ; [134.90073529 108.09926471],0
b3,1,0.277624,1.178684,[ 72 119] ; [41 88],[ 67.446875 123.553125] ; [45.553125 83.446875],0
b2,1,0.277624,1.178684,[ 72 119] ; [41 88],[ 67.446875 123.553125] ; [45.553125 83.446875],0
r2,1,0.308788,1.035853,[296  11] ; [229  13],[293.57923497  13.42076503] ; [231.42076503  10.57923497],0
p11,1,0.321923,0.981117,[254  55] ; [194  52],[249.42702703  59.57297297] ; [198.57297297  47.42702703],0
n3,1,0.4364,0.60573,[36 13] ; [51 13],[37.72566372 11.27433628] ; [49.27433628 14.72566372],0
s1,1,0.480285,0.498215,[  7 296] ; [  8 234],[  8.33944954 294.66055046] ; [  6.66055046 235.33944954],0
n2,1,0.582417,0.302343,[38 11] ; [46 17],[36.75 12.25] ; [47.25 15.75],0
