Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,80.318822,[191  81] ; [ 31 103],[148.72906404 123.27093596] ; [73.27093596 60.72906404],1
p6,1,0.0,33.974574,[150 120] ; [ 33 100],[122.60545906 147.39454094] ; [60.39454094 72.60545906],1
p8,1,3e-06,22.094101,[168 103] ; [49 83],[145.92307692 125.07692308] ; [71.07692308 60.92307692],1
p5,1,4e-06,21.266587,[ 51 217] ; [  3 129],[ 36.18 231.82] ; [ 17.82 114.18],1
p7,1,5e-06,20.835401,[202  67] ; [65 60],[182.29187817  86.70812183] ; [84.70812183 40.29187817],1
n4,1,7.8e-05,15.599927,[231  40] ; [91 42],[215.9950495  55.0049505] ; [106.0049505  26.9950495],1
n5,1,8.9e-05,15.356042,[231  39] ; [91 41],[216.26865672  53.73134328] ; [105.73134328  26.26865672],1
p2,1,0.000118,14.819597,[246  25] ; [102  31],[233.43564356  37.56435644] ; [114.56435644  18.43564356],1
d1,1,0.000192,13.904541,[195  77] ; [71 63],[178.20689655  93.79310345] ; [87.79310345 46.20689655],1
d3,1,0.000947,10.927681,[208  64] ; [80 52],[193.9009901  78.0990099] ; [94.0990099 37.9009901],1
s6,1,0.001584,9.978596,[243  23] ; [106  26],[233.25125628  32.74874372] ; [115.74874372  16.25125628],0
d4,1,0.00274,8.97278,[245  26] ; [106  27],[235.4480198  35.5519802] ; [115.5519802  17.4480198],0
a3,1,0.003207,8.685703,[220  52] ; [90 43],[208.19753086  63.80246914] ; [101.80246914  31.19753086],0
n6,1,0.003624,8.463341,[245  24] ; [106  25],[236.0475  32.9525] ; [114.9525  16.0475],0
a5,1,0.008897,6.843453,[222  50] ; [94 40],[211.7044335  60.2955665] ; [104.2955665  29.7044335],0
a2,1,0.009614,6.704977,[ 86 186] ; [ 26 108],[ 75.03448276 196.96551724] ; [36.96551724 97.03448276],0
a4,1,0.016675,5.730243,[146 126] ; [55 79],[134.66009852 137.33990148] ; [66.33990148 67.66009852],0
p12,1,0.019512,5.45504,[ 40 231] ; [  9 125],[ 32.78765432 238.21234568] ; [ 16.21234568 117.78765432],0
s8,1,0.022334,5.219571,[185  86] ; [76 58],[174.64444444  96.35555556] ; [86.35555556 47.64444444],0
d2,1,0.024547,5.055554,[155 117] ; [60 73],[144.39506173 127.60493827] ; [70.60493827 62.39506173],0
v1,1,0.034154,4.486971,[166  97] ; [67 62],[156.32397959 106.67602041] ; [76.67602041 52.32397959],0
r1,1,0.03668,4.365186,[226  43] ; [101  33],[218.27047146  50.72952854] ; [108.72952854  25.27047146],0
s7,1,0.03722,4.340332,[196  64] ; [87 46],[187.2264631  72.7735369] ; [95.7735369 37.2264631],0
u2,1,0.063951,3.431827,[34 17] ; [20 22],[29.61290323 21.38709677] ; [24.38709677 17.61290323],0
r4,1,0.082126,3.022319,[255  17] ; [119  15],[250.56157635  21.43842365] ; [123.43842365  10.56157635],0
b1,1,0.088638,2.898938,[111 161] ; [43 91],[103.17241379 168.82758621] ; [50.82758621 83.17241379],0
u4,1,0.098737,2.725825,[ 13 259] ; [  2 132],[ 10.04926108 261.95073892] ; [  4.95073892 129.04926108],0
s5,1,0.129397,2.29972,[137 121] ; [57 70],[130.00519481 127.99480519] ; [63.99480519 63.00519481],0
s4,1,0.143288,2.142288,[ 59 210] ; [38 95],[ 64.9079602 204.0920398] ; [ 32.0920398 100.9079602],0
p11,1,0.194421,1.683794,[222  50] ; [102  32],[217.06403941  54.93596059] ; [106.93596059  27.06403941],0
d5,1,0.208807,1.579681,[231  40] ; [106  26],[226.617866  44.382134] ; [110.382134  21.617866],0
r2,1,0.22386,1.479452,[259  10] ; [130   2],[260.95012469   8.04987531] ; [128.04987531   3.95012469],0
p10,1,0.246141,1.345077,[255  16] ; [121  12],[252.21782178  18.78217822] ; [123.78217822   9.21782178],0
u1,1,0.264444,1.245343,[ 64 208] ; [ 25 109],[ 59.62561576 212.37438424] ; [ 29.37438424 104.62561576],0
n2,1,0.320404,0.987297,[37 12] ; [32  6],[38.86206897 10.13793103] ; [30.13793103  7.86206897],0
v4,1,0.366188,0.816559,[264   6] ; [127   5],[262.6119403   7.3880597] ; [128.3880597   3.6119403],0
a6,1,0.381551,0.765698,[185  87] ; [84 48],[181.10891089  90.89108911] ; [87.89108911 44.10891089],0
v3,1,0.434958,0.609549,[114 145] ; [51 77],[110.42635659 148.57364341] ; [54.57364341 73.42635659],0
n3,1,0.489156,0.478381,[38 11] ; [27 11],[36.6091954 12.3908046] ; [28.3908046  9.6091954],0
a8,1,0.499332,0.456356,[ 39 216] ; [ 22 100],[ 41.25994695 213.74005305] ; [ 19.74005305 102.25994695],0
p1,1,0.502604,0.449434,[ 28 242] ; [ 11 122],[ 26.12903226 243.87096774] ; [ 12.87096774 120.12903226],0
u3,1,0.512576,0.428804,[35 15] ; [28 16],[33.5106383 16.4893617] ; [29.4893617 14.5106383],0
b5,1,0.541422,0.372911,[164 108] ; [85 49],[166.81773399 105.18226601] ; [82.18226601 51.81773399],0
a7,1,0.556963,0.34499,[203  68] ; [96 37],[200.56683168  70.43316832] ; [98.43316832 34.56683168],0
a1,1,0.582758,0.301797,[ 18 254] ; [  7 127],[ 16.74876847 255.25123153] ; [  8.25123153 125.74876847],0
n1,1,0.611747,0.257638,[22 27] ; [15 23],[20.83908046 28.16091954] ; [16.16091954 21.83908046],0
b3,1,0.622346,0.242584,[ 70 103] ; [29 49],[ 68.23505976 104.76494024] ; [30.76494024 47.23505976],0
b2,1,0.622346,0.242584,[ 70 103] ; [29 49],[ 68.23505976 104.76494024] ; [30.76494024 47.23505976],0
r3,1,0.665648,0.186735,[263   8] ; [128   5],[262.27970297   8.72029703] ; [128.72029703   4.27970297],0
v2,1,0.740466,0.109718,[155 109] ; [75 49],[156.49484536 107.50515464] ; [73.50515464 50.49484536],0
s1,1,0.843163,0.039144,[ 11 258] ; [  6 127],[ 11.37562189 257.62437811] ; [  5.62437811 127.37562189],0
b4,1,0.847428,0.037018,[157 115] ; [76 58],[156.09852217 115.90147783] ; [76.90147783 57.09852217],0
s3,1,0.861794,0.030308,[240  31] ; [117  16],[239.47277228  31.52722772] ; [117.52722772  15.47277228],0
