Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.0,58.449916,[35 68] ; [213  67],[66.69451697 36.30548303] ; [181.30548303  98.69451697],1
n4,1,0.0,28.335926,[62 41] ; [239  41],[80.94778068 22.05221932] ; [220.05221932  59.94778068],1
a3,1,0.0,25.360244,[60 43] ; [233  48],[78.59114583 24.40885417] ; [214.40885417  66.59114583],1
n5,1,3e-06,21.591525,[64 39] ; [235  44],[80.62041885 22.37958115] ; [218.37958115  60.62041885],1
s3,1,0.000431,12.391362,[82 20] ; [260  20],[91.31937173 10.68062827] ; [250.68062827  29.31937173],1
r1,1,0.000996,10.835463,[74 28] ; [244  37],[84.68929504 17.31070496] ; [233.31070496  47.68929504],1
d2,1,0.001789,9.754265,[41 61] ; [163 117],[54.47120419 47.52879581] ; [149.52879581 130.47120419],0
s5,1,0.002039,9.514047,[39 61] ; [154 116],[52.16216216 47.83783784] ; [140.83783784 129.16216216],0
r2,1,0.003022,8.794237,[93  9] ; [273   6],[97.98425197  4.01574803] ; [268.01574803  10.98425197],0
p6,1,0.004052,8.260544,[33 68] ; [137 141],[45.30343008 55.69656992] ; [124.69656992 153.30343008],0
a4,1,0.004625,8.020599,[38 65] ; [150 132],[50.2961039 52.7038961] ; [137.7038961 144.2961039],0
a5,1,0.007428,7.166557,[70 33] ; [228  54],[79.72467532 23.27532468] ; [218.27532468  63.72467532],0
p9,1,0.007848,7.067735,[83 18] ; [256  23],[90.10263158 10.89736842] ; [248.89736842  30.10263158],0
p5,1,0.010128,6.612175,[ 7 96] ; [ 48 231],[14.82984293 88.17015707] ; [ 40.17015707 238.82984293],0
n1,1,0.011334,6.412133,[ 5 17] ; [32 27],[10.04938272 11.95061728] ; [26.95061728 32.04938272],0
n6,1,0.018021,5.594086,[82 20] ; [249  29],[88.84736842 13.15263158] ; [242.15263158  35.84736842],0
d1,1,0.01881,5.519055,[58 45] ; [195  87],[67.68571429 35.31428571] ; [185.31428571  96.68571429],0
v2,1,0.026186,4.943685,[47 48] ; [170 102],[56.17166213 38.82833787] ; [160.82833787 111.17166213],0
p3,1,0.029207,4.755399,[45 58] ; [158 123],[54.45052083 48.54947917] ; [148.54947917 132.45052083],0
s1,1,0.030513,4.680135,[  1 100] ; [ 18 260],[ 5.06332454 95.93667546] ; [ 13.93667546 264.06332454],0
a2,1,0.031712,4.614009,[21 82] ; [ 89 193],[29.42857143 73.57142857] ; [ 80.57142857 201.42857143],0
u1,1,0.032929,4.549457,[16 87] ; [ 73 209],[23.81038961 79.18961039] ; [ 65.18961039 216.81038961],0
v1,1,0.035002,4.445062,[49 50] ; [169 105],[57.86058981 41.13941019] ; [160.13941019 113.86058981],0
a7,1,0.035024,4.444008,[82 20] ; [196  86],[73.84375 28.15625] ; [204.15625  77.84375],0
p7,1,0.036362,4.380052,[59 41] ; [191  80],[67.38544474 32.61455526] ; [182.61455526  88.38544474],0
v3,1,0.037655,4.320549,[33 66] ; [123 148],[41.74054054 57.25945946] ; [114.25945946 156.74054054],0
p1,1,0.038652,4.276097,[ 5 97] ; [ 34 246],[10.41361257 91.58638743] ; [ 28.58638743 251.41361257],0
a8,1,0.043863,4.061835,[ 8 89] ; [ 43 215],[13.93521127 83.06478873] ; [ 37.06478873 220.93521127],0
b2,1,0.065465,3.393219,[13 35] ; [ 81 114],[18.56790123 29.43209877] ; [ 75.43209877 119.56790123],0
b3,1,0.065465,3.393219,[13 35] ; [ 81 114],[18.56790123 29.43209877] ; [ 75.43209877 119.56790123],0
p8,1,0.092416,2.83178,[49 54] ; [158 118],[56.25593668 46.74406332] ; [150.74406332 125.25593668],0
v4,1,0.094939,2.788568,[98  5] ; [275   5],[100.31070496   2.68929504] ; [272.68929504   7.31070496],0
b1,1,0.102897,2.660064,[34 69] ; [119 163],[40.93246753 62.06753247] ; [112.06753247 169.93246753],0
p4,1,0.124022,2.365778,[62 41] ; [192  88],[68.30809399 34.69190601] ; [185.69190601  94.30809399],0
u3,1,0.134488,2.23992,[24 17] ; [36 13],[27.33333333 13.66666667] ; [32.66666667 16.33333333],0
p2,1,0.143885,2.135911,[82 21] ; [241  40],[86.63802083 16.36197917] ; [236.36197917  44.63802083],0
d5,1,0.225878,1.46663,[83 20] ; [239  40],[86.82198953 16.17801047] ; [235.17801047  43.82198953],0
b5,1,0.233809,1.417537,[70 33] ; [173 109],[65.01038961 37.98961039] ; [177.98961039 104.01038961],0
p10,1,0.274095,1.196137,[84 19] ; [241  39],[87.40208877 15.59791123] ; [237.59791123  42.40208877],0
a1,1,0.29557,1.094075,[ 4 99] ; [ 19 263],[ 6.15324675 96.84675325] ; [ 16.84675325 265.15324675],0
a6,1,0.356426,0.850447,[72 31] ; [181  98],[68.21727749 34.78272251] ; [184.78272251  94.21727749],0
n3,1,0.417663,0.656881,[14  8] ; [43 16],[15.48148148  6.51851852] ; [41.51851852 17.48148148],0
s4,1,0.447513,0.576943,[22 77] ; [ 73 207],[24.81530343 74.18469657] ; [ 70.18469657 209.81530343],0
u2,1,0.507207,0.439824,[23 19] ; [29 18],[24.53932584 17.46067416] ; [27.46067416 19.53932584],0
d3,1,0.538031,0.379202,[71 32] ; [202  78],[73.41775457 29.58224543] ; [199.58224543  80.41775457],0
r3,1,0.60919,0.261356,[99  4] ; [272   8],[99.77284595  3.22715405] ; [271.22715405   8.77284595],0
p12,1,0.640442,0.218165,[10 93] ; [ 32 249],[11.265625 91.734375] ; [ 30.734375 250.265625],0
r4,1,0.675688,0.17502,[94  9] ; [261  21],[94.97402597  8.02597403] ; [260.02597403  21.97402597],0
n2,1,0.681404,0.16855,[17  5] ; [48 11],[17.65432099  4.34567901] ; [47.34567901 11.65432099],0
p11,1,0.707181,0.141109,[80 23] ; [224  58],[81.32987013 21.67012987] ; [222.67012987  59.32987013],0
b4,1,0.877724,0.023671,[59 44] ; [164 118],[59.65974026 43.34025974] ; [163.34025974 118.65974026],0
d4,1,0.941719,0.005345,[90 13] ; [243  36],[89.78795812 13.21204188] ; [243.21204188  35.78795812],0
