Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,0.000174,14.090132,[27 91] ; [30 29],[38. 80.] ; [19. 40.],1
p4,1,0.000301,13.062564,[48 70] ; [41 18],[59.33333333 58.66666667] ; [29.66666667 29.33333333],1
p3,1,0.000411,12.480769,[41 77] ; [37 22],[52. 66.] ; [26. 33.],1
p7,1,0.000594,11.795048,[50 66] ; [41 17],[60.66666667 55.33333333] ; [30.33333333 27.66666667],1
s7,1,0.002346,9.257143,[33 79] ; [30 26],[42. 70.] ; [21. 35.],0
s5,1,0.00329,8.639223,[21 93] ; [21 32],[28.67065868 85.32934132] ; [13.32934132 39.67065868],0
p8,1,0.004234,8.180585,[41 76] ; [34 25],[49.85795455 67.14204545] ; [25.14204545 33.85795455],0
v3,1,0.005344,7.759203,[25 90] ; [24 33],[32.76162791 82.23837209] ; [16.23837209 40.76162791],0
v2,1,0.01726,5.669766,[42 74] ; [31 25],[49.23255814 66.76744186] ; [23.76744186 32.23255814],0
p1,1,0.023135,5.158364,[  6 111] ; [ 9 50],[  9.97159091 107.02840909] ; [ 5.02840909 53.97159091],0
p12,1,0.030595,4.675568,[  3 114] ; [ 6 53],[  5.98295455 111.01704545] ; [ 3.01704545 55.98295455],0
n2,1,0.045126,4.013937,[34  5] ; [13  7],[31.06779661  7.93220339] ; [15.93220339  4.06779661],0
r2,1,0.047081,3.942503,[88 26] ; [52  6],[92.79069767 21.20930233] ; [47.20930233 10.79069767],0
s6,1,0.075398,3.161413,[60 56] ; [37 19],[65.41860465 50.58139535] ; [31.58139535 24.41860465],0
d1,1,0.104603,2.633929,[43 75] ; [29 30],[48. 70.] ; [24. 35.],0
b2,1,0.108616,2.574246,[17 50] ; [15 22],[20.61538462 46.38461538] ; [11.38461538 25.61538462],0
b3,1,0.108616,2.574246,[17 50] ; [15 22],[20.61538462 46.38461538] ; [11.38461538 25.61538462],0
u2,1,0.123081,2.37767,[21 32] ; [13  9],[24.02666667 28.97333333] ; [ 9.97333333 12.02666667],0
a1,1,0.123302,2.374863,[  5 113] ; [ 6 53],[  7.33333333 110.66666667] ; [ 3.66666667 55.33333333],0
p2,1,0.13484,2.235881,[83 34] ; [48 11],[87.08522727 29.91477273] ; [43.91477273 15.08522727],0
p11,1,0.142993,2.145455,[84 34] ; [48 11],[88. 30.] ; [44. 15.],0
b1,1,0.158622,1.987311,[43 75] ; [28 31],[47.33333333 70.66666667] ; [23.66666667 35.33333333],0
