Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,74.330132,[114  20] ; [ 7 38],[90.58100559 43.41899441] ; [30.41899441 14.58100559],1
s6,1,1e-06,24.222099,[116  16] ; [24 21],[104.40677966  27.59322034] ; [35.59322034  9.40677966],1
d1,1,0.038184,4.296821,[86 48] ; [21 24],[80.10055866 53.89944134] ; [26.89944134 18.10055866],0
n5,1,0.066562,3.365824,[104  29] ; [29 16],[99.37640449 33.62359551] ; [33.62359551 11.37640449],0
a7,1,0.06741,3.344987,[97 37] ; [26 19],[92.07821229 41.92178771] ; [30.92178771 14.07821229],0
a6,1,0.087846,2.913411,[87 46] ; [23 22],[82.19101124 50.80898876] ; [27.80898876 17.19101124],0
r1,1,0.089559,2.882279,[111  23] ; [32 13],[107.05027933  26.94972067] ; [35.94972067  9.05027933],0
s4,1,0.090248,2.869935,[41 92] ; [ 8 37],[36.61235955 96.38764045] ; [12.38764045 32.61235955],0
u3,1,0.140147,2.176339,[23  9] ; [3 4],[21.33333333 10.66666667] ; [4.66666667 2.33333333],0
d5,1,0.171457,1.870155,[110  23] ; [33 12],[106.84831461  26.15168539] ; [36.15168539  8.84831461],0
r2,1,0.178587,1.80934,[127   5] ; [41  4],[125.28813559   6.71186441] ; [42.71186441  2.28813559],0
d3,1,0.219488,1.507716,[93 40] ; [27 18],[89.66292135 43.33707865] ; [30.33707865 14.66292135],0
v2,1,0.223788,1.479915,[60 72] ; [15 28],[56.57142857 75.42857143] ; [18.42857143 24.57142857],0
a3,1,0.241796,1.370094,[102  32] ; [38  7],[104.80446927  29.19553073] ; [35.19553073  9.80446927],0
p2,1,0.315023,1.0095,[113  21] ; [35 10],[110.79329609  23.20670391] ; [37.20670391  7.79329609],0
b5,1,0.321419,0.983164,[71 63] ; [20 25],[68.12290503 65.87709497] ; [22.87709497 22.12290503],0
a4,1,0.32209,0.98044,[65 69] ; [18 27],[62.13407821 71.86592179] ; [20.86592179 24.13407821],0
p7,1,0.332398,0.939531,[89 42] ; [27 18],[86.34090909 44.65909091] ; [29.65909091 15.34090909],0
s8,1,0.353204,0.861913,[82 52] ; [24 21],[79.35195531 54.64804469] ; [26.64804469 18.35195531],0
p11,1,0.377138,0.780011,[104  30] ; [32 13],[101.81005587  32.18994413] ; [34.18994413 10.81005587],0
d4,1,0.390982,0.735887,[111  22] ; [35 10],[109.08988764  23.91011236] ; [36.91011236  8.08988764],0
v4,1,0.415824,0.662088,[128   5] ; [42  3],[127.02247191   5.97752809] ; [42.97752809  2.02247191],0
v3,1,0.43724,0.603515,[36 93] ; [15 29],[38.02890173 90.97109827] ; [12.97109827 31.02890173],0
n2,1,0.437429,0.603019,[27  9] ; [11  6],[25.81132075 10.18867925] ; [12.18867925  4.81132075],0
