Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,67.108486,[369  36] ; [12 18],[354.72413793  50.27586207] ; [26.27586207  3.72413793],1
r3,1,0.0,44.34082,[385  19] ; [19 11],[376.07373272  27.92626728] ; [27.92626728  2.07373272],1
r1,1,5e-06,20.788089,[320  82] ; [13 17],[309.875  92.125] ; [23.125  6.875],1
p9,1,1.7e-05,18.464741,[312  87] ; [13 17],[302.27272727  96.72727273] ; [22.72727273  7.27272727],1
p2,1,0.000113,14.909527,[291 113] ; [11 18],[281.77367206 122.22632794] ; [20.22632794  8.77367206],1
n6,1,0.000114,14.894502,[324  80] ; [15 15],[315.56682028  88.43317972] ; [23.43317972  6.56682028],1
p10,1,0.000115,14.879832,[292 107] ; [12 18],[282.74125874 116.25874126] ; [21.25874126  8.74125874],1
p11,1,0.000177,14.061564,[283 122] ; [11 19],[273.72413793 131.27586207] ; [20.27586207  9.72413793],1
s6,1,0.000485,12.174099,[256 146] ; [ 9 20],[247.16937355 154.83062645] ; [17.83062645 11.16937355],1
b1,1,0.000569,11.876368,[154 251] ; [21  9],[162.93103448 242.06896552] ; [12.06896552 17.93103448],1
u2,1,0.001404,10.200531,[67 46] ; [ 1 10],[61.96774194 51.03225806] ; [6.03225806 4.96774194],0
a7,1,0.002005,9.545061,[284 119] ; [13 17],[276.42263279 126.57736721] ; [20.57736721  9.42263279],0
s2,1,0.003762,8.395316,[203 197] ; [ 7 23],[195.34883721 204.65116279] ; [14.65116279 15.34883721],0
a1,1,0.003896,8.331838,[ 18 387] ; [ 5 25],[ 21.4137931 383.5862069] ; [ 1.5862069 28.4137931],0
s8,1,0.00562,7.668212,[156 248] ; [ 4 26],[148.94009217 255.05990783] ; [11.05990783 18.94009217],0
n2,1,0.016756,5.721783,[92 33] ; [6 8],[88.1294964 36.8705036] ; [9.8705036 4.1294964],0
u3,1,0.017819,5.613893,[74 42] ; [3 8],[70.33070866 45.66929134] ; [6.66929134 4.33070866],0
a5,1,0.028033,4.826011,[281 124] ; [15 15],[275.5862069 129.4137931] ; [20.4137931  9.5862069],0
u1,1,0.030766,4.66595,[ 77 328] ; [ 1 29],[ 72.62068966 332.37931034] ; [ 5.37931034 24.62068966],0
p7,1,0.042984,4.096034,[167 229] ; [ 7 23],[161.74647887 234.25352113] ; [12.25352113 17.74647887],0
b5,1,0.044654,4.031643,[263 142] ; [14 16],[257.89655172 147.10344828] ; [19.10344828 10.89655172],0
p1,1,0.065011,3.40469,[ 21 383] ; [ 4 26],[ 23.2718894 380.7281106] ; [ 1.7281106 28.2718894],0
