Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.052488,[ 5 22] ; [82 17],[18.64285714  8.35714286] ; [68.35714286 30.64285714],1
p8,1,0.841641,0.039918,[ 9 17] ; [36 62],[ 9.43548387 16.56451613] ; [35.56451613 62.43548387],0
s5,1,0.88563,0.020689,[ 4 23] ; [15 79],[ 4.23966942 22.76033058] ; [14.76033058 79.23966942],0
p4,1,0.919678,0.010169,[ 9 18] ; [33 63],[ 9.2195122 17.7804878] ; [32.7804878 63.2195122],0
a2,1,0.936681,0.006311,[ 1 26] ; [ 4 95],[ 1.07142857 25.92857143] ; [ 3.92857143 95.07142857],0
d1,1,0.936681,0.006311,[ 1 26] ; [ 4 95],[ 1.07142857 25.92857143] ; [ 3.92857143 95.07142857],0
s4,1,0.949797,0.003964,[ 4 23] ; [15 83],[ 4.104 22.896] ; [14.896 83.104],0
n5,1,0.963024,0.002149,[16 11] ; [57 40],[15.89516129 11.10483871] ; [57.10483871 39.89516129],0
a4,1,0.996398,2e-05,[ 5 22] ; [18 79],[ 5.00806452 21.99193548] ; [17.99193548 79.00806452],0
b4,1,1.0,0.0,[15 12] ; [55 44],[15. 12.] ; [55. 44.],0
d2,1,1.0,0.0,[ 6 21] ; [22 77],[ 6. 21.] ; [22. 77.],0
