Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.052488,[ 5 22] ; [82 17],[18.64285714  8.35714286] ; [68.35714286 30.64285714],1
r1,1,0.0,26.220024,[ 4 23] ; [69 30],[15.64285714 11.35714286] ; [57.35714286 41.64285714],1
v4,1,0.0,25.995549,[13 14] ; [90  9],[22.07142857  4.92857143] ; [80.92857143 18.07142857],1
r3,1,0.00508,7.850865,[16 10] ; [85 14],[21.008  4.992] ; [79.992 19.008],0
v3,1,0.013499,6.102528,[ 2 25] ; [30 67],[ 6.96774194 20.03225806] ; [25.03225806 71.96774194],0
u3,1,0.01792,5.603977,[ 2 15] ; [25 33],[ 6.12 10.88] ; [20.88 37.12],0
a6,1,0.028914,4.772727,[10 17] ; [60 39],[15. 12.] ; [55. 44.],0
n6,1,0.029223,4.754441,[14 13] ; [73 26],[18.64285714  8.35714286] ; [68.35714286 30.64285714],0
s3,1,0.039032,4.259491,[ 6 21] ; [42 53],[10.62295082 16.37704918] ; [37.37704918 57.62295082],0
b1,1,0.052025,3.774972,[16 11] ; [38 61],[11.57142857 15.42857143] ; [42.42857143 56.57142857],0
p9,1,0.070123,3.280135,[13 13] ; [67 30],[16.91056911  9.08943089] ; [63.08943089 33.91056911],0
b2,1,0.082304,3.018802,[ 2 13] ; [21 36],[ 4.79166667 10.20833333] ; [18.20833333 38.79166667],0
b3,1,0.082304,3.018802,[ 2 13] ; [21 36],[ 4.79166667 10.20833333] ; [18.20833333 38.79166667],0
a7,1,0.106735,2.601906,[10 17] ; [54 45],[13.71428571 13.28571429] ; [50.28571429 48.71428571],0
p11,1,0.136357,2.218599,[15 12] ; [70 29],[18.21428571  8.78571429] ; [66.78571429 32.21428571],0
p5,1,0.138913,2.189959,[ 3 23] ; [ 4 95],[ 1.456 24.544] ; [ 5.544 93.456],0
n4,1,0.143259,2.142595,[12 15] ; [59 39],[15.336 11.664] ; [55.664 42.336],0
v2,1,0.149822,2.074063,[ 6 20] ; [36 58],[ 9.1 16.9] ; [32.9 61.1],0
p3,1,0.162685,1.949093,[ 5 22] ; [32 67],[ 7.92857143 19.07142857] ; [29.07142857 69.92857143],0
v1,1,0.193046,1.694219,[ 7 20] ; [38 58],[ 9.87804878 17.12195122] ; [35.12195122 60.87804878],0
a8,1,0.277275,1.180399,[ 4 21] ; [ 8 85],[ 2.54237288 22.45762712] ; [ 9.45762712 83.54237288],0
n2,1,0.281325,1.160678,[8 5] ; [21  6],[9.425 3.575] ; [19.575  7.425],0
p1,1,0.296556,1.089616,[ 1 26] ; [10 89],[ 2.35714286 24.64285714] ; [ 8.64285714 90.35714286],0
d4,1,0.334099,0.932945,[10 17] ; [47 52],[12.21428571 14.78571429] ; [44.78571429 54.21428571],0
s8,1,0.386109,0.75116,[ 4 23] ; [ 9 90],[ 2.78571429 24.21428571] ; [10.21428571 88.78571429],0
a5,1,0.402319,0.701383,[ 8 19] ; [38 61],[ 9.85714286 17.14285714] ; [36.14285714 62.85714286],0
d3,1,0.402319,0.701383,[ 8 19] ; [38 61],[ 9.85714286 17.14285714] ; [36.14285714 62.85714286],0
p2,1,0.412786,0.670762,[14 13] ; [60 39],[15.85714286 11.14285714] ; [58.14285714 40.85714286],0
a1,1,0.491161,0.473981,[ 3 24] ; [ 7 92],[ 2.14285714 24.85714286] ; [ 7.85714286 91.14285714],0
s6,1,0.554879,0.348649,[ 9 18] ; [38 58],[10.31707317 16.68292683] ; [36.68292683 59.31707317],0
p6,1,0.564352,0.332224,[ 4 22] ; [20 78],[ 5.03225806 20.96774194] ; [18.96774194 79.03225806],0
p10,1,0.612143,0.257066,[14 12] ; [57 39],[15.13114754 10.86885246] ; [55.86885246 40.13114754],0
u2,1,0.615662,0.252012,[ 6 11] ; [24 33],[ 6.89189189 10.10810811] ; [23.10810811 33.89189189],0
s2,1,0.628089,0.234661,[ 8 19] ; [24 72],[ 7.02439024 19.97560976] ; [24.97560976 71.02439024],0
n3,1,0.630954,0.230769,[8 5] ; [18  8],[8.66666667 4.33333333] ; [17.33333333  8.66666667],0
n1,1,0.630954,0.230769,[5 8] ; [ 8 18],[4.33333333 8.66666667] ; [ 8.66666667 17.33333333],0
b5,1,0.662161,0.190909,[14 13] ; [56 43],[15. 12.] ; [55. 44.],0
s1,1,0.672465,0.178732,[ 2 25] ; [ 5 90],[ 1.54918033 25.45081967] ; [ 5.45081967 89.54918033],0
p7,1,0.684689,0.164895,[13 14] ; [42 54],[12.07317073 14.92682927] ; [42.92682927 53.07317073],0
a3,1,0.798046,0.065473,[10 16] ; [40 57],[10.56910569 15.43089431] ; [39.43089431 57.56910569],0
p12,1,0.809131,0.058345,[ 2 25] ; [ 6 92],[ 1.728 25.272] ; [ 6.272 91.728],0
