Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d1,1,0.0,102.702754,[ 3 52] ; [228  71],[35.88983051 19.11016949] ; [195.11016949 103.88983051],1
d3,1,0.0,70.82923,[21 34] ; [262  37],[43.96892655 11.03107345] ; [239.03107345  59.96892655],1
d5,1,0.0,64.03591,[27 28] ; [273  26],[46.61016949  8.38983051] ; [253.38983051  45.61016949],1
d2,1,2.3e-05,17.919093,[13 42] ; [163 135],[27.42209632 27.57790368] ; [148.57790368 149.42209632],1
u1,1,5.4e-05,16.302878,[ 2 53] ; [ 88 211],[13.98305085 41.01694915] ; [ 76.01694915 222.98305085],1
v4,1,0.000847,11.135163,[49  6] ; [291   6],[53.125  1.875] ; [286.875  10.125],1
a4,1,0.000887,11.049211,[15 39] ; [156 142],[26.23295455 27.76704545] ; [144.76704545 153.23295455],1
s5,1,0.001621,9.935761,[ 9 43] ; [115 171],[19.07692308 32.92307692] ; [104.92307692 181.07692308],0
a2,1,0.002292,9.299616,[ 8 47] ; [106 193],[17.71186441 37.28813559] ; [ 96.28813559 202.71186441],0
p2,1,0.003827,8.36399,[41 13] ; [268  30],[47.40340909  6.59659091] ; [261.59659091  36.40340909],0
a6,1,0.004456,8.087846,[35 20] ; [241  57],[43.00283286 11.99716714] ; [232.99716714  65.00283286],0
p1,1,0.004579,8.038511,[12 42] ; [ 27 271],[ 5.98295455 48.01704545] ; [ 33.01704545 264.98295455],0
b4,1,0.006425,7.426986,[24 31] ; [189 110],[33.09322034 21.90677966] ; [179.90677966 119.09322034],0
s2,1,0.026743,4.90732,[20 32] ; [162 132],[27.35260116 24.64739884] ; [154.64739884 139.35260116],0
r3,1,0.030879,4.659672,[49  5] ; [289   9],[51.85227273  2.14772727] ; [286.14772727  11.85227273],0
v2,1,0.031007,4.652577,[30 23] ; [208  83],[36.66860465 16.33139535] ; [201.33139535  89.66860465],0
a3,1,0.03196,4.600667,[34 20] ; [228  69],[40.30769231 13.69230769] ; [221.69230769  75.30769231],0
s6,1,0.037664,4.320141,[31 21] ; [216  77],[37.22898551 14.77101449] ; [209.77101449  83.22898551],0
p4,1,0.059515,3.550845,[31 23] ; [209  88],[36.92307692 17.07692308] ; [203.07692308  93.92307692],0
u2,1,0.06704,3.354037,[ 9 12] ; [45 24],[12.6  8.4] ; [41.4 27.6],0
p12,1,0.067063,3.353486,[ 2 52] ; [ 36 261],[ 5.84615385 48.15384615] ; [ 32.15384615 264.84615385],0
p8,1,0.067753,3.336626,[25 27] ; [181 113],[30.95953757 21.04046243] ; [175.04046243 118.95953757],0
s1,1,0.076738,3.132679,[ 4 49] ; [  8 286],[ 1.83285303 51.16714697] ; [ 10.16714697 283.83285303],0
p11,1,0.079338,3.078414,[39 16] ; [243  56],[43.81355932 11.18644068] ; [238.18644068  60.81355932],0
s8,1,0.087607,2.917812,[20 34] ; [147 149],[25.76571429 28.23428571] ; [141.23428571 154.76571429],0
p6,1,0.09398,2.804846,[18 35] ; [135 156],[23.57267442 29.42732558] ; [129.42732558 161.57267442],0
b3,1,0.095869,2.772949,[ 9 27] ; [ 73 111],[13.41818182 22.58181818] ; [ 68.58181818 115.41818182],0
b2,1,0.095869,2.772949,[ 9 27] ; [ 73 111],[13.41818182 22.58181818] ; [ 68.58181818 115.41818182],0
a5,1,0.164516,1.932214,[40 15] ; [242  57],[43.81355932 11.18644068] ; [238.18644068  60.81355932],0
s7,1,0.178015,1.814117,[22 29] ; [150 131],[26.42168675 24.57831325] ; [145.57831325 135.42168675],0
n3,1,0.178675,1.808612,[8 1] ; [36 18],[6.28571429 2.71428571] ; [37.71428571 16.28571429],0
p7,1,0.208548,1.581476,[31 21] ; [198  91],[34.92082111 17.07917889] ; [194.07917889  94.92082111],0
