Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,2e-06,22.194449,[103  13] ; [46 31],[89.55440415 26.44559585] ; [59.44559585 17.55440415],1
p8,1,0.000131,14.631539,[87 29] ; [37 40],[74.52849741 41.47150259] ; [49.47150259 27.52849741],1
a5,1,0.001759,9.785698,[92 24] ; [45 32],[82.34196891 33.65803109] ; [54.65803109 22.34196891],0
p5,1,0.013009,6.16787,[20 96] ; [ 4 73],[ 14.42487047 101.57512953] ; [ 9.57512953 67.42487047],0
a3,1,0.015401,5.870042,[87 29] ; [45 32],[79.33678756 36.66321244] ; [52.66321244 24.33678756],0
r3,1,0.018174,5.579317,[113   2] ; [70  7],[109.609375   5.390625] ; [73.390625  3.609375],0
n4,1,0.021821,5.260012,[95 21] ; [52 25],[88.35233161 27.64766839] ; [58.64766839 18.35233161],0
p9,1,0.025496,4.989871,[104  12] ; [60 17],[98.56994819 17.43005181] ; [65.43005181 11.56994819],0
a4,1,0.033336,4.528432,[64 52] ; [30 46],[56.79166667 59.20833333] ; [37.20833333 38.79166667],0
b1,1,0.04745,3.929371,[59 57] ; [28 49],[52.29015544 63.70984456] ; [34.70984456 42.29015544],0
d2,1,0.056027,3.651242,[66 50] ; [33 44],[59.50259067 56.49740933] ; [39.49740933 37.50259067],0
s6,1,0.056496,3.637378,[89 23] ; [51 25],[83.40425532 28.59574468] ; [56.59574468 19.40425532],0
b5,1,0.057198,3.616836,[64 52] ; [53 24],[70.32124352 45.67875648] ; [46.67875648 30.32124352],0
p12,1,0.059646,3.547208,[ 11 104] ; [ 2 75],[  7.78645833 107.21354167] ; [ 5.21354167 71.78645833],0
d5,1,0.066278,3.372867,[98 18] ; [56 20],[93.04166667 22.95833333] ; [60.95833333 15.04166667],0
d1,1,0.078139,3.103186,[75 41] ; [40 37],[69.11917098 46.88082902] ; [45.88082902 31.11917098],0
s5,1,0.091471,2.848294,[52 57] ; [26 48],[46.45901639 62.54098361] ; [31.54098361 42.45901639],0
a1,1,0.106036,2.612327,[  7 109] ; [ 1 76],[  4.80829016 111.19170984] ; [ 3.19170984 73.80829016],0
u1,1,0.124044,2.365508,[27 89] ; [11 66],[22.83937824 93.16062176] ; [15.16062176 61.83937824],0
s1,1,0.169218,1.88986,[  3 113] ; [ 5 70],[  4.85863874 111.14136126] ; [ 3.14136126 71.85863874],0
s2,1,0.173432,1.853022,[74 42] ; [41 35],[69.47916667 46.52083333] ; [45.52083333 30.47916667],0
s7,1,0.18475,1.758997,[65 46] ; [36 38],[60.6 50.4] ; [40.4 33.6],0
s8,1,0.194457,1.683524,[63 53] ; [34 42],[58.60416667 57.39583333] ; [38.39583333 37.60416667],0
a2,1,0.198881,1.650574,[32 84] ; [15 62],[28.24870466 87.75129534] ; [18.75129534 58.24870466],0
p10,1,0.220216,1.502963,[96 19] ; [58 18],[92.72251309 22.27748691] ; [61.27748691 14.72251309],0
a6,1,0.23365,1.418505,[79 37] ; [46 31],[75.12953368 40.87046632] ; [49.87046632 27.12953368],0
s3,1,0.272514,1.204051,[71 45] ; [41 36],[67.31606218 48.68393782] ; [44.68393782 32.31606218],0
v2,1,0.278537,1.174216,[53 62] ; [29 47],[49.37172775 65.62827225] ; [32.62827225 43.37172775],0
n6,1,0.317471,0.999338,[101  15] ; [63 14],[98.56994819 17.43005181] ; [65.43005181 11.56994819],0
d4,1,0.347399,0.882934,[98 18] ; [61 16],[95.56476684 20.43523316] ; [63.43523316 13.56476684],0
u2,1,0.403967,0.696486,[16 13] ; [21 11],[17.59016393 11.40983607] ; [19.40983607 12.59016393],0
p2,1,0.411058,0.675738,[101  15] ; [70  7],[102.77720207  13.22279793] ; [68.22279793  8.77720207],0
p1,1,0.411058,0.675738,[ 15 101] ; [ 7 70],[ 13.22279793 102.77720207] ; [ 8.77720207 68.22279793],0
a7,1,0.42224,0.644072,[87 29] ; [53 23],[84.58333333 31.41666667] ; [55.41666667 20.58333333],0
r4,1,0.443943,0.58607,[105  11] ; [67 10],[103.37823834  12.62176166] ; [68.62176166  8.37823834],0
r1,1,0.4591,0.548087,[94 22] ; [59 18],[91.95854922 24.04145078] ; [61.04145078 15.95854922],0
u3,1,0.496382,0.462662,[19  9] ; [19 13],[17.73333333 10.26666667] ; [20.26666667 11.73333333],0
v1,1,0.497716,0.459803,[59 55] ; [36 41],[56.70157068 57.29842932] ; [38.29842932 38.70157068],0
s4,1,0.516791,0.420293,[31 83] ; [17 57],[29.10638298 84.89361702] ; [18.89361702 55.10638298],0
p11,1,0.657767,0.196248,[92 24] ; [59 18],[90.75647668 25.24352332] ; [60.24352332 16.75647668],0
b2,1,0.763939,0.090188,[36 44] ; [19 26],[35.2 44.8] ; [19.8 25.2],0
b3,1,0.763939,0.090188,[36 44] ; [19 26],[35.2 44.8] ; [19.8 25.2],0
v4,1,0.775364,0.081433,[111   5] ; [73  4],[110.59067358   5.40932642] ; [73.40932642  3.59067358],0
n1,1,0.807086,0.059627,[10 13] ; [10 15],[ 9.58333333 13.41666667] ; [10.41666667 14.58333333],0
u4,1,0.815012,0.05474,[  2 114] ; [ 1 76],[  1.80310881 114.19689119] ; [ 1.19689119 75.80310881],0
n2,1,0.867518,0.027826,[17  6] ; [19  6],[17.25  5.75] ; [18.75  6.25],0
p7,1,0.87049,0.026581,[94 21] ; [62 13],[94.42105263 20.57894737] ; [61.57894737 13.42105263],0
b4,1,0.884593,0.021068,[63 53] ; [41 36],[62.50777202 53.49222798] ; [41.49222798 35.50777202],0
d3,1,0.901503,0.015317,[81 35] ; [53 22],[81.38219895 34.61780105] ; [52.61780105 22.38219895],0
a8,1,0.911721,0.012292,[16 93] ; [10 61],[15.74444444 93.25555556] ; [10.25555556 60.74444444],0
n3,1,0.93192,0.007298,[17  6] ; [18  6],[17.12765957  5.87234043] ; [17.87234043  6.12765957],0
n5,1,0.933761,0.006908,[85 29] ; [57 20],[84.7539267 29.2460733] ; [57.2460733 19.7539267],0
r2,1,1.0,0.0,[108   6] ; [72  4],[108.   6.] ; [72.  4.],0
