Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,42.542844,[88 20] ; [ 4 22],[74.14925373 33.85074627] ; [17.85074627  8.14925373],1
v4,1,0.0,34.831679,[99  7] ; [12 14],[89.13636364 16.86363636] ; [21.86363636  4.13636364],1
p11,1,1.8e-05,18.380121,[81 27] ; [ 8 18],[71.73134328 36.26865672] ; [17.26865672  8.73134328],1
n6,1,0.000248,13.42908,[84 23] ; [11 15],[76.42857143 30.57142857] ; [18.57142857  7.42857143],1
v2,1,0.000738,11.390267,[40 62] ; [ 1 24],[32.92913386 69.07086614] ; [ 8.07086614 16.92913386],1
p9,1,0.001575,9.988212,[80 27] ; [10 14],[73.51145038 33.48854962] ; [16.48854962  7.51145038],0
p10,1,0.001799,9.743709,[73 32] ; [ 9 16],[66.23076923 38.76923077] ; [15.76923077  9.23076923],0
r2,1,0.001869,9.673735,[91 16] ; [15 11],[85.27819549 21.72180451] ; [20.72180451  5.27819549],0
d4,1,0.002541,9.110897,[60 47] ; [ 6 20],[53.09774436 53.90225564] ; [12.90225564 13.09774436],0
s6,1,0.006449,7.420492,[56 50] ; [ 6 20],[49.78787879 56.21212121] ; [12.21212121 13.78787879],0
d3,1,0.007418,7.168927,[52 56] ; [ 5 21],[45.94029851 62.05970149] ; [11.05970149 14.94029851],0
r1,1,0.00806,7.020061,[72 36] ; [10 16],[66.08955224 41.91044776] ; [15.91044776 10.08955224],0
a1,1,0.009497,6.726861,[  3 105] ; [ 4 22],[  5.64179104 102.35820896] ; [ 1.35820896 24.64179104],0
p2,1,0.009574,6.712402,[75 33] ; [11 15],[69.31343284 38.68656716] ; [16.68656716  9.31343284],0
a7,1,0.011468,6.391322,[63 45] ; [ 8 18],[57.2238806 50.7761194] ; [13.7761194 12.2238806],0
a6,1,0.028925,4.77208,[59 49] ; [ 8 18],[54. 54.] ; [13. 13.],0
b5,1,0.029045,4.764947,[67 41] ; [10 16],[62.05970149 45.94029851] ; [14.94029851 11.05970149],0
s3,1,0.029455,4.740793,[57 49] ; [ 7 17],[52.18461538 53.81538462] ; [11.81538462 12.18461538],0
p7,1,0.043794,4.064492,[48 56] ; [ 6 19],[43.53488372 60.46511628] ; [10.46511628 14.53488372],0
u2,1,0.044001,4.056513,[28 30] ; [ 2 10],[24.85714286 33.14285714] ; [5.14285714 6.85714286],0
u3,1,0.044001,4.056513,[28 30] ; [ 2 10],[24.85714286 33.14285714] ; [5.14285714 6.85714286],0
b1,1,0.067079,3.353085,[41 67] ; [15 11],[45.13432836 62.86567164] ; [10.86567164 15.13432836],0
s8,1,0.100141,2.703301,[29 79] ; [ 3 23],[25.79104478 82.20895522] ; [ 6.20895522 19.79104478],0
n5,1,0.105177,2.625229,[68 38] ; [21  5],[71.46969697 34.53030303] ; [17.53030303  8.46969697],0
v1,1,0.108205,2.58025,[46 58] ; [ 7 19],[42.4 61.6] ; [10.6 15.4],0
s2,1,0.108851,2.570829,[42 63] ; [ 6 20],[38.47328244 66.52671756] ; [ 9.52671756 16.47328244],0
a8,1,0.130131,2.290944,[16 84] ; [ 1 23],[13.70967742 86.29032258] ; [ 3.29032258 20.70967742],0
s1,1,0.156154,2.011077,[ 7 97] ; [ 4 22],[ 8.8 95.2] ; [ 2.2 23.8],0
n1,1,0.164777,1.929828,[11 23] ; [8 7],[13.18367347 20.81632653] ; [5.81632653 9.18367347],0
p1,1,0.200938,1.635546,[  8 100] ; [ 4 22],[ 9.67164179 98.32835821] ; [ 2.32835821 23.67164179],0
v3,1,0.206398,1.596517,[29 77] ; [ 4 22],[26.5 79.5] ; [ 6.5 19.5],0
n3,1,0.251015,1.317647,[23 11] ; [7 7],[21.25 12.75] ; [8.75 5.25],0
a3,1,0.266508,1.234635,[49 58] ; [14 10],[51.45801527 55.54198473] ; [11.54198473 12.45801527],0
p6,1,0.290885,1.115522,[23 85] ; [ 3 22],[21.11278195 86.88721805] ; [ 4.88721805 20.11278195],0
p4,1,0.292542,1.107886,[31 74] ; [ 5 21],[28.85496183 76.14503817] ; [ 7.14503817 18.85496183],0
n2,1,0.311716,1.023392,[28  7] ; [10  5],[26.6  8.4] ; [11.4  3.6],0
s4,1,0.384631,0.755847,[17 90] ; [ 6 20],[18.5037594 88.4962406] ; [ 4.4962406 21.5037594],0
p5,1,0.534654,0.385539,[ 8 99] ; [ 1 24],[ 7.29545455 99.70454545] ; [ 1.70454545 23.29545455],0
p8,1,0.587669,0.293999,[36 71] ; [ 7 18],[34.85606061 72.14393939] ; [ 8.14393939 16.85606061],0
a2,1,0.610639,0.259245,[  7 101] ; [ 1 25],[  6.44776119 101.55223881] ; [ 1.55223881 24.44776119],0
a5,1,0.625249,0.238559,[43 65] ; [ 9 17],[41.91044776 66.08955224] ; [10.08955224 15.91044776],0
s7,1,0.743207,0.107328,[32 70] ; [ 7 18],[31.32283465 70.67716535] ; [ 7.67716535 17.32283465],0
b2,1,0.744104,0.106552,[20 41] ; [ 7 12],[20.5875 40.4125] ; [ 6.4125 12.5875],0
b3,1,0.744104,0.106552,[20 41] ; [ 7 12],[20.5875 40.4125] ; [ 6.4125 12.5875],0
p12,1,0.786534,0.07334,[  3 103] ; [ 1 25],[  3.21212121 102.78787879] ; [ 0.78787879 25.21212121],0
b4,1,0.854979,0.033405,[56 52] ; [14 12],[56.41791045 51.58208955] ; [13.58208955 12.41791045],0
a4,1,0.880508,0.022598,[20 87] ; [ 5 20],[20.26515152 86.73484848] ; [ 4.73484848 20.26515152],0
n4,1,0.912281,0.012136,[63 44] ; [15 11],[62.7518797 44.2481203] ; [15.2481203 10.7518797],0
s5,1,0.983025,0.000453,[20 85] ; [ 5 21],[20.03816794 84.96183206] ; [ 4.96183206 21.03816794],0
d2,1,0.993831,6e-05,[25 83] ; [ 6 20],[24.98507463 83.01492537] ; [ 6.01492537 19.98507463],0
