Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.013779,6.066176,[9 2] ; [ 8 14],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p6,1,0.039624,4.233924,[6 5] ; [ 4 17],[3.4375 7.5625] ; [ 6.5625 14.4375],0
v2,1,0.048796,3.882353,[8 3] ; [ 8 14],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
s7,1,0.076309,3.141818,[6 4] ; [ 6 16],[3.75 6.25] ; [ 8.25 13.75],0
p3,1,0.081262,3.039474,[7 4] ; [ 7 15],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
s6,1,0.096582,2.761091,[7 3] ; [ 8 13],[4.83870968 5.16129032] ; [10.16129032 10.83870968],0
n5,1,0.150962,2.0625,[10  1] ; [15  7],[8.33333333 2.66666667] ; [16.66666667  5.33333333],0
a5,1,0.191695,1.704545,[9 2] ; [13  9],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
a2,1,0.198959,1.65,[2 9] ; [ 1 21],[ 1. 10.] ; [ 2. 20.],0
s5,1,0.212662,1.553209,[4 6] ; [ 4 17],[2.58064516 7.41935484] ; [ 5.41935484 15.58064516],0
a6,1,0.319137,0.992481,[6 5] ; [ 8 14],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
d4,1,0.407016,0.6875,[7 4] ; [17  5],[8. 3.] ; [16.  6.],0
r4,1,0.442695,0.589286,[3 8] ; [ 9 13],[4. 7.] ; [ 8. 14.],0
p4,1,0.458318,0.55,[6 5] ; [ 9 13],[5. 6.] ; [10. 12.],0
p5,1,0.492331,0.471429,[ 1 10] ; [ 4 18],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
r2,1,0.542129,0.371607,[7 4] ; [11 10],[6.1875 4.8125] ; [11.8125  9.1875],0
v3,1,0.547045,0.362637,[3 8] ; [ 4 18],[2.33333333 8.66666667] ; [ 4.66666667 17.33333333],0
d5,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
a3,1,0.601508,0.272727,[8 3] ; [14  8],[7.33333333 3.66666667] ; [14.66666667  7.33333333],0
v1,1,0.61438,0.253846,[5 6] ; [ 8 14],[4.33333333 6.66666667] ; [ 8.66666667 13.33333333],0
b1,1,0.618402,0.24812,[7 4] ; [12 10],[6.33333333 4.66666667] ; [12.66666667  9.33333333],0
r1,1,0.618402,0.24812,[4 7] ; [10 12],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
a7,1,0.622301,0.242647,[6 5] ; [10 12],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
p7,1,0.622301,0.242647,[5 6] ; [12 10],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
b5,1,0.622301,0.242647,[5 6] ; [12 10],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
p12,1,0.630872,0.23088,[ 1 10] ; [ 1 20],[ 0.6875 10.3125] ; [ 1.3125 19.6875],0
b3,1,0.653329,0.201728,[3 5] ; [8 9],[3.52 4.48] ; [7.48 9.52],0
b2,1,0.653329,0.201728,[3 5] ; [8 9],[3.52 4.48] ; [7.48 9.52],0
n1,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
n2,1,0.67329,0.177778,[1 1] ; [4 2],[1.25 0.75] ; [3.75 2.25],0
a8,1,0.714546,0.133779,[2 9] ; [ 5 16],[2.40625 8.59375] ; [ 4.59375 16.40625],0
s4,1,0.73137,0.117857,[2 9] ; [ 3 19],[1.66666667 9.33333333] ; [ 3.33333333 18.66666667],0
a4,1,0.788821,0.071739,[3 8] ; [ 7 15],[3.33333333 7.66666667] ; [ 6.66666667 15.33333333],0
p11,1,0.788821,0.071739,[8 3] ; [15  7],[7.66666667 3.33333333] ; [15.33333333  6.66666667],0
s8,1,0.794003,0.068182,[4 7] ; [ 7 15],[3.66666667 7.33333333] ; [ 7.33333333 14.66666667],0
d1,1,0.803316,0.06203,[5 6] ; [ 9 13],[4.66666667 6.33333333] ; [ 9.33333333 12.66666667],0
d2,1,0.805453,0.060662,[5 6] ; [11 11],[5.33333333 5.66666667] ; [10.66666667 11.33333333],0
d3,1,0.805453,0.060662,[6 5] ; [11 11],[5.66666667 5.33333333] ; [11.33333333 10.66666667],0
n6,1,0.862667,0.029922,[8 2] ; [17  5],[7.8125 2.1875] ; [17.1875  4.8125],0
u2,1,0.898195,0.016369,[1 2] ; [3 5],[1.09090909 1.90909091] ; [2.90909091 5.09090909],0
p8,1,0.918081,0.010579,[3 7] ; [ 7 15],[3.125 6.875] ; [ 6.875 15.125],0
n4,1,1.0,0.0,[8 3] ; [16  6],[8. 3.] ; [16.  6.],0
b4,1,1.0,0.0,[8 3] ; [16  6],[8. 3.] ; [16.  6.],0
u1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
s1,1,1.0,0.0,[ 1 10] ; [ 2 20],[ 1. 10.] ; [ 2. 20.],0
