Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.000492,12.14656,[56 42] ; [138 229],[40.88602151 57.11397849] ; [153.11397849 213.88602151],1
n4,1,0.000574,11.857224,[73 37] ; [309  69],[86.10655738 23.89344262] ; [295.89344262  82.10655738],1
b3,1,0.001102,10.647624,[11 46] ; [104 140],[21.77740864 35.22259136] ; [ 93.22259136 150.77740864],0
b2,1,0.001102,10.647624,[11 46] ; [104 140],[21.77740864 35.22259136] ; [ 93.22259136 150.77740864],0
s2,1,0.00428,8.161166,[98 12] ; [291  89],[87.32653061 22.67346939] ; [301.67346939  78.32653061],0
a8,1,0.00458,8.038231,[ 6 96] ; [ 61 295],[14.92139738 87.07860262] ; [ 52.07860262 303.92139738],0
v3,1,0.008989,6.825053,[33 76] ; [160 201],[44.75957447 64.24042553] ; [148.24042553 212.75957447],0
s6,1,0.009333,6.758027,[97  8] ; [308  68],[88.40956341 16.59043659] ; [316.59043659  59.40956341],0
v1,1,0.016836,5.713439,[50 59] ; [213 149],[60.8641189 48.1358811] ; [202.1358811 159.8641189],0
v2,1,0.027459,4.861736,[49 57] ; [210 150],[58.91416309 47.08583691] ; [200.08583691 159.91416309],0
n1,1,0.028073,4.82356,[ 7 21] ; [40 42],[11.96363636 16.03636364] ; [35.03636364 46.96363636],0
u4,1,0.095668,2.77631,[  1 109] ; [ 16 364],[  3.81632653 106.18367347] ; [ 13.18367347 366.81632653],0
p12,1,0.131435,2.275474,[  7 102] ; [ 43 334],[11.21399177 97.78600823] ; [ 38.78600823 338.21399177],0
n5,1,0.141992,2.156241,[79 31] ; [296  81],[84.70225873 25.29774127] ; [290.29774127  86.70225873],0
a1,1,0.146351,2.109879,[  3 107] ; [ 24 356],[  6.06122449 103.93877551] ; [ 20.93877551 359.06122449],0
r4,1,0.151362,2.058467,[99 11] ; [357  23],[102.36734694   7.63265306] ; [353.63265306  26.36734694],0
p11,1,0.171169,1.872678,[81 29] ; [303  77],[86.20408163 23.79591837] ; [297.79591837  82.20408163],0
u3,1,0.183837,1.766329,[25  9] ; [59 38],[21.80152672 12.19847328] ; [62.19847328 34.80152672],0
p5,1,0.184273,1.762817,[ 10 100] ; [ 52 322],[14.09090909 95.90909091] ; [ 47.90909091 326.09090909],0
r1,1,0.22035,1.502089,[87 23] ; [317  60],[91.25256674 18.74743326] ; [312.74743326  64.25256674],0
a3,1,0.274358,1.194828,[76 34] ; [281  97],[80.47131148 29.52868852] ; [276.52868852 101.47131148],0
s7,1,0.285307,1.141637,[74 32] ; [235 131],[69.3940678 36.6059322] ; [239.6059322 126.3940678],0
