Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,39.099907,[86 16] ; [ 1 13],[76.5 25.5] ; [10.5  3.5],1
r1,1,4.7e-05,16.561061,[76 25] ; [ 3 11],[69.3826087 31.6173913] ; [9.6173913 4.3826087],1
v4,1,0.000962,10.899806,[94  7] ; [9 5],[90.46086957 10.53913043] ; [12.53913043  1.46086957],1
p11,1,0.004132,8.22479,[75 27] ; [5 9],[70.34482759 31.65517241] ; [9.65517241 4.34482759],0
s6,1,0.004266,8.166967,[63 39] ; [ 3 11],[58.03448276 43.96551724] ; [7.96551724 6.03448276],0
v2,1,0.007316,7.193738,[49 44] ; [ 2 12],[44.3271028 48.6728972] ; [6.6728972 7.3271028],0
a6,1,0.010422,6.561271,[71 30] ; [5 9],[66.74782609 34.25217391] ; [9.25217391 4.74782609],0
s2,1,0.02221,5.229234,[47 54] ; [ 2 12],[43.03478261 57.96521739] ; [5.96521739 8.03478261],0
b1,1,0.022601,5.19888,[47 55] ; [11  3],[51. 51.] ; [7. 7.],0
a5,1,0.030213,4.697125,[67 35] ; [5 9],[63.31034483 38.68965517] ; [8.68965517 5.31034483],0
d1,1,0.03205,4.595825,[53 49] ; [ 3 11],[49.24137931 52.75862069] ; [6.75862069 7.24137931],0
p4,1,0.037943,4.307571,[51 49] ; [ 3 11],[47.36842105 52.63157895] ; [6.63157895 7.36842105],0
d5,1,0.038137,4.298879,[77 24] ; [7 7],[73.77391304 27.22608696] ; [10.22608696  3.77391304],0
p10,1,0.040939,4.178532,[82 19] ; [8 6],[79.04347826 21.95652174] ; [10.95652174  3.04347826],0
d4,1,0.040939,4.178532,[82 19] ; [8 6],[79.04347826 21.95652174] ; [10.95652174  3.04347826],0
p2,1,0.110086,2.552992,[77 23] ; [8 6],[74.56140351 25.43859649] ; [10.43859649  3.56140351],0
a1,1,0.166777,1.911678,[ 5 97] ; [ 2 12],[ 6.15517241 95.84482759] ; [ 0.84482759 13.15517241],0
s3,1,0.175875,1.832143,[55 45] ; [5 9],[52.63157895 47.36842105] ; [7.36842105 6.63157895],0
r2,1,0.207664,1.58764,[90 10] ; [11  3],[88.59649123 11.40350877] ; [12.40350877  1.59649123],0
