Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s5,1,0.014868,5.932058,[22 37] ; [16  8],[27.01204819 31.98795181] ; [10.98795181 13.01204819],0
a3,1,0.017049,5.691319,[42 20] ; [12 17],[36.79120879 25.20879121] ; [17.20879121 11.79120879],0
p4,1,0.025696,4.976365,[41 21] ; [12 17],[36.10989011 25.89010989] ; [16.89010989 12.10989011],0
s7,1,0.029792,4.72127,[28 32] ; [20  8],[32.72727273 27.27272727] ; [15.27272727 12.72727273],0
s1,1,0.058308,3.584856,[ 1 61] ; [ 3 26],[ 2.72527473 59.27472527] ; [ 1.27472527 27.72527473],0
v4,1,0.105804,2.615808,[51  9] ; [28  1],[53.25842697  6.74157303] ; [25.74157303  3.25842697],0
a1,1,0.115712,2.474417,[ 9 53] ; [ 1 28],[ 6.81318681 55.18681319] ; [ 3.18681319 25.81318681],0
p3,1,0.13279,2.259584,[34 28] ; [11 18],[30.65934066 31.34065934] ; [14.34065934 14.65934066],0
n4,1,0.141082,2.166122,[42 20] ; [15 14],[38.83516484 23.16483516] ; [18.16483516 10.83516484],0
a5,1,0.141082,2.166122,[42 20] ; [15 14],[38.83516484 23.16483516] ; [18.16483516 10.83516484],0
v2,1,0.141827,2.158028,[31 28] ; [10 18],[27.8045977 31.1954023] ; [13.1954023 14.8045977],0
a8,1,0.146752,2.105695,[ 8 50] ; [ 1 27],[ 6.06976744 51.93023256] ; [ 2.93023256 25.06976744],0
p5,1,0.147138,2.101673,[ 8 52] ; [ 1 28],[ 6.06741573 53.93258427] ; [ 2.93258427 26.06741573],0
a2,1,0.159185,1.981952,[ 8 54] ; [ 1 28],[ 6.13186813 55.86813187] ; [ 2.86813187 26.13186813],0
v1,1,0.225116,1.471459,[32 26] ; [12 17],[29.33333333 28.66666667] ; [14.66666667 14.33333333],0
p11,1,0.229908,1.441429,[48 14] ; [19 10],[45.64835165 16.35164835] ; [21.35164835  7.64835165],0
v3,1,0.240927,1.375161,[19 39] ; [ 6 23],[16.66666667 41.33333333] ; [ 8.33333333 20.66666667],0
a7,1,0.245225,1.350306,[34 28] ; [19  9],[36.51111111 25.48888889] ; [16.48888889 11.51111111],0
r3,1,0.302357,1.063768,[56  6] ; [24  5],[54.50549451  7.49450549] ; [25.49450549  3.50549451],0
a6,1,0.307211,1.042628,[37 25] ; [14 15],[34.74725275 27.25274725] ; [16.25274725 12.74725275],0
p6,1,0.324125,0.972231,[22 40] ; [13 15],[24.11111111 37.88888889] ; [10.88888889 17.11111111],0
r2,1,0.362739,0.828388,[49 11] ; [25  3],[50.45454545  9.54545455] ; [23.54545455  4.45454545],0
u3,1,0.368209,0.809699,[10 10] ; [11  6],[11.35135135  8.64864865] ; [9.64864865 7.35135135],0
p8,1,0.387278,0.747472,[26 36] ; [14 13],[27.86516854 34.13483146] ; [12.13483146 14.86516854],0
b4,1,0.4981,0.458982,[36 26] ; [19 10],[37.47252747 24.52747253] ; [17.52747253 11.47252747],0
