Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,35.243167,[86 19] ; [14 30],[70.46979866 34.53020134] ; [29.53020134 14.46979866],1
a2,1,0.00025,13.412087,[38 67] ; [ 3 41],[28.89261745 76.10738255] ; [12.10738255 31.89261745],1
a6,1,0.001,10.827031,[83 22] ; [23 21],[74.69798658 30.30201342] ; [31.30201342 12.69798658],0
d1,1,0.002093,9.465875,[67 38] ; [16 28],[58.48993289 46.51006711] ; [24.51006711 19.48993289],0
b5,1,0.003975,8.295005,[76 29] ; [21 23],[68.3557047 36.6442953] ; [28.6442953 15.3557047],0
v2,1,0.011618,6.368321,[79 24] ; [24 19],[72.66438356 30.33561644] ; [30.33561644 12.66438356],0
u1,1,0.013765,6.068005,[32 73] ; [ 5 39],[26.0738255 78.9261745] ; [10.9261745 33.0738255],0
b4,1,0.023721,5.114934,[73 32] ; [22 22],[66.94630872 38.05369128] ; [28.05369128 15.94630872],0
r3,1,0.028753,4.782348,[101   4] ; [38  6],[97.95302013  7.04697987] ; [41.04697987  2.95302013],0
s1,1,0.048096,3.906628,[ 2 99] ; [ 4 40],[ 4.17931034 96.82068966] ; [ 1.82068966 42.17931034],0
r4,1,0.049934,3.843686,[94 11] ; [34 10],[90.20134228 14.79865772] ; [37.79865772  6.20134228],0
d4,1,0.06046,3.524708,[90 15] ; [32 12],[85.97315436 19.02684564] ; [36.02684564  7.97315436],0
n5,1,0.08382,2.989238,[77 28] ; [38  6],[81.04026846 23.95973154] ; [33.95973154 10.04026846],0
a4,1,0.084078,2.984247,[52 53] ; [15 29],[47.2147651 57.7852349] ; [19.7852349 24.2147651],0
a1,1,0.105002,2.627875,[ 6 99] ; [ 6 38],[ 8.45637584 96.54362416] ; [ 3.54362416 40.45637584],0
p7,1,0.14095,2.167562,[41 61] ; [23 20],[45.02068966 56.97931034] ; [18.97931034 24.02068966],0
s8,1,0.157612,1.996991,[44 61] ; [24 20],[47.91946309 57.08053691] ; [20.08053691 23.91946309],0
p5,1,0.179704,1.80007,[  4 101] ; [ 4 39],[ 5.67567568 99.32432432] ; [ 2.32432432 40.67567568],0
r2,1,0.191998,1.702217,[101   4] ; [40  4],[99.36241611  5.63758389] ; [41.63758389  2.36241611],0
s2,1,0.200776,1.636721,[49 54] ; [26 18],[52.55102041 50.44897959] ; [22.44897959 21.55102041],0
d2,1,0.221593,1.494025,[61 43] ; [21 23],[57.62162162 46.37837838] ; [24.37837838 19.62162162],0
s3,1,0.241319,1.372873,[49 52] ; [26 18],[52.24137931 48.75862069] ; [22.75862069 21.24137931],0
u2,1,0.269065,1.22151,[17  9] ; [4 5],[15.6 10.4] ; [5.4 3.6],0
p3,1,0.273113,1.201042,[41 64] ; [21 22],[43.98648649 61.01351351] ; [18.01351351 24.98648649],0
p2,1,0.30262,1.062613,[75 30] ; [27 16],[72.36486486 32.63513514] ; [29.63513514 13.36486486],0
p12,1,0.308342,1.037763,[10 95] ; [ 2 42],[ 8.45637584 96.54362416] ; [ 3.54362416 40.45637584],0
b2,1,0.329639,0.950314,[23 40] ; [15 17],[25.2 37.8] ; [12.8 19.2],0
b3,1,0.329639,0.950314,[23 40] ; [15 17],[25.2 37.8] ; [12.8 19.2],0
p10,1,0.33557,0.927285,[81 23] ; [31 13],[78.7027027 25.2972973] ; [33.2972973 10.7027027],0
r1,1,0.337659,0.9193,[86 19] ; [33 11],[83.8590604 21.1409396] ; [35.1409396  8.8590604],0
b1,1,0.343965,0.895596,[39 66] ; [20 24],[41.57718121 63.42281879] ; [17.42281879 26.57718121],0
d5,1,0.350071,0.873198,[90 15] ; [35  9],[88.08724832 16.91275168] ; [36.91275168  7.08724832],0
p1,1,0.4285,0.626884,[  4 101] ; [ 3 41],[  4.93288591 100.06711409] ; [ 2.06711409 41.93288591],0
v4,1,0.452393,0.564649,[99  6] ; [40  4],[97.95302013  7.04697987] ; [41.04697987  2.95302013],0
s5,1,0.461786,0.541561,[27 74] ; [ 9 34],[25.25 75.75] ; [10.75 32.25],0
p4,1,0.461832,0.541451,[47 57] ; [17 27],[44.97297297 59.02702703] ; [19.02702703 24.97297297],0
s7,1,0.470411,0.52101,[50 49] ; [24 18],[51.95744681 47.04255319] ; [22.04255319 19.95744681],0
n4,1,0.47813,0.503126,[83 22] ; [37  7],[84.56375839 20.43624161] ; [35.43624161  8.56375839],0
a3,1,0.493844,0.46814,[78 27] ; [35  9],[79.63087248 25.36912752] ; [33.36912752 10.63087248],0
a8,1,0.514996,0.423903,[13 79] ; [ 4 36],[11.84848485 80.15151515] ; [ 5.15151515 34.84848485],0
n1,1,0.545757,0.364973,[ 7 15] ; [ 7 10],[ 7.8974359 14.1025641] ; [ 6.1025641 10.8974359],0
u3,1,0.547838,0.361204,[18  9] ; [5 4],[17.25  9.75] ; [5.75 3.25],0
s4,1,0.579245,0.307457,[13 91] ; [ 7 37],[14.05405405 89.94594595] ; [ 5.94594595 38.05405405],0
n2,1,0.590536,0.289507,[15  9] ; [12  5],[15.80487805  8.19512195] ; [11.19512195  5.80487805],0
p9,1,0.60807,0.262995,[79 24] ; [32 12],[77.7755102 25.2244898] ; [33.2244898 10.7755102],0
n3,1,0.688156,0.161089,[17  7] ; [13  4],[17.56097561  6.43902439] ; [12.43902439  4.56097561],0
n6,1,0.693843,0.154957,[88 17] ; [38  6],[88.79194631 16.20805369] ; [37.20805369  6.79194631],0
v1,1,0.778864,0.078849,[61 43] ; [23 18],[60.24827586 43.75172414] ; [23.75172414 17.24827586],0
a5,1,0.782055,0.076531,[74 31] ; [32 12],[74.69798658 30.30201342] ; [31.30201342 12.69798658],0
p11,1,0.782055,0.076531,[74 31] ; [32 12],[74.69798658 30.30201342] ; [31.30201342 12.69798658],0
p6,1,0.901999,0.015163,[22 81] ; [ 9 35],[21.72108844 81.27891156] ; [ 9.27891156 34.72108844],0
s6,1,0.917303,0.010781,[70 34] ; [30 14],[70.27027027 33.72972973] ; [29.72972973 14.27027027],0
