Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,67.724105,[139  23] ; [24 50],[111.88983051  50.11016949] ; [51.11016949 22.88983051],1
n6,1,0.001819,9.723683,[140  23] ; [50 23],[131.22881356  31.77118644] ; [58.77118644 14.22881356],0
p11,1,0.004467,8.083459,[135  28] ; [49 25],[126.54852321  36.45147679] ; [57.45147679 16.54852321],0
a8,1,0.005007,7.876779,[ 25 126] ; [ 2 65],[ 18.70183486 132.29816514] ; [ 8.29816514 58.70183486],0
v1,1,0.006139,7.509035,[91 67] ; [27 44],[81.41484716 76.58515284] ; [36.58515284 34.41484716],0
p4,1,0.013805,6.062856,[100  62] ; [33 41],[91.29661017 70.70338983] ; [41.70338983 32.29661017],0
p10,1,0.014662,5.956604,[132  27] ; [51 23],[124.87982833  34.12017167] ; [58.12017167 15.87982833],0
d2,1,0.015146,5.899417,[73 89] ; [21 53],[64.52542373 97.47457627] ; [29.47457627 44.52542373],0
s2,1,0.017004,5.695993,[62 98] ; [41 33],[70.42735043 89.57264957] ; [32.57264957 41.42735043],0
p2,1,0.039668,4.232016,[138  24] ; [54 19],[132.35744681  29.64255319] ; [59.64255319 13.35744681],0
s4,1,0.046786,3.953071,[ 25 132] ; [20 54],[ 30.58441558 126.41558442] ; [14.41558442 59.58441558],0
a4,1,0.10299,2.65862,[68 93] ; [23 51],[62.34468085 98.65531915] ; [28.65531915 45.34468085],0
s5,1,0.108918,2.569849,[ 44 114] ; [28 45],[ 49.24675325 108.75324675] ; [22.75324675 50.24675325],0
r4,1,0.115288,2.4802,[148  15] ; [62 12],[144.43037975  18.56962025] ; [65.56962025  8.43037975],0
u1,1,0.126126,2.339554,[ 25 138] ; [ 6 68],[ 21.32067511 141.67932489] ; [ 9.67932489 64.32067511],0
d5,1,0.128406,2.311667,[135  28] ; [55 19],[130.67510549  32.32489451] ; [59.32489451 14.67510549],0
p6,1,0.128696,2.308168,[ 53 107] ; [17 56],[ 48.06866953 111.93133047] ; [21.93133047 51.06866953],0
a2,1,0.130999,2.280627,[ 33 130] ; [ 9 65],[ 28.88607595 134.11392405] ; [13.11392405 60.88607595],0
p9,1,0.14159,2.160596,[134  26] ; [56 18],[129.91452991  30.08547009] ; [60.08547009 13.91452991],0
b2,1,0.150454,2.067644,[29 59] ; [ 5 22],[26.0173913 61.9826087] ; [ 7.9826087 19.0173913],0
b3,1,0.150454,2.067644,[29 59] ; [ 5 22],[26.0173913 61.9826087] ; [ 7.9826087 19.0173913],0
n1,1,0.158769,1.985915,[13 18] ; [ 6 19],[10.51785714 20.48214286] ; [ 8.48214286 16.51785714],0
n3,1,0.161982,1.955621,[26  5] ; [17  8],[23.80357143  7.19642857] ; [19.19642857  5.80357143],0
b1,1,0.193955,1.687317,[ 58 105] ; [20 54],[ 53.64556962 109.35443038] ; [24.35443038 49.64556962],0
u2,1,0.20148,1.631614,[38 28] ; [15 19],[34.98 31.02] ; [18.02 15.98],0
s3,1,0.215205,1.536063,[81 78] ; [43 29],[85.35064935 73.64935065] ; [38.64935065 33.35064935],0
r1,1,0.232975,1.422606,[129  33] ; [53 20],[125.46382979  36.53617021] ; [56.53617021 16.46382979],0
p7,1,0.247528,1.337201,[98 61] ; [38 33],[94.0173913 64.9826087] ; [41.9826087 29.0173913],0
p5,1,0.255759,1.291568,[ 13 148] ; [ 3 71],[ 10.96170213 150.03829787] ; [ 5.03829787 68.96170213],0
a6,1,0.262627,1.254857,[107  56] ; [54 20],[110.72995781  52.27004219] ; [50.27004219 23.72995781],0
d3,1,0.262627,1.254857,[107  56] ; [54 20],[110.72995781  52.27004219] ; [50.27004219 23.72995781],0
p12,1,0.312722,1.019145,[ 15 147] ; [ 4 70],[ 13.04237288 148.95762712] ; [ 5.95762712 68.04237288],0
v4,1,0.319588,0.990633,[155   8] ; [67  6],[153.33050847   9.66949153] ; [68.66949153  4.33050847],0
p1,1,0.344318,0.894289,[  9 153] ; [ 2 71],[  7.58297872 154.41702128] ; [ 3.41702128 69.58297872],0
a3,1,0.344941,0.89198,[96 66] ; [39 35],[92.66949153 69.33050847] ; [42.33050847 31.66949153],0
b4,1,0.352659,0.863866,[105  58] ; [43 31],[101.78902954  61.21097046] ; [46.21097046 27.78902954],0
r3,1,0.414886,0.664757,[152  11] ; [71  3],[153.37130802   9.62869198] ; [69.62869198  4.37130802],0
a7,1,0.417901,0.656212,[124  38] ; [53 21],[121.5  40.5] ; [55.5 18.5],0
v2,1,0.456155,0.555313,[76 75] ; [39 31],[78.57466063 72.42533937] ; [36.42533937 33.57466063],0
d4,1,0.46362,0.53714,[130  33] ; [62 12],[132.05063291  30.94936709] ; [59.94936709 14.05063291],0
b5,1,0.480051,0.498747,[109  54] ; [46 28],[106.60337553  56.39662447] ; [48.39662447 25.60337553],0
a1,1,0.540572,0.374481,[  6 157] ; [ 4 70],[  6.87763713 156.12236287] ; [ 3.12236287 70.87763713],0
v3,1,0.558805,0.341777,[ 49 106] ; [20 52],[ 47.11453744 107.88546256] ; [21.88546256 50.11453744],0
d1,1,0.568793,0.324707,[88 75] ; [37 37],[85.97046414 77.02953586] ; [39.02953586 34.97046414],0
p3,1,0.574345,0.315466,[72 90] ; [30 44],[70.01694915 91.98305085] ; [31.98305085 42.01694915],0
s8,1,0.595994,0.28108,[ 45 118] ; [18 56],[ 43.32911392 119.67088608] ; [19.67088608 54.32911392],0
a5,1,0.702887,0.145486,[112  51] ; [49 25],[110.72995781  52.27004219] ; [50.27004219 23.72995781],0
u3,1,0.774848,0.081818,[36 30] ; [19 14],[36.66666667 29.33333333] ; [18.33333333 14.66666667],0
n2,1,0.849518,0.035999,[25  7] ; [19  6],[24.70175439  7.29824561] ; [19.29824561  5.70175439],0
p8,1,0.94058,0.005556,[77 83] ; [36 38],[77.26495726 82.73504274] ; [35.73504274 38.26495726],0
s1,1,0.95714,0.002888,[  2 156] ; [ 1 73],[  2.04310345 155.95689655] ; [ 0.95689655 73.04310345],0
r2,1,0.970062,0.001409,[148  13] ; [67  6],[147.92735043  13.07264957] ; [67.07264957  5.92735043],0
