Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000179,14.037935,[ 5 34] ; [9 5],[10.30188679 28.69811321] ; [ 3.69811321 10.30188679],1
v2,1,0.000179,14.037935,[ 5 34] ; [9 5],[10.30188679 28.69811321] ; [ 3.69811321 10.30188679],1
p6,1,0.004322,8.143502,[ 2 36] ; [5 9],[ 5.11538462 32.88461538] ; [ 1.88461538 12.11538462],0
b5,1,0.008119,7.006966,[15 25] ; [11  3],[19.25925926 20.74074074] ; [6.74074074 7.25925926],0
p4,1,0.008806,6.861654,[ 8 32] ; [8 6],[11.85185185 28.14814815] ; [4.14814815 9.85185185],0
s5,1,0.010539,6.541421,[ 3 37] ; [5 9],[ 5.92592593 34.07407407] ; [ 2.07407407 11.92592593],0
n6,1,0.016535,5.745082,[13 25] ; [10  4],[16.80769231 21.19230769] ; [6.19230769 7.80769231],0
p11,1,0.018234,5.573571,[14 26] ; [10  4],[17.77777778 22.22222222] ; [6.22222222 7.77777778],0
r3,1,0.021959,5.249011,[14 25] ; [10  4],[17.66037736 21.33962264] ; [6.33962264 7.66037736],0
p2,1,0.03276,4.558265,[10 29] ; [8 6],[13.24528302 25.75471698] ; [4.75471698 9.24528302],0
s8,1,0.043366,4.081068,[ 3 37] ; [ 4 10],[ 5.18518519 34.81481481] ; [ 1.81481481 12.18518519],0
d5,1,0.088506,2.901334,[18 22] ; [10  4],[20.74074074 19.25925926] ; [7.25925926 6.74074074],0
p3,1,0.093025,2.821224,[ 8 32] ; [6 8],[10.37037037 29.62962963] ; [ 3.62962963 10.37037037],0
s3,1,0.106322,2.60805,[10 28] ; [7 7],[12.42307692 25.57692308] ; [4.57692308 9.42307692],0
s7,1,0.10646,2.605999,[ 6 30] ; [5 8],[ 8.08163265 27.91836735] ; [ 2.91836735 10.08163265],0
p10,1,0.134938,2.234757,[13 25] ; [8 6],[15.34615385 22.65384615] ; [5.65384615 8.34615385],0
b3,1,0.183725,1.767231,[11 16] ; [2 9],[ 9.23684211 17.76315789] ; [3.76315789 7.23684211],0
b2,1,0.183725,1.767231,[11 16] ; [2 9],[ 9.23684211 17.76315789] ; [3.76315789 7.23684211],0
