Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,7.1e-05,15.795539,[ 2 44] ; [3 2],[ 4.50980392 41.49019608] ; [0.49019608 4.50980392],1
b4,1,0.03738,4.333031,[31 15] ; [1 4],[28.8627451 17.1372549] ; [3.1372549 1.8627451],0
s2,1,0.067699,3.337953,[10 35] ; [3 2],[11.7 33.3] ; [1.3 3.7],0
p3,1,0.113972,2.498261,[12 34] ; [3 2],[13.52941176 32.47058824] ; [1.47058824 3.52941176],0
a6,1,0.144532,2.129037,[25 21] ; [1 4],[23.45098039 22.54901961] ; [2.54901961 2.45098039],0
d5,1,0.146331,2.110085,[33 13] ; [2 3],[31.56862745 14.43137255] ; [3.43137255 1.56862745],0
v1,1,0.15713,2.001634,[13 32] ; [3 2],[14.4 30.6] ; [1.6 3.4],0
p8,1,0.167419,1.905901,[ 7 39] ; [2 3],[ 8.11764706 37.88235294] ; [0.88235294 4.11764706],0
b5,1,0.171697,1.868067,[24 22] ; [1 4],[22.54901961 23.45098039] ; [2.45098039 2.54901961],0
s7,1,0.189038,1.7251,[ 9 34] ; [2 2],[10.06382979 32.93617021] ; [0.93617021 3.06382979],0
n2,1,0.189526,1.721296,[11  7] ; [1 3],[9.81818182 8.18181818] ; [2.18181818 1.81818182],0
a4,1,0.195777,1.673599,[14 31] ; [3 2],[15.3 29.7] ; [1.7 3.3],0
a7,1,0.201818,1.629167,[23 23] ; [1 4],[21.64705882 24.35294118] ; [2.35294118 2.64705882],0
d2,1,0.21885,1.511898,[23 22] ; [4 1],[24.3 20.7] ; [2.7 2.3],0
n5,1,0.226549,1.462397,[38  8] ; [3 2],[36.98039216  9.01960784] ; [4.01960784 0.98039216],0
p2,1,0.254451,1.298701,[21 24] ; [1 4],[19.8 25.2] ; [2.2 2.8],0
s3,1,0.303995,1.056587,[16 28] ; [3 2],[17.06122449 26.93877551] ; [1.93877551 3.06122449],0
r3,1,0.335924,0.925926,[28 17] ; [2 3],[27. 18.] ; [3. 2.],0
a3,1,0.382078,0.764007,[27 18] ; [4 1],[27.9 17.1] ; [3.1 1.9],0
d1,1,0.422761,0.642626,[19 27] ; [3 2],[19.84313725 26.15686275] ; [2.15686275 2.84313725],0
r1,1,0.422761,0.642626,[19 27] ; [3 2],[19.84313725 26.15686275] ; [2.15686275 2.84313725],0
p9,1,0.501768,0.451195,[24 19] ; [2 3],[23.29166667 19.70833333] ; [2.70833333 2.29166667],0
b2,1,0.502651,0.449334,[14 19] ; [1 3],[13.37837838 19.62162162] ; [1.62162162 2.37837838],0
b3,1,0.502651,0.449334,[14 19] ; [1 3],[13.37837838 19.62162162] ; [1.62162162 2.37837838],0
d3,1,0.541566,0.372645,[21 25] ; [3 2],[21.64705882 24.35294118] ; [2.35294118 2.64705882],0
p1,1,0.547301,0.362174,[ 5 41] ; [1 4],[ 5.41176471 40.58823529] ; [0.58823529 4.41176471],0
r4,1,0.563895,0.333005,[15 31] ; [1 4],[14.43137255 31.56862745] ; [1.56862745 3.43137255],0
p7,1,0.66155,0.191646,[14 32] ; [2 3],[14.43137255 31.56862745] ; [1.56862745 3.43137255],0
p10,1,0.67166,0.179667,[22 22] ; [2 3],[21.55102041 22.44897959] ; [2.44897959 2.55102041],0
s6,1,0.711611,0.136674,[14 30] ; [2 3],[14.36734694 29.63265306] ; [1.63265306 3.36734694],0
p4,1,0.739156,0.11087,[15 31] ; [2 3],[15.33333333 30.66666667] ; [1.66666667 3.33333333],0
d4,1,0.739156,0.11087,[31 15] ; [3 2],[30.66666667 15.33333333] ; [3.33333333 1.66666667],0
r2,1,0.792411,0.069264,[25 19] ; [2 2],[24.75 19.25] ; [2.25 1.75],0
p11,1,0.809381,0.058189,[21 25] ; [2 3],[20.74509804 25.25490196] ; [2.25490196 2.74509804],0
s5,1,0.814576,0.055003,[ 7 37] ; [1 4],[ 7.18367347 36.81632653] ; [0.81632653 4.18367347],0
s8,1,0.844686,0.038378,[11 35] ; [1 4],[10.82352941 35.17647059] ; [1.17647059 3.82352941],0
v3,1,0.844686,0.038378,[11 35] ; [1 4],[10.82352941 35.17647059] ; [1.17647059 3.82352941],0
v2,1,0.923909,0.009122,[19 26] ; [2 3],[18.9 26.1] ; [2.1 2.9],0
n6,1,0.952711,0.003517,[27 17] ; [3 2],[26.93877551 17.06122449] ; [3.06122449 1.93877551],0
a5,1,0.969829,0.001431,[28 18] ; [3 2],[27.96078431 18.03921569] ; [3.03921569 1.96078431],0
p6,1,0.980934,0.000571,[ 9 35] ; [1 4],[ 8.97959184 35.02040816] ; [1.02040816 3.97959184],0
n3,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
n1,1,1.0,0.0,[9 9] ; [2 2],[9. 9.] ; [2. 2.],0
