Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,86.18101,[13 40] ; [126  12],[38.57068063 14.42931937] ; [100.42931937  37.57068063],1
s7,1,0.0,26.630723,[18 31] ; [103  30],[32.57692308 16.42307692] ; [88.42307692 44.57692308],1
s6,1,0.0,25.58889,[35 18] ; [129   8],[45.74736842  7.25263158] ; [118.25263158  18.74736842],1
s8,1,0.000209,13.749573,[22 31] ; [96 40],[33.08994709 19.91005291] ; [84.91005291 51.08994709],1
p2,1,0.020752,5.347489,[40 12] ; [124  14],[44.88421053  7.11578947] ; [119.11578947  18.88421053],0
v3,1,0.047153,3.939937,[18 35] ; [67 67],[24.09090909 28.90909091] ; [60.90909091 73.09090909],0
u3,1,0.054864,3.686201,[6 5] ; [14  2],[8.14814815 2.85185185] ; [11.85185185  4.14814815],0
r4,1,0.075363,3.162165,[47  6] ; [132   6],[49.67015707  3.32984293] ; [129.32984293   8.67015707],0
a3,1,0.077765,3.111,[42 11] ; [122  15],[45.74736842  7.25263158] ; [118.25263158  18.74736842],0
n2,1,0.088687,2.898051,[7 4] ; [27  4],[8.9047619 2.0952381] ; [25.0952381  5.9047619],0
r3,1,0.145576,2.118006,[48  4] ; [133   4],[49.7989418  2.2010582] ; [131.2010582   5.7989418],0
n1,1,0.153578,2.036345,[4 7] ; [19 12],[6.02380952 4.97619048] ; [16.97619048 14.02380952],0
p12,1,0.166417,1.914925,[ 4 48] ; [ 21 116],[ 6.87830688 45.12169312] ; [ 18.12169312 118.87830688],0
n5,1,0.169137,1.89058,[39 14] ; [113  24],[42.4 10.6] ; [109.6  27.4],0
r1,1,0.195968,1.672172,[43 10] ; [121  16],[45.74736842  7.25263158] ; [118.25263158  18.74736842],0
b5,1,0.210542,1.567692,[25 28] ; [79 59],[28.85863874 24.14136126] ; [75.14136126 62.85863874],0
p6,1,0.224658,1.474365,[22 30] ; [71 65],[25.72340426 26.27659574] ; [67.27659574 68.72340426],0
p10,1,0.249235,1.327586,[45  7] ; [127  11],[47.07368421  4.92631579] ; [124.92631579  13.07368421],0
p9,1,0.249235,1.327586,[45  7] ; [127  11],[47.07368421  4.92631579] ; [124.92631579  13.07368421],0
v2,1,0.279959,1.167288,[36 17] ; [79 54],[32.7688172 20.2311828] ; [82.2311828 50.7688172],0
p11,1,0.301894,1.065807,[39 14] ; [111  27],[41.62303665 11.37696335] ; [108.37696335  29.62303665],0
a7,1,0.339967,0.910554,[34 18] ; [100  38],[36.67368421 15.32631579] ; [97.32631579 40.67368421],0
