Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p6,1,0.01134,6.411208,[21 88] ; [8 9],[25.08730159 83.91269841] ; [ 3.91269841 13.08730159],0
n4,1,0.035873,4.403144,[81 31] ; [8 9],[77.27131783 34.72868217] ; [11.72868217  5.27131783],0
a5,1,0.047852,3.915193,[74 38] ; [ 7 10],[70.3255814 41.6744186] ; [10.6744186  6.3255814],0
n5,1,0.057279,3.614478,[67 45] ; [ 6 11],[63.37984496 48.62015504] ; [9.62015504 7.37984496],0
s6,1,0.063003,3.456511,[59 51] ; [ 5 12],[55.43307087 54.56692913] ; [8.56692913 8.43307087],0
p7,1,0.085422,2.958592,[53 57] ; [12  5],[56.2992126 53.7007874] ; [8.7007874 8.2992126],0
d1,1,0.129261,2.301362,[55 57] ; [ 5 12],[52.09302326 59.90697674] ; [7.90697674 9.09302326],0
v1,1,0.16658,1.913457,[46 66] ; [ 4 13],[43.41085271 68.58914729] ; [ 6.58914729 10.41085271],0
a2,1,0.167228,1.907619,[22 90] ; [ 1 16],[19.96899225 92.03100775] ; [ 3.03100775 13.96899225],0
d3,1,0.225006,1.472152,[70 42] ; [8 9],[67.72093023 44.27906977] ; [10.27906977  6.72093023],0
s2,1,0.232086,1.428029,[42 67] ; [ 4 13],[39.79365079 69.20634921] ; [ 6.20634921 10.79365079],0
u1,1,0.239478,1.383666,[19 93] ; [ 1 16],[17.36434109 94.63565891] ; [ 2.63565891 14.36434109],0
a4,1,0.252218,1.310974,[42 69] ; [ 4 13],[39.890625 71.109375] ; [ 6.109375 10.890625],0
u3,1,0.255527,1.292829,[30 16] ; [3 4],[28.64150943 17.35849057] ; [4.35849057 2.64150943],0
p4,1,0.25818,1.278488,[49 62] ; [10  7],[51.1640625 59.8359375] ; [7.8359375 9.1640625],0
s1,1,0.274822,1.192518,[  6 105] ; [ 2 14],[  6.99212598 104.00787402] ; [ 1.00787402 14.99212598],0
b4,1,0.29228,1.10909,[74 38] ; [9 8],[72.0620155 39.9379845] ; [10.9379845  6.0620155],0
p2,1,0.328606,0.954383,[73 39] ; [9 8],[71.19379845 40.80620155] ; [10.80620155  6.19379845],0
d4,1,0.335609,0.927131,[84 27] ; [11  6],[82.3828125 28.6171875] ; [12.6171875  4.3828125],0
b5,1,0.356482,0.850247,[66 46] ; [8 9],[64.24806202 47.75193798] ; [9.75193798 7.24806202],0
p11,1,0.356482,0.850247,[66 46] ; [8 9],[64.24806202 47.75193798] ; [9.75193798 7.24806202],0
s8,1,0.443109,0.588219,[29 81] ; [ 6 11],[30.31496063 79.68503937] ; [ 4.68503937 12.31496063],0
a8,1,0.451251,0.567508,[12 87] ; [ 1 16],[11.09482759 87.90517241] ; [ 1.90517241 15.09482759],0
a7,1,0.461598,0.542017,[76 36] ; [10  7],[74.66666667 37.33333333] ; [11.33333333  5.66666667],0
s3,1,0.476312,0.507295,[56 55] ; [ 7 10],[54.6328125 56.3671875] ; [8.3671875 8.6328125],0
b2,1,0.48665,0.483925,[20 51] ; [2 9],[19.04878049 51.95121951] ; [2.95121951 8.04878049],0
b3,1,0.48665,0.483925,[20 51] ; [2 9],[19.04878049 51.95121951] ; [2.95121951 8.04878049],0
s4,1,0.509982,0.434104,[13 96] ; [ 3 14],[13.84126984 95.15873016] ; [ 2.15873016 14.84126984],0
s7,1,0.53804,0.379184,[34 70] ; [ 4 12],[32.93333333 71.06666667] ; [ 5.06666667 10.93333333],0
n6,1,0.565001,0.331119,[78 34] ; [13  4],[79.00775194 32.99224806] ; [11.99224806  5.00775194],0
s5,1,0.579734,0.306664,[21 89] ; [ 4 12],[21.82539683 88.17460317] ; [ 3.17460317 12.82539683],0
v3,1,0.590857,0.289008,[39 69] ; [ 5 12],[38.016 69.984] ; [ 5.984 11.016],0
u2,1,0.605806,0.266328,[24 21] ; [3 4],[23.36538462 21.63461538] ; [3.63461538 3.36538462],0
p3,1,0.628787,0.233709,[39 72] ; [ 7 10],[39.890625 71.109375] ; [ 6.109375 10.890625],0
p8,1,0.661102,0.192188,[39 73] ; [ 5 12],[38.20155039 73.79844961] ; [ 5.79844961 11.20155039],0
d5,1,0.697674,0.150902,[84 28] ; [12  5],[83.34883721 28.65116279] ; [12.65116279  4.34883721],0
n3,1,0.752172,0.099715,[22  8] ; [4 1],[22.28571429  7.71428571] ; [3.71428571 1.28571429],0
n1,1,0.772525,0.083564,[13 18] ; [1 2],[12.76470588 18.23529412] ; [1.23529412 1.76470588],0
a1,1,0.795866,0.066926,[  5 107] ; [ 1 16],[  5.20930233 106.79069767] ; [ 0.79069767 16.20930233],0
p10,1,0.804141,0.0615,[29 81] ; [ 4 13],[28.58267717 81.41732283] ; [ 4.41732283 12.58267717],0
d2,1,0.821204,0.051075,[56 56] ; [8 9],[55.56589147 56.43410853] ; [8.43410853 8.56589147],0
v2,1,0.85621,0.032834,[47 61] ; [ 7 10],[46.656 61.344] ; [7.344 9.656],0
a6,1,0.860823,0.030739,[70 42] ; [11  6],[70.3255814 41.6744186] ; [10.6744186  6.3255814],0
b1,1,0.896122,0.017046,[64 48] ; [10  7],[64.24806202 47.75193798] ; [9.75193798 7.24806202],0
v4,1,0.942655,0.005174,[104   6] ; [16  1],[103.93700787   6.06299213] ; [16.06299213  0.93700787],0
a3,1,0.993455,6.7e-05,[66 46] ; [10  7],[65.98449612 46.01550388] ; [10.01550388  6.98449612],0
