Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.002872,8.886857,[6 1] ; [ 6 19],[2.625 4.375] ; [ 9.375 15.625],0
b5,1,0.005995,7.551926,[6 1] ; [ 7 18],[2.84375 4.15625] ; [10.15625 14.84375],0
d2,1,0.032509,4.571429,[6 1] ; [10 15],[3.5 3.5] ; [12.5 12.5],0
p4,1,0.035923,4.400762,[5 2] ; [ 7 18],[2.625 4.375] ; [ 9.375 15.625],0
v1,1,0.035923,4.400762,[5 2] ; [ 7 18],[2.625 4.375] ; [ 9.375 15.625],0
p3,1,0.053372,3.732229,[4 3] ; [ 5 20],[1.96875 5.03125] ; [ 7.03125 17.96875],0
s6,1,0.056468,3.638194,[5 1] ; [10 15],[2.90322581 3.09677419] ; [12.09677419 12.90322581],0
p2,1,0.075425,3.160816,[6 1] ; [12 13],[3.9375 3.0625] ; [14.0625 10.9375],0
a3,1,0.109443,2.562245,[3 4] ; [18  6],[4.74193548 2.25806452] ; [16.25806452  7.74193548],0
p10,1,0.112483,2.518983,[5 2] ; [ 9 15],[3.16129032 3.83870968] ; [10.83870968 13.16129032],0
s3,1,0.112483,2.518983,[5 2] ; [ 9 15],[3.16129032 3.83870968] ; [10.83870968 13.16129032],0
v2,1,0.140801,2.169188,[5 2] ; [10 15],[3.28125 3.71875] ; [11.71875 13.28125],0
p5,1,0.145775,2.115918,[2 5] ; [ 2 23],[0.875 6.125] ; [ 3.125 21.875],0
p8,1,0.151317,2.058924,[4 3] ; [ 7 18],[2.40625 4.59375] ; [ 8.59375 16.40625],0
p9,1,0.165623,1.922123,[5 2] ; [10 14],[3.38709677 3.61290323] ; [11.61290323 12.38709677],0
u3,1,0.200751,1.636905,[2 2] ; [1 6],[1.09090909 2.90909091] ; [1.90909091 5.09090909],0
s8,1,0.217044,1.52381,[3 4] ; [ 5 20],[1.75 5.25] ; [ 6.25 18.75],0
a6,1,0.224551,1.475048,[4 3] ; [ 8 17],[2.625 4.375] ; [ 9.375 15.625],0
n5,1,0.27224,1.205423,[5 2] ; [12 13],[3.71875 3.28125] ; [13.28125 11.71875],0
n4,1,0.27328,1.200208,[6 1] ; [16  9],[4.8125 2.1875] ; [17.1875  7.8125],0
b4,1,0.314069,1.013488,[3 4] ; [16  9],[4.15625 2.84375] ; [14.84375 10.15625],0
n6,1,0.316151,1.004802,[5 2] ; [12 12],[3.83870968 3.16129032] ; [13.16129032 10.83870968],0
s5,1,0.326687,0.961988,[3 4] ; [ 6 19],[1.96875 5.03125] ; [ 7.03125 17.96875],0
d3,1,0.359734,0.838821,[2 5] ; [12 13],[3.0625 3.9375] ; [10.9375 14.0625],0
s2,1,0.359756,0.838745,[3 4] ; [ 6 18],[2.03225806 4.96774194] ; [ 6.96774194 17.03225806],0
b2,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
b3,1,0.415522,0.662946,[3 3] ; [ 5 11],[2.18181818 3.81818182] ; [ 5.81818182 10.18181818],0
b1,1,0.41902,0.653061,[3 4] ; [15 10],[3.9375 3.0625] ; [14.0625 10.9375],0
d5,1,0.453508,0.56187,[4 3] ; [18  7],[4.8125 2.1875] ; [17.1875  7.8125],0
a4,1,0.462562,0.539688,[2 5] ; [11 14],[2.84375 4.15625] ; [10.15625 14.84375],0
a2,1,0.614051,0.254319,[1 6] ; [ 2 23],[0.65625 6.34375] ; [ 2.34375 22.65625],0
r4,1,0.668929,0.182857,[4 3] ; [12 13],[3.5 3.5] ; [12.5 12.5],0
p11,1,0.668929,0.182857,[4 3] ; [12 13],[3.5 3.5] ; [12.5 12.5],0
r2,1,0.714546,0.133779,[5 2] ; [16  9],[4.59375 2.40625] ; [16.40625  8.59375],0
a5,1,0.714546,0.133779,[5 2] ; [16  9],[4.59375 2.40625] ; [16.40625  8.59375],0
v3,1,0.732074,0.117216,[1 6] ; [ 5 20],[1.3125 5.6875] ; [ 4.6875 20.3125],0
d4,1,0.732074,0.117216,[6 1] ; [20  5],[5.6875 1.3125] ; [20.3125  4.6875],0
d1,1,0.74047,0.109714,[3 4] ; [ 9 16],[2.625 4.375] ; [ 9.375 15.625],0
a7,1,0.80955,0.058084,[4 3] ; [13 12],[3.71875 3.28125] ; [13.28125 11.71875],0
s7,1,0.815276,0.054581,[2 5] ; [ 7 14],[2.25 4.75] ; [ 6.75 14.25],0
u2,1,0.818971,0.052381,[2 2] ; [3 4],[1.81818182 2.18181818] ; [3.18181818 3.81818182],0
s4,1,0.871602,0.026122,[1 6] ; [ 3 22],[0.875 6.125] ; [ 3.125 21.875],0
s1,1,0.871602,0.026122,[1 6] ; [ 3 22],[0.875 6.125] ; [ 3.125 21.875],0
n3,1,1.0,0.0,[1 1] ; [6 6],[1. 1.] ; [6. 6.],0
